,Genome,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Subpathway1,Subpathway2,Subpathway3,Subpathway4,Subpathway5,Subpathway6,Subpathway7,Subpathway8,MaxCompletion,Mean.Completeness,Lifestyle,taxa_elm
13718,TARA_SAMEA4397445_METAG_CJCKGMME,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,80.52,incomplete,Bacteroidota
13719,TARA_SAMEA4397445_METAG_DEAGEKMG,0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,82.02,incomplete,Bacteroidota
13720,TARA_SAMEA4397445_METAG_DGDOHHDN,1,0,1,1,0,1,0,1,0,1,0.75,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,1,97.02,assimilator,Alpha-Rhodobacter
13721,TARA_SAMEA4397445_METAG_DGMKFCEG,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,97.54,assimilator,Gamma-Other
13722,TARA_SAMEA4397445_METAG_DJDBGKJJ,0,1,0,0,0,0,0,1,1,0.25,0.25,0.5,0.25,0.5,0.25,0.333333333333333,0.333333333333333,0.5,93.72,incomplete,Alpha-Other
13723,TARA_SAMEA4397445_METAG_DNCIPDJB,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,85.71,assimilator,Alpha-Other
13724,TARA_SAMEA4397445_METAG_DOMCJONG,0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,99.44,incomplete,Alpha-Other
13725,TARA_SAMEA4397445_METAG_EBGPIKOF,1,0,1,1,1,1,0,0,0,0.75,0.75,0.5,0.75,0.5,0.75,0.333333333333333,0.333333333333333,0.75,94.38,incomplete,Gamma-Other
13726,TARA_SAMEA4397445_METAG_EDFFIONL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.16,auxotroph,Bacteroidota
13727,TARA_SAMEA4397445_METAG_EKMGMHMJ,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,99.28,assimilator,Alpha-Rhodobacter
13728,TARA_SAMEA4397445_METAG_ENGAADBB,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,98.2,assimilator,Planctomycetota
13729,TARA_SAMEA4397445_METAG_FDNJHADI,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,98.38,incomplete,Bacteroidota
13730,TARA_SAMEA4397445_METAG_FHGNKODE,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,75.62,assimilator,Gamma-Other
13731,TARA_SAMEA4397445_METAG_FHNBJKON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.42,auxotroph,Actinobacteriota
13732,TARA_SAMEA4397445_METAG_FJMMFOIA,1,0,1,1,1,0,0,1,0,0.75,0.5,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,0.75,82.1,incomplete,Gamma-Other
13733,TARA_SAMEA4397445_METAG_GHHKGMCP,1,0,1,1,0,1,0,1,0,1,0.75,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,1,96.94,assimilator,Alpha-Rhodobacter
13734,TARA_SAMEA4397445_METAG_GIPEALJA,0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,96.88,incomplete,Bacteroidota
13735,TARA_SAMEA4397445_METAG_GMEBPIMC,1,0,1,1,1,1,0,1,0,1,0.75,0.75,1,0.5,0.75,0.333333333333333,0.333333333333333,1,83.79,assimilator,Gamma-Other
13736,TARA_SAMEA4397445_METAG_HGODLIND,0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,97.65,incomplete,Bacteroidota
13737,TARA_SAMEA4397445_METAG_HLBFEFCE,1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,76.88,incomplete,Alpha-Rhodobacter
13738,TARA_SAMEA4397445_METAG_HLJHHDAL,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,98.62,incomplete,Bacteroidota
13739,TARA_SAMEA4397445_METAG_HMENGOCD,1,1,0,1,1,0,0,0,0,0.5,0.5,0.5,0.25,0.5,0.25,0.333333333333333,0,0.5,95.48,incomplete,Alpha-Other
13740,TARA_SAMEA4397445_METAG_HPOMHCCI,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,78.55,assimilator,Gamma-Other
13741,TARA_SAMEA4397445_METAG_ICPPIAOP,1,0,1,1,0,1,0,1,0,1,0.75,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,1,98.54,assimilator,Alpha-Rhodobacter
13742,TARA_SAMEA4397445_METAG_IFGACCDM,1,1,0,1,1,1,0,1,0,1,0.75,1,0.75,0.75,0.5,0.333333333333333,0,1,92.24,assimilator,Gamma-Other
13743,TARA_SAMEA4397445_METAG_IPEBJJPK,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,98.32,assimilator,Alpha-Other
13744,TARA_SAMEA4397445_METAG_JAAFGEDO,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,88.35,assimilator,Alpha-Other
13745,TARA_SAMEA4397445_METAG_JBDJCNHC,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,87.62,assimilator,Alpha-Other
13746,TARA_SAMEA4397445_METAG_JDEGCGLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.26,auxotroph,Alpha-Other
13747,TARA_SAMEA4397445_METAG_JNHKOBNB,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,91.81,assimilator,Alpha-Other
13748,TARA_SAMEA4397445_METAG_KEPEALPO,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,76.68,assimilator,Alpha-Other
13749,TARA_SAMEA4397445_METAG_KILNFEOI,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0,0.5,0.25,0.333333333333333,0.333333333333333,0.5,97.72,incomplete,Bacteroidota
13750,TARA_SAMEA4397445_METAG_KNLEEKAB,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,98.75,incomplete,Bacteroidota
13751,TARA_SAMEA4397445_METAG_KPMCFCOG,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,97.88,incomplete,Bacteroidota
13752,TARA_SAMEA4397445_METAG_LPAMDENN,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,85.74,incomplete,Gamma-Other
13753,TARA_SAMEA4397445_METAG_MBLGAKHO,1,0,1,1,1,0,0,1,0,0.75,0.5,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,0.75,89.44,incomplete,Gamma-Other
13754,TARA_SAMEA4397445_METAG_NAKGHEIC,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,83.88,assimilator,Gamma-Other
13755,TARA_SAMEA4397445_METAG_NGLEOAMJ,1,0,1,1,0,1,0,1,1,1,1,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,1,92.72,assimilator,Alpha-Rhodobacter
13756,TARA_SAMEA4397445_METAG_NJDIOBDK,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,99.62,assimilator,Alpha-Other
13757,TARA_SAMEA4397445_METAG_NJJNPCEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.8,auxotroph,Alpha-Other
13758,TARA_SAMEA4397445_METAG_NLDDDDND,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,96.3,assimilator,Alpha-Other
13759,TARA_SAMEA4397445_METAG_NNOOFDKD,1,0,1,1,0,1,0,1,0,1,0.75,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,1,75.09,assimilator,Alpha-Rhodobacter
13760,TARA_SAMEA4397445_METAG_NOEMMHCB,1,0,1,1,0,1,0,1,0,1,0.75,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,1,97.87,assimilator,Alpha-Rhodobacter
13761,TARA_SAMEA4397445_METAG_OIJNNMDI,0,1,0,0,0,0,0,1,1,0.25,0.25,0.5,0.25,0.5,0.25,0.333333333333333,0.333333333333333,0.5,88.2,incomplete,Verrucomicrobiota
13762,TARA_SAMEA4397445_METAG_OOOMKIEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.44,auxotroph,Gamma-Other
13763,TARA_SAMEA4397445_METAG_PJJJIEEK,0,0,0,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.25,0,0,0.5,98.42,incomplete,Alpha-Rhodobacter
13764,TARA_SAMEA4397472_METAG_AAPDLGBE,1,0,1,1,1,0,0,1,0,0.75,0.5,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,0.75,97.54,incomplete,Gamma-Other
13765,TARA_SAMEA4397472_METAG_AMLOAKEN,1,0,1,1,1,0,0,1,0,0.75,0.5,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,0.75,89.42,incomplete,Gamma-Other
13766,TARA_SAMEA4397472_METAG_BEMLHOEH,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,91.94,incomplete,Bacteroidota
13767,TARA_SAMEA4397472_METAG_BFDDCLFA,0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,87.72,incomplete,Actinobacteriota
13768,TARA_SAMEA4397472_METAG_BNFFHMGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.99,auxotroph,Bacteroidota
13769,TARA_SAMEA4397472_METAG_BNLFDNKL,0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,88.52,incomplete,Gamma-Other
13770,TARA_SAMEA4397472_METAG_BOAEAJCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.76,auxotroph,Bacteroidota
13771,TARA_SAMEA4397472_METAG_CDHDNHMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1,auxotroph,Bacteroidota
13772,TARA_SAMEA4397472_METAG_CFGONHJG,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,96.63,incomplete,Bacteroidota
13773,TARA_SAMEA4397472_METAG_CJAPHDKC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.04,auxotroph,Gamma-Other
13774,TARA_SAMEA4397472_METAG_CJMGHPKL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.05,auxotroph,Bacteroidota
13775,TARA_SAMEA4397472_METAG_CPDPGPAH,0,0,0,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.25,0,0,0.5,80.54,incomplete,Gamma-Other
13776,TARA_SAMEA4397472_METAG_DGPNOOGK,1,0,1,1,1,1,0,1,0,1,0.75,0.75,1,0.5,0.75,0.333333333333333,0.333333333333333,1,95.02,assimilator,Gamma-SAR92
13777,TARA_SAMEA4397472_METAG_DICMEHDC,0,1,0,0,0,0,0,1,0,0.25,0,0.5,0.25,0.25,0,0,0,0.5,96.2,incomplete,Gamma-Other
13778,TARA_SAMEA4397472_METAG_EEFNKHIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.2,auxotroph,Alpha-Other
13779,TARA_SAMEA4397472_METAG_EOAOJNBC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.12,auxotroph,Bacteroidota
13780,TARA_SAMEA4397472_METAG_FANKLAJP,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,96.81,incomplete,Gamma-Other
13781,TARA_SAMEA4397472_METAG_FEDHKCBL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.37,auxotroph,Gamma-SAR86
13782,TARA_SAMEA4397472_METAG_GDHFHFMM,0,1,0,0,0,0,0,1,0,0.25,0,0.5,0.25,0.25,0,0,0,0.5,75.03,incomplete,Gamma-Other
13783,TARA_SAMEA4397472_METAG_GOOKOOMA,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,95.1,incomplete,Bacteroidota
13784,TARA_SAMEA4397472_METAG_IDHEKGGM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.7,auxotroph,Alpha-Other
13785,TARA_SAMEA4397472_METAG_IICFNMDO,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,83,incomplete,Bacteroidota
13786,TARA_SAMEA4397472_METAG_ILHGGPNA,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,78.09,incomplete,Bacteroidota
13787,TARA_SAMEA4397472_METAG_INNDJFNJ,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,93.1,incomplete,Bacteroidota
13788,TARA_SAMEA4397472_METAG_JHDJPHEC,0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,91.81,incomplete,Actinobacteriota
13789,TARA_SAMEA4397472_METAG_JMMLDJOC,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.25,0,0,0.75,98.32,incomplete,Gamma-Other
13790,TARA_SAMEA4397472_METAG_KDCDGNFF,1,0,1,1,1,1,0,1,0,1,0.75,0.75,1,0.5,0.75,0.333333333333333,0.333333333333333,1,81.94,assimilator,Gamma-SAR92
13791,TARA_SAMEA4397472_METAG_KKGOKJIE,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.25,0,0,0.75,94.8,incomplete,Gamma-Other
13792,TARA_SAMEA4397472_METAG_KPDDLJNG,1,0,1,1,0,1,0,1,0,1,0.75,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,1,83.65,assimilator,Alpha-Rhodobacter
13793,TARA_SAMEA4397472_METAG_LCIHDHDK,0,0,1,0,0,0,0,1,0,0.25,0,0.25,0.5,0,0.25,0,0.333333333333333,0.5,76.08,incomplete,Gamma-Other
13794,TARA_SAMEA4397472_METAG_LCKKDFDK,1,0,1,1,0,1,0,1,0,1,0.75,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,1,90.99,assimilator,Alpha-Rhodobacter
13795,TARA_SAMEA4397472_METAG_LCMGNMHK,0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,95.82,incomplete,Bacteroidota
13796,TARA_SAMEA4397472_METAG_LDLBIIMM,0,0,0,0,0,1,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,89.59,incomplete,Gamma-SAR92
13797,TARA_SAMEA4397472_METAG_LHPFMPKO,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,99.28,incomplete,Bacteroidota
13798,TARA_SAMEA4397472_METAG_LMGDGBPA,1,0,1,1,0,1,0,1,0,1,0.75,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,1,79.29,assimilator,Alpha-Rhodobacter
13799,TARA_SAMEA4397472_METAG_MCAPMOLD,0,0,1,0,0,0,0,1,0,0.25,0,0.25,0.5,0,0.25,0,0.333333333333333,0.5,78.87,incomplete,Gamma-Other
13800,TARA_SAMEA4397472_METAG_MIOPGKDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.62,auxotroph,Actinobacteriota
13801,TARA_SAMEA4397472_METAG_MMINHPNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.46,auxotroph,Alpha-Pelagibacter
13802,TARA_SAMEA4397472_METAG_NBBGKMJH,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,97.51,assimilator,Gamma-SAR92
13803,TARA_SAMEA4397472_METAG_NDDKPJGF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.67,auxotroph,Actinobacteriota
13804,TARA_SAMEA4397472_METAG_ODCNGKGH,1,1,0,1,1,0,0,0,0,0.5,0.5,0.5,0.25,0.5,0.25,0.333333333333333,0,0.5,91.26,incomplete,Alpha-Other
13805,TARA_SAMEA4397472_METAG_OKEGKAFL,1,0,1,1,1,1,0,1,0,1,0.75,0.75,1,0.5,0.75,0.333333333333333,0.333333333333333,1,98.98,assimilator,Gamma-SAR92
13806,TARA_SAMEA4397472_METAG_PEDCECLL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,auxotroph,Bacteroidota
13807,TARA_SAMEA4397472_METAG_PLMEHPPN,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,96.63,assimilator,Alpha-Rhodobacter
13808,TARA_SAMEA4397472_METAG_PPIMOOLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.4,auxotroph,Bacteroidota
13809,TARA_SAMEA4397489_METAG_AALFFFFH,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0,0.5,0.25,0.333333333333333,0.333333333333333,0.5,90.8,incomplete,Bacteroidota
13810,TARA_SAMEA4397489_METAG_AEMPAEIM,0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,92.84,incomplete,Alpha-Other
13811,TARA_SAMEA4397489_METAG_AIEAMKND,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,92.74,incomplete,Gamma-Other
13812,TARA_SAMEA4397489_METAG_AJOONDAH,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,99.68,assimilator,Alpha-Other
13813,TARA_SAMEA4397489_METAG_ALKPDBJK,1,0,1,1,1,0,0,1,0,0.75,0.5,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,0.75,85.26,incomplete,Gamma-Other
13814,TARA_SAMEA4397489_METAG_BHAGCOIA,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,99.44,assimilator,Alpha-Other
13815,TARA_SAMEA4397489_METAG_BHNLHHCG,0,1,0,0,1,0,0,1,1,0.25,0.25,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,91.81,incomplete,Alpha-Other
13816,TARA_SAMEA4397489_METAG_BJGODENB,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,77.98,incomplete,Bacteroidota
13817,TARA_SAMEA4397489_METAG_CBGLOBGP,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,90.98,incomplete,Bacteria-Other
13818,TARA_SAMEA4397489_METAG_CDPIIOII,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,81.51,assimilator,Alpha-Other
13819,TARA_SAMEA4397489_METAG_CGBPAIPC,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,93.9,incomplete,Bacteroidota
13820,TARA_SAMEA4397489_METAG_CHBCCPEF,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,75.44,incomplete,Alpha-Other
13821,TARA_SAMEA4397489_METAG_CLOJPAOO,1,1,0,1,1,1,0,1,0,1,0.75,1,0.75,0.75,0.5,0.333333333333333,0,1,93.5,assimilator,Gamma-Other
13822,TARA_SAMEA4397489_METAG_CNDAACNP,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,95.26,incomplete,Bacteroidota
13823,TARA_SAMEA4397489_METAG_DDCHKMAM,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,98.47,assimilator,Alpha-Other
13824,TARA_SAMEA4397489_METAG_DDNNPMEM,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,81.1,assimilator,Gamma-Other
13825,TARA_SAMEA4397489_METAG_DKFNMDDD,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,78.97,incomplete,Gamma-Alteromonadaceae
13826,TARA_SAMEA4397489_METAG_EFBOLIKB,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.666666666666667,0.666666666666667,1,100,assimilator,Gamma-Other
13827,TARA_SAMEA4397489_METAG_EFNJEAPH,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,82.48,assimilator,Gamma-Other
13828,TARA_SAMEA4397489_METAG_EMMCHIIM,1,0,1,1,0,1,0,1,1,1,1,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,1,99.34,assimilator,Alpha-Rhodobacter
13829,TARA_SAMEA4397489_METAG_ENKMAING,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0,0.5,0.25,0.333333333333333,0.333333333333333,0.5,86.11,incomplete,Bacteroidota
13830,TARA_SAMEA4397489_METAG_EOIDKPKM,1,1,0,1,1,1,0,1,0,1,0.75,1,0.75,0.75,0.5,0.333333333333333,0,1,82.28,assimilator,Alpha-Other
13831,TARA_SAMEA4397489_METAG_FLBNDNPC,0,1,0,0,0,0,0,1,1,0.25,0.25,0.5,0.25,0.5,0.25,0.333333333333333,0.333333333333333,0.5,89.78,incomplete,Bacteroidota
13832,TARA_SAMEA4397489_METAG_FNDMBMHG,0,1,0,0,0,0,0,1,1,0.25,0.25,0.5,0.25,0.5,0.25,0.333333333333333,0.333333333333333,0.5,92.52,incomplete,Bacteroidota
13833,TARA_SAMEA4397489_METAG_FPHGBFEN,1,1,0,1,1,1,0,1,1,1,1,1,0.75,1,0.75,0.666666666666667,0.333333333333333,1,76.15,assimilator,Gamma-Other
13834,TARA_SAMEA4397489_METAG_GPBOHONC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.86,auxotroph,Gamma-Other
13835,TARA_SAMEA4397489_METAG_GPDPBDAM,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,82.88,incomplete,Bacteroidota
13836,TARA_SAMEA4397489_METAG_HBMDAJAD,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,96.14,incomplete,Bacteroidota
13837,TARA_SAMEA4397489_METAG_HFBDHIIA,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,97.65,assimilator,Planctomycetota
13838,TARA_SAMEA4397489_METAG_HJKOMDFN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.56,auxotroph,Gamma-Other
13839,TARA_SAMEA4397489_METAG_HPKDIOHE,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,87.15,assimilator,Alpha-Other
13840,TARA_SAMEA4397489_METAG_JCLJMEBD,0,1,1,0,1,1,0,1,1,0.5,0.5,1,1,1,1,0.333333333333333,0.666666666666667,1,87.06,assimilator,Alpha-Other
13841,TARA_SAMEA4397489_METAG_JEDFMEIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.76,auxotroph,Bacteria-Other
13842,TARA_SAMEA4397489_METAG_KBFAAALH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.21,auxotroph,Bacteroidota
13843,TARA_SAMEA4397489_METAG_KFLMDJEI,0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,98.64,incomplete,Alpha-Other
13844,TARA_SAMEA4397489_METAG_KHFCPKOF,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,89.3,incomplete,Gamma-Other
13845,TARA_SAMEA4397489_METAG_KHOINBBL,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,93.43,incomplete,Bacteroidota
13846,TARA_SAMEA4397489_METAG_KPNFHDEG,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,96.06,incomplete,Bacteroidota
13847,TARA_SAMEA4397489_METAG_LIGLIBEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.22,auxotroph,Actinobacteriota
13848,TARA_SAMEA4397489_METAG_LJGOPMMD,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,98.78,assimilator,Alpha-Other
13849,TARA_SAMEA4397489_METAG_LLMKMODP,0,1,0,0,1,1,0,0,0,0.25,0.25,0.75,0.5,0.75,0.5,0,0,0.75,78.82,incomplete,Alpha-Other
13850,TARA_SAMEA4397489_METAG_LNCOJKKK,0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,99.59,incomplete,Alpha-Other
13851,TARA_SAMEA4397489_METAG_LPELOJFC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.1,auxotroph,Actinobacteriota
13852,TARA_SAMEA4397489_METAG_MAHLAONA,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0,0.5,0.25,0.333333333333333,0.333333333333333,0.5,88.38,incomplete,Bacteroidota
13853,TARA_SAMEA4397489_METAG_MDCPFLFP,0,0,0,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.25,0,0,0.5,86.48,incomplete,Alpha-Rhodobacter
13854,TARA_SAMEA4397489_METAG_MHCEHENM,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0,0.5,0.25,0.333333333333333,0.333333333333333,0.5,97.74,incomplete,Bacteroidota
13855,TARA_SAMEA4397489_METAG_MIEMHBCL,0,1,1,0,1,1,0,1,0,0.5,0.25,1,1,0.75,0.75,0,0.333333333333333,1,92.08,assimilator,Alpha-Other
13856,TARA_SAMEA4397489_METAG_NCPEBONE,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,81.26,assimilator,Alpha-Other
13857,TARA_SAMEA4397489_METAG_NELFBNMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4,auxotroph,Alpha-Other
13858,TARA_SAMEA4397489_METAG_NIECAJNJ,1,0,1,1,1,0,0,1,0,0.75,0.5,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,0.75,82.32,incomplete,Gamma-Other
13859,TARA_SAMEA4397489_METAG_NIGNMMPI,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,95.08,assimilator,Gamma-Other
13860,TARA_SAMEA4397489_METAG_NNDDOPIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.65,auxotroph,Bacteroidota
13861,TARA_SAMEA4397489_METAG_NNOLCNPJ,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,96.18,incomplete,Bacteroidota
