"","Genome","Step1","Step2","Step3","Step4","Step5","Step6","Step7","Step8","Step9","Subpathway1","Subpathway2","Subpathway3","Subpathway4","Subpathway5","Subpathway6","Subpathway7","Subpathway8","MaxCompletion","taxa_elm","Mean Completeness","Lifestyle"
"13934","TARA_SAMEA4397489_METAG_NIGNMMPI",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Gamma-Other",95.08,"assimilator"
"13935","TARA_SAMEA4397489_METAG_NNDDOPIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",88.65,"auxotroph"
"13936","TARA_SAMEA4397489_METAG_NNOLCNPJ",0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Bacteroidota",96.18,"incomplete"
"13937","TARA_SAMEA4397489_METAG_OBKGIEFA",0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,"Alpha-Other",86.49,"incomplete"
"13938","TARA_SAMEA4397489_METAG_OCAAFCPP",0,1,0,0,0,0,0,0,1,0,0.25,0.25,0,0.5,0.25,0.333333333333333,0.333333333333333,0.5,"Bacteroidota",76.39,"incomplete"
"13939","TARA_SAMEA4397489_METAG_OCMAOAHK",0,0,0,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.25,0,0,0.5,"Gamma-Other",94.35,"incomplete"
"13940","TARA_SAMEA4397489_METAG_OFCPCJGL",0,1,0,0,0,0,0,1,1,0.25,0.25,0.5,0.25,0.5,0.25,0.333333333333333,0.333333333333333,0.5,"Gamma-Other",79.34,"incomplete"
"13941","TARA_SAMEA4397489_METAG_OJJKGFOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",97.96,"auxotroph"
"13942","TARA_SAMEA4397489_METAG_PCMCDNHN",0,1,0,0,0,0,0,0,1,0,0.25,0.25,0,0.5,0.25,0.333333333333333,0.333333333333333,0.5,"Bacteroidota",84.02,"incomplete"
"13943","TARA_SAMEA4397489_METAG_PFMAJPML",0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Bacteroidota",95.33,"incomplete"
"13944","TARA_SAMEA4397489_METAG_PJKGBEKD",0,1,0,0,0,0,0,0,1,0,0.25,0.25,0,0.5,0.25,0.333333333333333,0.333333333333333,0.5,"Bacteroidota",92.84,"incomplete"
"13945","TARA_SAMEA4397489_METAG_PJPKEKDA",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Alpha-Rhodobacter",89.32,"incomplete"
"13946","TARA_SAMEA4397489_METAG_PKJFCHJO",1,1,0,1,1,1,0,1,0,1,0.75,1,0.75,0.75,0.5,0.333333333333333,0,1,"Alpha-Other",99.28,"assimilator"
"13947","TARA_SAMEA4397489_METAG_PMFBIFBE",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Alpha-Other",99.22,"assimilator"
"13948","TARA_SAMEA4397516_METAG_AALEPAOP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",89.57,"auxotroph"
"13949","TARA_SAMEA4397516_METAG_AKNNEAFL",0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,"Archaea-Nitrosopumilaceae",77.04,"incomplete"
"13950","TARA_SAMEA4397516_METAG_APKDJONF",0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.25,0,0,0.75,"Gamma-Other",95.39,"incomplete"
"13951","TARA_SAMEA4397516_METAG_BBMGPPDB",0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,"Gamma-Other",78.41,"assimilator"
"13952","TARA_SAMEA4397516_METAG_BGFIPJEF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",83.35,"auxotroph"
"13953","TARA_SAMEA4397516_METAG_BINMNKIB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",80.53,"auxotroph"
"13954","TARA_SAMEA4397516_METAG_CJNFLEHD",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Alpha-Rhodobacter-LowGC",90.22,"incomplete"
"13955","TARA_SAMEA4397516_METAG_COCNPILF",0,0,0,0,0,1,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,"Gamma-SAR92",90.3,"incomplete"
"13956","TARA_SAMEA4397516_METAG_DCDOIPBN",1,1,0,1,1,1,0,1,0,1,0.75,1,0.75,0.75,0.5,0.333333333333333,0,1,"Gamma-Other",97.22,"assimilator"
"13957","TARA_SAMEA4397516_METAG_DNIDNLGG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",90.2,"auxotroph"
"13958","TARA_SAMEA4397516_METAG_EBBGLPFF",1,1,0,1,1,1,0,1,0,1,0.75,1,0.75,0.75,0.5,0.333333333333333,0,1,"Gamma-Other",86.2,"assimilator"
"13959","TARA_SAMEA4397516_METAG_EDFOGEAE",0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Bacteroidota",96.01,"incomplete"
"13960","TARA_SAMEA4397516_METAG_EMKDJPMG",0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,"Gamma-Other",94.04,"assimilator"
"13961","TARA_SAMEA4397516_METAG_EOPDNKOK",0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,"Archaea-Poseidoniia MGIIb",84.53,"incomplete"
"13962","TARA_SAMEA4397516_METAG_FGBONFPL",1,0,1,1,0,1,0,1,0,1,0.75,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,1,"Alpha-Rhodobacter",88.9,"assimilator"
"13963","TARA_SAMEA4397516_METAG_FKGBAKDC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",85.98,"auxotroph"
"13964","TARA_SAMEA4397516_METAG_FLFMOOJJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",95.71,"auxotroph"
"13965","TARA_SAMEA4397516_METAG_FMMDGJLF",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Alpha-Rhodobacter",90.08,"incomplete"
"13966","TARA_SAMEA4397516_METAG_FPEECNPB",0,1,0,0,1,1,0,0,0,0.25,0.25,0.75,0.5,0.75,0.5,0,0,0.75,"Bacteroidota",95.92,"incomplete"
"13967","TARA_SAMEA4397516_METAG_GEGGKGPC",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Gamma-Other",78.42,"assimilator"
"13968","TARA_SAMEA4397516_METAG_GGJKOJOC",0,1,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0.333333333333333,0.333333333333333,"Gamma-Other",85.64,"incomplete"
"13969","TARA_SAMEA4397516_METAG_GNHIGIFJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",85.71,"auxotroph"
"13970","TARA_SAMEA4397516_METAG_GOKBCAFM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",92.46,"auxotroph"
"13971","TARA_SAMEA4397516_METAG_HGGIMKLB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",97.21,"auxotroph"
"13972","TARA_SAMEA4397516_METAG_HGNBAOFA",0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,"Bacteroidota",96.14,"incomplete"
"13973","TARA_SAMEA4397516_METAG_IHKMLABH",0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Bacteroidota",96.94,"incomplete"
"13974","TARA_SAMEA4397516_METAG_IPKOIBKJ",0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Gamma-Other",79.16,"incomplete"
"13975","TARA_SAMEA4397516_METAG_JDNABDEL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",75.28,"auxotroph"
"13976","TARA_SAMEA4397516_METAG_JOOBJBNH",0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,"Bacteroidota",89.9,"incomplete"
"13977","TARA_SAMEA4397516_METAG_KIEAOOHG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",84.72,"auxotroph"
"13978","TARA_SAMEA4397516_METAG_LNDPMEGG",1,0,1,1,0,0,0,1,0,0.75,0.5,0.25,0.5,0,0.25,0.333333333333333,0.333333333333333,0.75,"Alpha-Rhodobacter-LowGC",96.9,"incomplete"
"13979","TARA_SAMEA4397516_METAG_MAMMIHFL",0,1,0,0,0,0,0,1,0,0.25,0,0.5,0.25,0.25,0,0,0,0.5,"Gamma-Other",94.27,"incomplete"
"13980","TARA_SAMEA4397516_METAG_MBKOPILO",0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,"Bacteroidota",82.65,"incomplete"
"13981","TARA_SAMEA4397516_METAG_MGMAALPC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",89.82,"auxotroph"
"13982","TARA_SAMEA4397516_METAG_NBMHCLPA",1,0,1,1,0,0,0,1,0,0.75,0.5,0.25,0.5,0,0.25,0.333333333333333,0.333333333333333,0.75,"Alpha-Rhodobacter-LowGC",97.35,"incomplete"
"13983","TARA_SAMEA4397516_METAG_NDKGCCDJ",1,0,1,1,0,1,0,1,0,1,0.75,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,1,"Alpha-Rhodobacter",91.12,"assimilator"
"13984","TARA_SAMEA4397516_METAG_NFMDBACF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",89.26,"auxotroph"
"13985","TARA_SAMEA4397516_METAG_NKGFDDAA",1,0,1,1,1,0,0,1,0,0.75,0.5,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,0.75,"Gamma-SAR92",85.57,"incomplete"
"13986","TARA_SAMEA4397516_METAG_NMEMKMMF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",97.04,"auxotroph"
"13987","TARA_SAMEA4397516_METAG_ODHMDPHJ",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Gamma-Alteromonas",82.32,"assimilator"
"13988","TARA_SAMEA4397516_METAG_OFLOKOLE",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Alpha-Rhodobacter-LowGC",88.88,"incomplete"
"13989","TARA_SAMEA4397516_METAG_OPNJJJGI",0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,"Bacteroidota",77.61,"incomplete"
"13990","TARA_SAMEA4397516_METAG_PCHKCDEM",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIa",79.68,"incomplete"
"13991","TARA_SAMEA4397516_METAG_PGHBECEM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",82,"auxotroph"
"13992","TARA_SAMEA4397536_METAG_AFNFDPOF",0,1,0,0,0,0,0,0,1,0,0.25,0.25,0,0.5,0.25,0.333333333333333,0.333333333333333,0.5,"Bacteroidota",79.02,"incomplete"
"13993","TARA_SAMEA4397536_METAG_DGKMOIKD",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Alpha-Other",92.6,"assimilator"
"13994","TARA_SAMEA4397536_METAG_DNIJMCBI",1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,"Planctomycetota",98.2,"assimilator"
"13995","TARA_SAMEA4397536_METAG_EOIKDEPL",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Gamma-Other",96.81,"incomplete"
"13996","TARA_SAMEA4397536_METAG_FFADGMEJ",0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Alpha-Other",99.8,"incomplete"
"13997","TARA_SAMEA4397536_METAG_FFIOPBEG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",86.9,"auxotroph"
"13998","TARA_SAMEA4397536_METAG_GGPDDDEL",0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Bacteroidota",98.74,"incomplete"
"13999","TARA_SAMEA4397536_METAG_GKHJOLJD",0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,"Alpha-Other",97.58,"assimilator"
"14000","TARA_SAMEA4397536_METAG_HCCKAIAO",0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Gamma-Other",80.24,"incomplete"
"14001","TARA_SAMEA4397536_METAG_HCFPJKEN",0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Alpha-Rhodobacter",95.48,"incomplete"
"14002","TARA_SAMEA4397536_METAG_HJPOMIPE",0,1,0,0,1,1,0,0,0,0.25,0.25,0.75,0.5,0.75,0.5,0,0,0.75,"Alpha-Other",78.08,"incomplete"
"14003","TARA_SAMEA4397536_METAG_HNEHFNIH",0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,"Gamma-Other",94.76,"assimilator"
"14004","TARA_SAMEA4397536_METAG_HNHPOKJG",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Gamma-Other",81.34,"assimilator"
"14005","TARA_SAMEA4397536_METAG_IAMHIKJE",0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,"Bacteroidota",98.72,"incomplete"
"14006","TARA_SAMEA4397536_METAG_IBGBAAJA",1,0,1,1,0,1,0,1,1,1,1,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,1,"Alpha-Rhodobacter",92,"assimilator"
"14007","TARA_SAMEA4397536_METAG_IJGEPACM",1,1,0,1,1,1,0,1,1,1,1,1,0.75,1,0.75,0.666666666666667,0.333333333333333,1,"Alpha-Other",99.53,"assimilator"
"14008","TARA_SAMEA4397536_METAG_JCEINODL",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Gamma-Other",96.78,"assimilator"
"14009","TARA_SAMEA4397536_METAG_JFHDFBDA",0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,"Alpha-Other",77.53,"incomplete"
"14010","TARA_SAMEA4397536_METAG_JKADAANA",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Alpha-Other",98.54,"assimilator"
"14011","TARA_SAMEA4397536_METAG_JOOLCOKF",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Gamma-Alteromonas",94.46,"assimilator"
"14012","TARA_SAMEA4397536_METAG_KJFAHLCD",1,0,1,1,0,1,0,1,1,1,1,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,1,"Alpha-Rhodobacter",79.76,"assimilator"
"14013","TARA_SAMEA4397536_METAG_KKDMKAOB",0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Bacteroidota",98.92,"incomplete"
"14014","TARA_SAMEA4397536_METAG_LCONMONN",0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,"Bacteroidota",77.78,"incomplete"
"14015","TARA_SAMEA4397536_METAG_MBMFBPNN",1,0,1,1,0,1,0,1,0,1,0.75,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,1,"Alpha-Rhodobacter",98.32,"assimilator"
"14016","TARA_SAMEA4397536_METAG_MMAJJEPO",0,1,0,0,1,0,0,1,1,0.25,0.25,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Alpha-Other",91.19,"incomplete"
"14017","TARA_SAMEA4397536_METAG_NGKLCELP",0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Alpha-Other",98.57,"incomplete"
"14018","TARA_SAMEA4397536_METAG_NIDGFOMJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-Other",95.74,"auxotroph"
"14019","TARA_SAMEA4397536_METAG_NKBAHGKM",0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,"Planctomycetota",98.2,"incomplete"
"14020","TARA_SAMEA4397536_METAG_OBACDIFJ",0,0,0,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.25,0,0,0.5,"Alpha-Rhodobacter",91.58,"incomplete"
"14021","TARA_SAMEA4397536_METAG_OBKDKGJD",1,1,0,1,1,1,0,1,0,1,0.75,1,0.75,0.75,0.5,0.333333333333333,0,1,"Gamma-Other",93.46,"assimilator"
"14022","TARA_SAMEA4397536_METAG_OJFGJHGG",0,0,0,0,0,1,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,"Gamma-Other",77.86,"incomplete"
"14023","TARA_SAMEA4397536_METAG_OKGHMGAD",0,1,0,0,0,0,0,0,1,0,0.25,0.25,0,0.5,0.25,0.333333333333333,0.333333333333333,0.5,"Bacteroidota",96.14,"incomplete"
"14024","TARA_SAMEA4397536_METAG_PCCNEDNO",0,1,0,0,0,0,0,0,1,0,0.25,0.25,0,0.5,0.25,0.333333333333333,0.333333333333333,0.5,"Bacteroidota",86.98,"incomplete"
"14025","TARA_SAMEA4397536_METAG_PDNELIEM",0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,"Alpha-Other",91.6,"assimilator"
"14026","TARA_SAMEA4397536_METAG_PPMBDFND",0,1,1,0,1,1,0,1,0,0.5,0.25,1,1,0.75,0.75,0,0.333333333333333,1,"Alpha-Other",97.08,"assimilator"
"14027","TARA_SAMEA4397569_METAG_ABPDIGHM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",76.6,"auxotroph"
"14028","TARA_SAMEA4397569_METAG_AFCILABG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",78.84,"auxotroph"
"14029","TARA_SAMEA4397569_METAG_ALILFCPM",0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,"Gamma-Other",88.62,"incomplete"
"14030","TARA_SAMEA4397569_METAG_BHFKLDDG",1,0,1,1,0,0,0,1,0,0.75,0.5,0.25,0.5,0,0.25,0.333333333333333,0.333333333333333,0.75,"Alpha-Rhodobacter-LowGC",96.42,"incomplete"
"14031","TARA_SAMEA4397569_METAG_DJNJDGHF",1,0,1,1,0,0,0,1,0,0.75,0.5,0.25,0.5,0,0.25,0.333333333333333,0.333333333333333,0.75,"Alpha-Rhodobacter",79.32,"incomplete"
"14032","TARA_SAMEA4397569_METAG_DKAFNMNH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",82.56,"auxotroph"
"14033","TARA_SAMEA4397569_METAG_FDONCBOI",0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Bacteroidota",77.54,"incomplete"
"14034","TARA_SAMEA4397569_METAG_FLCEJGBL",1,0,1,1,0,0,0,1,0,0.75,0.5,0.25,0.5,0,0.25,0.333333333333333,0.333333333333333,0.75,"Alpha-Rhodobacter-LowGC",97.18,"incomplete"
"14035","TARA_SAMEA4397569_METAG_FMCKHJDK",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Bacteroidota",87.69,"incomplete"
"14036","TARA_SAMEA4397569_METAG_FONAPJMG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",85.42,"auxotroph"
"14037","TARA_SAMEA4397569_METAG_GHMOJEEC",0,1,0,0,1,1,0,0,1,0.25,0.5,0.75,0.5,1,0.75,0.333333333333333,0.333333333333333,1,"Actinobacteriota",94.27,"assimilator"
"14038","TARA_SAMEA4397569_METAG_GLIHKDIA",0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,"Alpha-Other",89.78,"incomplete"
"14039","TARA_SAMEA4397569_METAG_GNPBFPKL",1,0,1,1,0,1,0,1,1,1,1,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,1,"Alpha-Rhodobacter",91.06,"assimilator"
"14040","TARA_SAMEA4397569_METAG_HBPAKHIL",0,0,0,0,0,1,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,"Gamma-SAR92",76.33,"incomplete"
"14041","TARA_SAMEA4397569_METAG_ICDDGKPI",1,0,1,1,1,1,0,1,0,1,0.75,0.75,1,0.5,0.75,0.333333333333333,0.333333333333333,1,"Gamma-SAR92",95.5,"assimilator"
"14042","TARA_SAMEA4397569_METAG_IJKPAJII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",95.92,"auxotroph"
"14043","TARA_SAMEA4397569_METAG_JPIKAHAA",0,1,1,0,1,0,0,1,0,0.25,0,0.75,0.75,0.5,0.5,0,0.333333333333333,0.75,"Gamma-Other",94.39,"incomplete"
"14044","TARA_SAMEA4397569_METAG_KIKNJMDN",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Alpha-Rhodobacter",94.24,"incomplete"
"14045","TARA_SAMEA4397569_METAG_KOBFDGJC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",89.18,"auxotroph"
"14046","TARA_SAMEA4397569_METAG_LGMMKPIF",0,1,0,0,0,0,0,1,0,0.25,0,0.5,0.25,0.25,0,0,0,0.5,"Gamma-Other",92.68,"incomplete"
"14047","TARA_SAMEA4397569_METAG_LKLFKJIK",1,0,1,1,1,0,0,1,0,0.75,0.5,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,0.75,"Gamma-SAR92",81.78,"incomplete"
"14048","TARA_SAMEA4397569_METAG_LLNGGIOL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",96.05,"auxotroph"
"14049","TARA_SAMEA4397569_METAG_LNFCCIHB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",80.82,"auxotroph"
"14050","TARA_SAMEA4397569_METAG_MBIHDIFA",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Alpha-Rhodobacter-LowGC",89.89,"incomplete"
"14051","TARA_SAMEA4397569_METAG_MIEPHKML",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other",83.62,"auxotroph"
"14052","TARA_SAMEA4397569_METAG_MMEJPIFD",0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,"Bacteroidota",96.77,"incomplete"
"14053","TARA_SAMEA4397569_METAG_MPAIHAHE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",89.68,"auxotroph"
"14054","TARA_SAMEA4397569_METAG_NAPDNECM",0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.25,0,0,0.75,"Gamma-Other",96.36,"incomplete"
"14055","TARA_SAMEA4397569_METAG_NLJPGMCP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",91.91,"auxotroph"
"14056","TARA_SAMEA4397569_METAG_NNBGEEKC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",92.22,"auxotroph"
"14057","TARA_SAMEA4397569_METAG_OEMKCAEG",1,1,0,1,1,1,0,1,0,1,0.75,1,0.75,0.75,0.5,0.333333333333333,0,1,"Gamma-Other",89.69,"assimilator"
"14058","TARA_SAMEA4397569_METAG_OGAHOONA",0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.75,0.25,0.5,0,0.333333333333333,0.75,"Gamma-Other",96.68,"incomplete"
"14059","TARA_SAMEA4397569_METAG_ONDIMIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",86,"auxotroph"
"14060","TARA_SAMEA4397569_METAG_PALKDPFL",0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,"Bacteroidota",91.82,"incomplete"
"14061","TARA_SAMEA4397569_METAG_PAMBBBNF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",88.1,"auxotroph"
"14062","TARA_SAMEA4397569_METAG_PMDAMDDD",1,0,1,1,1,0,0,1,0,0.75,0.5,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,0.75,"Gamma-SAR92",76.8,"incomplete"
"14063","TARA_SAMEA4397569_METAG_POJPAIPO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",76.32,"auxotroph"
"14064","TARA_SAMEA4397586_METAG_AALDNBDA",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Gamma-Other",99.64,"assimilator"
"14065","TARA_SAMEA4397586_METAG_ADKHDKBK",0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.25,0,0,0.75,"Gamma-Other",91.94,"incomplete"
"14066","TARA_SAMEA4397586_METAG_AKNHPNND",1,0,1,1,1,0,0,0,0,0.5,0.5,0.25,0.5,0.25,0.5,0.333333333333333,0.333333333333333,0.5,"Gamma-Other",94.58,"incomplete"
"14067","TARA_SAMEA4397586_METAG_BHHPEABG",1,0,1,1,0,1,0,1,0,1,0.75,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,1,"Alpha-Rhodobacter",89.74,"assimilator"
"14068","TARA_SAMEA4397586_METAG_CMLKACDB",1,1,0,1,1,0,0,0,0,0.5,0.5,0.5,0.25,0.5,0.25,0.333333333333333,0,0.5,"Bacteroidota",91.36,"incomplete"
"14069","TARA_SAMEA4397586_METAG_CNDBJFNO",0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,"Alpha-Other",80.66,"assimilator"
"14070","TARA_SAMEA4397586_METAG_DHBKNKAI",0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,"Gamma-Other",85.55,"assimilator"
