"","Step1:rlp1_align","Step1:K25035","Step2:cupin_align","Step3:met17_align"
"BGEO_SAMN07136833_METAG_OAPFOLEM",0,0,0,1
"BGEO_SAMN07136833_METAG_PPHMBPLL",0,0,0,1
"GORG_SAMEA6067870_SAGS_AH287M04",0,0,0,1
"GORG_SAMEA6068457_SAGS_AH326E06",0,0,0,1
"BGEO_SAMN07136641_METAG_FEBMLKIO",0,0,1,1
"GORG_SAMEA6068493_SAGS_AH326G02",0,0,0,1
"BGEO_SAMN07136641_METAG_PDMBJCFD",0,0,0,1
"BGEO_SAMN07136641_METAG_KPBJBKMN",0,0,0,1
"BGEO_SAMN07136641_METAG_EHPJBOOJ",0,0,0,0
"BGEO_SAMN07136809_METAG_HPLJPOOI",0,0,0,1
"BGEO_SAMN07136809_METAG_FEKLGAIB",0,0,1,1
"BGEO_SAMN07136809_METAG_JKLPBLHP",0,0,0,1
"BGEO_SAMN07136809_METAG_CAKLAGKF",0,0,0,1
"BGEO_SAMN07136809_METAG_ACCDPOFD",0,0,0,0
"BGEO_SAMN07136809_METAG_FJCJFEAA",0,0,0,0
"BGEO_SAMN07136809_METAG_GKMGLJCE",0,0,0,1
"BGEO_SAMN07136809_METAG_NJEBIKGN",0,0,0,1
"BGEO_SAMN07136809_METAG_AODDCABD",0,0,0,1
"GORG_SAMEA6079724_SAGS_AG426O15",0,0,0,1
"GORG_SAMEA6068837_SAGS_AG365O07",0,0,0,1
"HOTS_SAMN07137021_METAG_GGJMLIIL",0,0,1,0
"HOTS_SAMN07137021_METAG_AAAIAIBG",0,0,1,1
"HOTS_SAMN07137021_METAG_JOEOKMPB",0,0,0,1
"HOTS_SAMN07137021_METAG_KHJLOGGM",0,0,0,0
"HOTS_SAMN07137021_METAG_APCKGGPJ",0,0,1,1
"HOTS_SAMN07137021_METAG_CKMCAAAE",0,0,0,1
"HOTS_SAMN07137021_METAG_DIEHHCAC",0,0,0,1
"GORG_SAMEA6068848_SAGS_AG365O23",0,0,0,1
"BGEO_SAMN07136618_METAG_LJKPLMGD",0,0,1,1
"BGEO_SAMN07136618_METAG_BFKPKODE",0,0,0,1
"BGEO_SAMN07136701_METAG_GBBHELHB",0,0,0,1
"BGEO_SAMN07136701_METAG_JLEFFOGP",0,0,0,1
"HOTS_SAMN07137038_METAG_KDHJEFCD",0,0,0,1
"HOTS_SAMN07137038_METAG_DPADKBGB",0,0,0,0
"HOTS_SAMN07137038_METAG_OOBPMFED",0,0,0,1
"HOTS_SAMN07137038_METAG_AFDBHHCL",0,0,1,1
"HOTS_SAMN07137038_METAG_ABCHJPHH",0,0,0,0
"HOTS_SAMN07137038_METAG_EMLFIABC",0,0,0,1
"BGEO_SAMN07136959_METAG_ABOHCEGG",0,0,0,1
"BGEO_SAMN07136959_METAG_IHMPHHMA",0,0,0,1
"BGEO_SAMN07136959_METAG_NFPMHJHP",0,0,0,1
"BGEO_SAMN07136959_METAG_AFNNLBAE",0,0,0,1
"BGEO_SAMN07136959_METAG_DLLGJDMF",0,0,0,1
"BGEO_SAMN07136959_METAG_AFJIGDGA",0,0,0,1
"BGEO_SAMN07136959_METAG_BALDKNDM",0,0,0,1
"BGEO_SAMN07136959_METAG_BKKAKLGK",0,0,0,1
"BGEO_SAMN07136959_METAG_PFGMBFEE",0,0,0,1
"BGEO_SAMN07136959_METAG_CDBCIMNA",0,0,0,1
"BGEO_SAMN07136959_METAG_BOOLLDFJ",0,0,0,0
"BGEO_SAMN07136959_METAG_FJGBENIB",0,0,0,1
"GORG_SAMEA6076383_SAGS_AG422O02",0,0,0,0
"GORG_SAMEA6076394_SAGS_AG422O22",0,0,0,1
"GORG_SAMEA6075894_SAGS_AG414B18",0,0,0,1
"BATS_SAMN07137099_METAG_FAEABNAM",0,0,1,1
"GORG_SAMEA6076124_SAGS_AG410K20",0,0,0,1
"GORG_SAMEA6076295_SAGS_AG422I18",0,0,0,1
"BATS_SAMN07137099_METAG_JBCAJEAK",0,0,0,1
"BGEO_SAMN07136864_METAG_IKCDPPNF",0,0,0,1
"BGEO_SAMN07136753_METAG_EIICAGLG",0,0,0,1
"BGEO_SAMN07136753_METAG_JHOMLKIB",0,0,0,1
"BGEO_SAMN07136794_METAG_KMAKKCFK",0,0,0,1
"BGEO_SAMN07136794_METAG_MFBAHBAO",0,0,0,1
"BGEO_SAMN07136794_METAG_DFKDGCAH",0,0,0,0
"GORG_SAMEA6079590_SAGS_AG426F02",0,0,0,1
"GORG_SAMEA6079612_SAGS_AG426G14",0,0,0,1
"GORG_SAMEA6078664_SAGS_AG457C15",0,0,0,1
"GORG_SAMEA6076920_SAGS_AG319A08",0,0,0,1
"HOTS_SAMN07137049_METAG_AHONHLOD",0,0,0,1
"GORG_SAMEA6077003_SAGS_AG319E18",0,0,0,1
"GORG_SAMEA6077037_SAGS_AG319G16",0,0,0,0
"HOTS_SAMN07137049_METAG_HNBFMGHP",0,0,0,0
"HOTS_SAMN07137049_METAG_NHGEJHGE",0,0,0,1
"BGEO_SAMN07136761_METAG_FHNEBLAF",0,0,0,1
"BGEO_SAMN07136761_METAG_DEJIHLFE",0,0,0,1
"BGEO_SAMN07136761_METAG_NCAKPINK",0,0,0,0
"BGEO_SAMN07136761_METAG_MABGEIDB",0,0,0,0
"BGEO_SAMN07136761_METAG_GHDGMIDJ",0,0,0,1
"BGEO_SAMN07136761_METAG_POCHEIPM",0,0,0,1
"BGEO_SAMN07136761_METAG_DEIADNOM",0,0,0,1
"BGEO_SAMN07136761_METAG_IDDJDKPF",0,0,0,1
"BGEO_SAMN07136761_METAG_CBOELIHL",0,0,0,1
"BGEO_SAMN07136761_METAG_AMLAAFJO",0,0,0,1
"BGEO_SAMN07136761_METAG_NEPKEADL",0,0,0,0
"BGEO_SAMN07136761_METAG_GIJLDCME",0,0,0,0
"BGEO_SAMN07136761_METAG_LMOFLIBC",0,0,0,0
"BGEO_SAMN07136761_METAG_BJMNKFAI",0,0,0,0
"GORG_SAMEA6077050_SAGS_AG319I07",0,0,0,0
"BGEO_SAMN07136920_METAG_GIEKKFCG",0,0,0,1
"BGEO_SAMN07136920_METAG_FENHMAJJ",0,0,0,1
"GORG_SAMEA6077073_SAGS_AG319J13",0,0,0,1
"BGEO_SAMN07136920_METAG_FHMJCIFA",0,0,0,1
"BGEO_SAMN07136920_METAG_GCOKIIPK",1,0,0,1
"BGEO_SAMN07136920_METAG_LOPNNOMI",0,0,1,1
"GORG_SAMEA6067993_SAGS_AH324E09",0,0,0,1
"BGEO_SAMN07136920_METAG_CFOKEMGF",0,0,0,1
"BGEO_SAMN07136920_METAG_NAPCCCAB",0,0,0,1
"BGEO_SAMN07136920_METAG_DDBOGNGJ",0,0,0,1
"BGEO_SAMN07136920_METAG_CAOLOCJH",0,0,0,1
"BGEO_SAMN07136920_METAG_FOIIAJNI",0,0,0,0
"BGEO_SAMN07136920_METAG_GHODJOBI",0,0,0,0
"GORG_SAMEA6075771_SAGS_AG390L02",0,0,0,1
"GORG_SAMEA6074209_SAGS_AG916J14",0,0,0,0
"BGEO_SAMN07136725_METAG_MAPJOHEF",0,0,0,1
"BGEO_SAMN07136725_METAG_MIGGECGD",0,0,0,1
"GORG_SAMEA6068161_SAGS_AH321B02",0,0,0,1
"BGEO_SAMN07136611_METAG_HIODKHDH",0,0,1,1
"TARA_SAMEA2621221_METAG_GGOGAHHE",0,0,0,1
"BGEO_SAMN07136611_METAG_MFNBDFPP",0,0,1,0
"TARA_SAMEA2622695_METAG_HEFFJNBI",0,0,0,0
"TARA_SAMEA2621003_METAG_CCOLJBMH",0,0,0,1
"TARA_SAMEA2621003_METAG_IKCJFGBH",0,0,0,1
"BGEO_SAMN07136679_METAG_IKEMGPEC",0,0,0,1
"BGEO_SAMN07136679_METAG_GBGKDIIN",0,0,1,1
"BGEO_SAMN07136679_METAG_BDKCIGFI",0,0,0,1
"BGEO_SAMN07136679_METAG_FJEAFBMM",0,0,0,1
"BGEO_SAMN07136679_METAG_BAKFNJCM",0,0,0,1
"BGEO_SAMN07136679_METAG_DOAENELH",0,0,0,0
"BGEO_SAMN07136679_METAG_APLNMKPK",0,0,0,1
"BGEO_SAMN07136679_METAG_FKFKEONO",0,0,0,1
"BGEO_SAMN07136679_METAG_OPHIHKCE",0,0,0,0
"TARA_SAMEA2621003_METAG_KDGEBKGH",0,0,0,1
"BGEO_SAMN07136497_METAG_FLJOOECN",1,0,0,1
"TARA_SAMEA2621003_METAG_DOKLABEL",0,0,0,0
"TARA_SAMEA2622658_METAG_HGKDMPAL",0,0,0,1
"BGEO_SAMN07136801_METAG_MIHMMLOH",0,0,0,1
"BGEO_SAMN07136801_METAG_LPCPFFHL",0,0,0,1
"BGEO_SAMN07136801_METAG_JJGNOBCA",0,0,0,0
"BGEO_SAMN07136752_METAG_JMAKPKOO",0,0,0,1
"BGEO_SAMN07136752_METAG_FPDCLMBP",0,0,0,1
"BGEO_SAMN07136487_METAG_DHKAAOKF",0,0,0,1
"BGEO_SAMN07136487_METAG_JGJCOPMN",0,0,0,1
"BGEO_SAMN07136487_METAG_IOBPBLHK",1,0,0,1
"BGEO_SAMN07136487_METAG_CEEHEJIB",0,0,0,1
"BGEO_SAMN07136487_METAG_NHBCDOED",0,0,0,1
"BGEO_SAMN07136487_METAG_FJBMEEED",1,0,0,1
"BGEO_SAMN07136487_METAG_IMOBONFH",0,0,0,1
"BGEO_SAMN07136487_METAG_KNECHFOP",0,0,0,1
"BGEO_SAMN07136487_METAG_ILLOPAPI",0,0,0,1
"TARA_SAMEA2622764_METAG_FIFOAFGF",0,0,0,0
"BGEO_SAMN07136487_METAG_LPIFACJJ",0,0,0,1
"BGEO_SAMN07136487_METAG_AJHNHKGA",1,0,0,1
"BGEO_SAMN07136487_METAG_CJCCGEOC",0,0,0,0
"BGEO_SAMN07136487_METAG_JNGKPNBK",0,0,0,0
"BGEO_SAMN07136487_METAG_MNLKBDLO",0,0,0,0
"BGEO_SAMN07136487_METAG_BMJOBPIE",0,0,0,0
"BGEO_SAMN07136487_METAG_EJNJALDO",0,0,0,1
"BGEO_SAMN07136487_METAG_FCPHFFCG",0,0,0,1
"BGEO_SAMN07136487_METAG_MNCCNFNF",0,0,1,0
"BGEO_SAMN07136487_METAG_OKCGDAGA",0,0,0,1
"BGEO_SAMN07136487_METAG_LAEGHOGF",0,0,0,0
"BGEO_SAMN07136768_METAG_LLABDDOJ",0,0,0,1
"BGEO_SAMN07136768_METAG_OOMFAPPO",0,0,0,1
"TARA_SAMEA2622764_METAG_BDOEBKCK",0,0,0,1
"BGEO_SAMN07136768_METAG_ECJMPDEH",0,0,0,1
"BGEO_SAMN07136768_METAG_OJANMHGA",0,0,0,0
"BATS_SAMN07137082_METAG_HOOMKCGC",0,0,0,1
"BATS_SAMN07137082_METAG_CDPLMHPA",0,0,1,1
"BATS_SAMN07137082_METAG_DIFMLHCJ",0,0,0,1
"BATS_SAMN07137082_METAG_DFNPHMKG",0,0,0,1
"BATS_SAMN07137082_METAG_BBIDPONI",0,0,0,0
"BGEO_SAMN07136634_METAG_NGDLHEAD",0,0,0,1
"TARA_SAMEA2621101_METAG_GIDHDDAE",0,0,0,0
"BGEO_SAMN07136634_METAG_BHEGAOPD",0,0,0,1
"BGEO_SAMN07136634_METAG_IDLJJLDG",0,0,0,1
"BGEO_SAMN07136634_METAG_LIJLJGPJ",0,0,0,1
"BGEO_SAMN07136634_METAG_MJFONGBK",0,0,0,1
"BGEO_SAMN07136634_METAG_IHNBHJED",0,0,0,1
"BGEO_SAMN07136634_METAG_MDIOOPBN",0,0,0,1
"BGEO_SAMN07136634_METAG_AHDHIKKH",0,0,0,1
"BGEO_SAMN07136634_METAG_JOFDOGNJ",0,0,0,1
"BGEO_SAMN07136634_METAG_HOCLOEAE",1,0,0,1
"BGEO_SAMN07136634_METAG_CLKOMBBJ",0,0,0,1
"BGEO_SAMN07136634_METAG_GCADFMFN",0,0,0,1
"BGEO_SAMN07136634_METAG_LGBIEHFO",1,0,0,1
"BGEO_SAMN07136634_METAG_BPIKNJMG",0,0,0,1
"BGEO_SAMN07136634_METAG_HEECHBAF",0,0,0,1
"BGEO_SAMN07136634_METAG_IDIEOOGC",0,0,0,1
"BGEO_SAMN07136634_METAG_FOKNNDBE",0,0,0,1
"BGEO_SAMN07136634_METAG_FIFDGGED",0,0,0,1
"BGEO_SAMN07136634_METAG_JPOMHLHJ",0,0,0,1
"BGEO_SAMN07136634_METAG_ANJLCOCM",0,0,0,0
"BGEO_SAMN07136897_METAG_JHIEOIBK",0,0,0,1
"BGEO_SAMN07136897_METAG_COICIIIA",0,0,0,0
"HOTS_SAMN07137014_METAG_ACHGPCPA",0,0,0,1
"HOTS_SAMN07137014_METAG_GHDPADLO",0,0,0,0
"HOTS_SAMN07137014_METAG_LAPEJKJK",0,0,0,0
"HOTS_SAMN07137014_METAG_BGEMKDGF",0,0,0,1
"HOTS_SAMN07137014_METAG_OAMNKMLA",0,0,0,1
"HOTS_SAMN07137014_METAG_LENMELKB",0,0,0,1
"BATS_SAMN07137112_METAG_CCOLLNJF",0,0,0,1
"BATS_SAMN07137112_METAG_FLEBOOMK",0,0,1,1
"BATS_SAMN07137112_METAG_HFFBHOLJ",0,0,0,0
"BATS_SAMN07137112_METAG_FFJAEEDN",0,0,0,1
"BATS_SAMN07137112_METAG_DHJEPLGE",0,0,0,0
"BATS_SAMN07137112_METAG_LMNGJLJC",0,0,0,1
"TARA_SAMEA2622842_METAG_KIBLLHJC",0,0,0,0
"BGEO_SAMN07136916_METAG_JNCLBNCE",0,0,1,1
"BGEO_SAMN07136916_METAG_NNBMDBCJ",0,0,0,0
"BGEO_SAMN07136916_METAG_LKOBJILH",0,0,0,1
"BGEO_SAMN07136916_METAG_GLIEPBCF",0,0,0,1
"TARA_SAMEA2622800_METAG_GBIEALOO",0,0,0,0
"BGEO_SAMN07136916_METAG_CICKAACB",0,0,0,1
"TARA_SAMEA2622800_METAG_CDHIDMAJ",0,0,0,0
"TARA_SAMEA2622800_METAG_IGIDLMBM",0,0,0,1
"BGEO_SAMN07136916_METAG_COBFPCFM",0,0,0,0
"BGEO_SAMN07136916_METAG_PFADCFJG",0,0,0,1
"BGEO_SAMN07136916_METAG_JPAGEFBE",0,0,0,1
"BGEO_SAMN07136916_METAG_CGOCAMLP",0,0,0,1
"BGEO_SAMN07136916_METAG_DGGGNHFK",0,0,0,0
"BGEO_SAMN07136916_METAG_ADAENJFG",0,0,0,1
"BGEO_SAMN07136916_METAG_GKCPAPIC",0,0,1,1
"BGEO_SAMN07136957_METAG_FIBKHEFM",0,0,0,1
"BGEO_SAMN07136957_METAG_FAMEHIMH",0,0,0,1
"BGEO_SAMN07136957_METAG_PIFHCHHB",0,0,0,1
"BGEO_SAMN07136957_METAG_BNBAFMHI",0,0,0,1
"BGEO_SAMN07136957_METAG_HLFNJIAP",0,0,0,1
"BGEO_SAMN07136957_METAG_LJNCBGLO",0,0,0,1
"BGEO_SAMN07136957_METAG_JBJNBNBJ",0,0,0,1
"BGEO_SAMN07136957_METAG_GLIMLFBG",0,0,0,0
"BGEO_SAMN07136957_METAG_JDOIMAOA",0,0,0,1
"TARA_SAMEA2621278_METAG_JCNJOGCB",0,0,0,1
"BGEO_SAMN07136957_METAG_ABEFHNNP",0,0,0,0
"BGEO_SAMN07136718_METAG_BIPDBPKB",0,0,0,1
"TARA_SAMEA2621278_METAG_CFMFJPJC",0,0,0,1
"BGEO_SAMN07136718_METAG_KCECPBAD",0,0,0,1
"TARA_SAMEA2622677_METAG_MGAIODLE",0,0,0,1
"TARA_SAMEA2622677_METAG_JFBGHCMN",0,0,0,0
"TARA_SAMEA2622677_METAG_FCCPFNNH",0,0,0,0
"HOTS_SAMN07137040_METAG_KDLPEPEG",0,0,0,1
"HOTS_SAMN07137040_METAG_JFFDNHML",0,0,0,1
"HOTS_SAMN07137002_METAG_LALIKLIP",0,0,0,1
"TARA_SAMEA2621020_METAG_DFPOMBBM",0,0,0,0
"HOTS_SAMN07137002_METAG_BMDELFAE",0,0,0,1
"HOTS_SAMN07137002_METAG_MEMHGKPO",0,0,0,1
"HOTS_SAMN07137002_METAG_DMDHLCFH",0,0,0,1
"HOTS_SAMN07137002_METAG_LKJDBOMN",0,0,0,1
"HOTS_SAMN07137002_METAG_JNJHIGKK",0,0,0,1
"HOTS_SAMN07137002_METAG_KMMJJAED",0,0,0,1
"HOTS_SAMN07137002_METAG_PFAKBNKJ",0,0,0,1
"HOTS_SAMN07137002_METAG_ELHHMLED",0,0,0,1
"TARA_SAMEA2621020_METAG_CNNAOGIA",0,0,0,1
"HOTS_SAMN07137002_METAG_JKFHAKCL",0,0,0,1
"HOTS_SAMN07137002_METAG_OAKNFAJK",0,0,1,0
"HOTS_SAMN07137002_METAG_NHEGPOJL",0,0,0,0
"HOTS_SAMN07137002_METAG_CMBCKGMP",0,0,1,0
"HOTS_SAMN07137002_METAG_OCOENGEH",0,0,0,1
"HOTS_SAMN07137002_METAG_FBMKJEPM",0,0,0,0
"HOTS_SAMN07137002_METAG_IAJJOKHI",0,0,0,1
"BGEO_SAMN07136594_METAG_FBFGCGCB",0,0,0,0
"TARA_SAMEA2621076_METAG_MFKFIACM",0,0,0,1
"TARA_SAMEA2622765_METAG_EICNGELJ",0,0,0,1
"BGEO_SAMN07136594_METAG_IDBBEOCK",0,0,0,1
"TARA_SAMEA2622765_METAG_GGOJLHFD",0,0,0,1
"BGEO_SAMN07136594_METAG_HHPOLFDG",0,0,0,1
"BGEO_SAMN07136594_METAG_KMDNLMCB",0,0,0,1
"BGEO_SAMN07136594_METAG_CAKNFDPF",0,0,0,1
"TARA_SAMEA2622822_METAG_AKNODBOP",0,0,0,0
"BGEO_SAMN07136594_METAG_LCOFMCPF",0,0,0,0
"BGEO_SAMN07136952_METAG_EKLBLADE",1,0,0,1
"BGEO_SAMN07136952_METAG_ILMCGNLE",1,0,1,1
"BGEO_SAMN07136952_METAG_LIJFGGOG",0,0,0,1
"BGEO_SAMN07136952_METAG_BEOAJBFG",0,0,0,1
"BGEO_SAMN07136952_METAG_FNOBDGKI",0,0,0,1
"BGEO_SAMN07136952_METAG_LHGDONNP",0,0,0,1
"BGEO_SAMN07136895_METAG_CMLFIDCE",0,0,0,0
"BGEO_SAMN07136895_METAG_LNCAOPHJ",0,0,0,1
"BGEO_SAMN07136730_METAG_JCJPECOG",0,0,0,0
"BGEO_SAMN07136730_METAG_PAJBEPOE",0,0,0,1
"BGEO_SAMN07136730_METAG_AHGBGGMM",0,0,0,1
"BGEO_SAMN07136730_METAG_OKMEEOPO",0,0,0,1
"BGEO_SAMN07136507_METAG_EJPJJOIH",0,0,0,1
"BGEO_SAMN07136507_METAG_OAKPCLNO",0,0,0,1
"BGEO_SAMN07136507_METAG_BMAFFDOP",0,0,0,1
"BGEO_SAMN07136507_METAG_JMDHBKAJ",0,0,0,1
"BGEO_SAMN07136507_METAG_COPMJIKB",0,0,0,1
"BGEO_SAMN07136507_METAG_PHGOBFOF",0,0,0,1
"BGEO_SAMN07136507_METAG_NJDOHHMK",0,0,0,1
"BGEO_SAMN07136507_METAG_OPIODCMJ",0,0,0,1
"BGEO_SAMN07136507_METAG_FJNDNDHL",0,0,0,0
"BGEO_SAMN07136507_METAG_GOHFPNHJ",0,0,0,1
"BGEO_SAMN07136507_METAG_HNGJMNOH",0,0,0,1
"BGEO_SAMN07136507_METAG_DAGJJAAA",0,0,0,0
"BGEO_SAMN07136766_METAG_CADAHNFO",0,0,0,1
"BGEO_SAMN07136766_METAG_HPABHMIK",0,0,0,1
"BGEO_SAMN07136766_METAG_PFAAEDBA",0,0,0,1
"BGEO_SAMN07136766_METAG_JHCFJPHK",0,0,0,1
"BGEO_SAMN07136766_METAG_NKLCFFJB",0,0,0,1
"BGEO_SAMN07136766_METAG_OFMAFFKJ",0,0,0,0
"BGEO_SAMN07136766_METAG_KOCPLCEK",0,0,0,1
"BGEO_SAMN07136766_METAG_OOBNGBCI",0,0,0,1
"BGEO_SAMN07136766_METAG_NONGBJOJ",0,0,0,0
"BGEO_SAMN07136766_METAG_DNBCFDLK",0,0,0,1
"BATS_SAMN07137120_METAG_ENNBOEPB",0,0,0,1
"TARA_SAMEA2621259_METAG_CFKLOJJN",0,0,0,1
"BATS_SAMN07137120_METAG_PCGKLBKH",0,0,0,1
"BATS_SAMN07137120_METAG_NGPGAKPO",0,0,0,1
"BATS_SAMN07137120_METAG_AAGPIOJD",0,0,0,1
"TARA_SAMEA2619974_METAG_FAAFPABP",0,0,0,1
"BATS_SAMN07137120_METAG_CBAPJJOJ",0,0,0,1
"BATS_SAMN07137120_METAG_PLILHDLI",0,0,0,1
"BATS_SAMN07137120_METAG_FGJCDKNP",0,0,0,1
"BATS_SAMN07137120_METAG_LPKBFCJA",0,0,0,1
"BATS_SAMN07137120_METAG_NDEJDMBL",0,0,0,1
"BATS_SAMN07137120_METAG_JNMGKBLN",0,0,1,1
"BATS_SAMN07137120_METAG_PFIMCPJJ",0,0,0,1
"BATS_SAMN07137120_METAG_NLJHFGOI",0,0,1,1
"BGEO_SAMN07136714_METAG_LIDGLHDJ",0,0,0,1
"BGEO_SAMN07136714_METAG_MIEHDDCH",0,0,0,1
"BGEO_SAMN07136714_METAG_IFGODHNJ",0,0,0,0
"BGEO_SAMN07136893_METAG_KMOCHALB",0,0,0,1
"BGEO_SAMN07136893_METAG_ILOLFOEK",0,0,0,1
"BGEO_SAMN07136708_METAG_KCBDMGHA",0,0,0,1
"BGEO_SAMN07136708_METAG_NLOEKJNE",1,0,0,1
"BGEO_SAMN07136708_METAG_CBPOOHNB",0,0,0,1
"BGEO_SAMN07136708_METAG_AEHEJNJM",0,0,0,1
"BGEO_SAMN07136708_METAG_EBAACFGH",0,0,0,1
"TARA_SAMEA2622738_METAG_DJIALIGA",0,0,0,1
"TARA_SAMEA2621222_METAG_PGBEBLIJ",0,0,0,1
"BGEO_SAMN07136708_METAG_FEDEHGIJ",0,0,0,1
"BGEO_SAMN07136708_METAG_AHEHBDDL",0,0,0,1
"TARA_SAMEA2621044_METAG_BHFMHKHJ",0,0,0,1
"TARA_SAMEA2622716_METAG_CHIFKMND",0,0,0,1
"BGEO_SAMN07136708_METAG_EGPIOPOF",0,0,0,1
"BGEO_SAMN07136922_METAG_PFHFMGCF",0,0,0,1
"BGEO_SAMN07136922_METAG_IKLDPHFL",0,0,0,1
"BGEO_SAMN07136922_METAG_FPBGHBHJ",0,0,0,1
"BGEO_SAMN07136922_METAG_GKPIJCCC",0,0,0,1
"BGEO_SAMN07136784_METAG_CPJOLEHH",0,0,0,0
"HOTS_SAMN07137037_METAG_BMCAHIJC",0,0,0,1
"HOTS_SAMN07137037_METAG_DDLPMAEI",0,0,0,0
"HOTS_SAMN07137037_METAG_FFOCIIOM",0,0,0,0
"TARA_SAMEA2622716_METAG_GBKFLGEM",0,0,0,1
"HOTS_SAMN07137044_METAG_PNMMLODO",0,0,0,1
"HOTS_SAMN07137044_METAG_CFCOGIFE",0,0,0,1
"HOTS_SAMN07137044_METAG_EGJPDDHL",0,0,0,1
"HOTS_SAMN07137044_METAG_CPHNEPDM",0,0,0,1
"HOTS_SAMN07137044_METAG_FGNHNBOO",0,0,0,1
"HOTS_SAMN07137044_METAG_OCGNAKGP",0,0,0,1
"HOTS_SAMN07137044_METAG_FGFELIJM",0,0,0,1
"HOTS_SAMN07137044_METAG_JJHGCPJA",0,0,0,1
"BGEO_SAMN07136816_METAG_EDGAGKEK",0,0,0,1
"BGEO_SAMN07136936_METAG_AHGKOMLC",0,0,0,1
"BGEO_SAMN07136936_METAG_GINKHIGG",0,0,0,1
"BGEO_SAMN07136936_METAG_BJDONNNG",0,0,1,1
"BGEO_SAMN07136936_METAG_JJGBOFCP",0,0,0,1
"BGEO_SAMN07136936_METAG_GBBCEIAC",0,0,0,1
"BGEO_SAMN07136936_METAG_ENEFKACL",0,0,1,1
"BGEO_SAMN07136936_METAG_AMILNMHP",0,0,0,1
"BGEO_SAMN07136936_METAG_MCGIGBCB",0,0,0,1
"BGEO_SAMN07136936_METAG_IEEEEODP",0,0,0,1
"BGEO_SAMN07136936_METAG_ICOLNMIN",0,0,0,1
"TARA_SAMEA2622716_METAG_EOEMNHLK",0,0,0,1
"BGEO_SAMN07136936_METAG_IEOPOJMJ",0,0,0,0
"BGEO_SAMN07136936_METAG_KNECPPPF",0,0,0,1
"BGEO_SAMN07136936_METAG_NFIBFEGM",0,0,0,1
"BGEO_SAMN07136936_METAG_PPFGJIPG",0,0,0,1
"TARA_SAMEA2622823_METAG_EJADAKJF",0,0,0,1
"BGEO_SAMN07136936_METAG_OJHKMPNL",0,0,0,1
"BGEO_SAMN07136936_METAG_NDOFAOPE",0,0,0,1
"BGEO_SAMN07136936_METAG_NCAMGANE",0,0,0,1
"TARA_SAMEA2622823_METAG_JDKJMEKE",0,0,0,1
"TARA_SAMEA2622823_METAG_POAPCEFC",0,0,0,0
"BGEO_SAMN07136755_METAG_DAFJIDNO",0,0,0,1
"BGEO_SAMN07136755_METAG_HKHPJDCM",0,0,0,0
"BGEO_SAMN07136755_METAG_KLDMFDJI",0,0,0,1
"TARA_SAMEA2620106_METAG_HHIHCCJI",0,0,0,1
"BGEO_SAMN07136755_METAG_CBOFGGLC",0,0,0,1
"BGEO_SAMN07136755_METAG_LFJOIKLM",0,0,0,1
"BGEO_SAMN07136755_METAG_JAPFNLFO",0,0,0,1
"BGEO_SAMN07136755_METAG_FCFGAJJN",0,0,0,1
"BGEO_SAMN07136755_METAG_FKEOAAFP",0,0,0,0
"BGEO_SAMN07136755_METAG_JHOIMHEA",0,0,0,0
"TARA_SAMEA2621277_METAG_PLEPKJPC",0,0,0,0
"BGEO_SAMN07136755_METAG_ODFOOGAL",0,0,0,0
"TARA_SAMEA2621021_METAG_MNHNFHDG",0,0,0,0
"BGEO_SAMN07136755_METAG_CEBDMNEG",0,0,0,1
"BGEO_SAMN07136755_METAG_CLACJJEK",0,0,1,1
"BGEO_SAMN07136770_METAG_DCPFIEEH",0,0,0,1
"BGEO_SAMN07136770_METAG_EGMJLFIO",0,0,0,1
"BGEO_SAMN07136770_METAG_IAJJGENH",0,0,0,0
"BGEO_SAMN07136770_METAG_AGMFFLMO",0,0,0,0
"HOTS_SAMN07137050_METAG_LMIGONLI",0,0,1,1
"HOTS_SAMN07137050_METAG_DGKAELOI",0,0,0,1
"TARA_SAMEA2621021_METAG_BEHBFJGC",0,0,0,1
"HOTS_SAMN07137050_METAG_PLKIANEO",0,0,0,0
"BGEO_SAMN07136945_METAG_NJJPPKLJ",1,0,0,1
"BGEO_SAMN07136945_METAG_LNDKFBPL",0,0,0,1
"TARA_SAMEA2621021_METAG_GHNAHPID",0,0,0,0
"BGEO_SAMN07136945_METAG_BFCFGKIJ",0,0,0,1
"BGEO_SAMN07136945_METAG_DMFCHFLM",0,0,0,1
"BGEO_SAMN07136945_METAG_APFPKBFA",0,0,0,0
"BGEO_SAMN07136945_METAG_DFHPEBLI",0,0,0,1
"BGEO_SAMN07136945_METAG_EHCEGENB",0,0,0,1
"BGEO_SAMN07136945_METAG_OHIEKACN",0,0,0,1
"BGEO_SAMN07136945_METAG_PBADBEBL",0,0,0,1
"BGEO_SAMN07136945_METAG_EEMJLKLJ",0,0,0,0
"BGEO_SAMN07136945_METAG_HJPNLKMH",0,0,1,1
"BGEO_SAMN07136945_METAG_OCIHKAGP",0,0,0,1
"BGEO_SAMN07136945_METAG_PLAAEBEH",0,0,0,0
"HOTS_SAMN07137055_METAG_HKJPAIIG",0,0,0,0
"TARA_SAMEA2622657_METAG_NCDEJHMP",0,0,0,1
"HOTS_SAMN07137055_METAG_NCNIADHM",0,0,0,0
