,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Subpathway1,Subpathway2,Subpathway3,Subpathway4,Subpathway5,Subpathway6,Subpathway7,Subpathway8,MaxCompletion,Group,Completion,Type
BGEO_SAMN07136492_METAG_EOHJLCFN,0,1,0,0,0,0,0,1,0,0.25,0,0.5,0,0.25,0,0,0,0.5,Gamma-Other,62.38,MAG
BGEO_SAMN07136492_METAG_AHBBAMBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,68.69,MAG
BGEO_SAMN07136492_METAG_CNNGDOKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,63.84,MAG
BGEO_SAMN07136492_METAG_JJEDEBIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,66.34,MAG
BGEO_SAMN07136492_METAG_DDMJMEBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,62.19,MAG
BGEO_SAMN07136492_METAG_JAMPGDLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,60.61,MAG
BGEO_SAMN07136492_METAG_MDLLMMKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,61.12,MAG
BGEO_SAMN07136492_METAG_BMKAJDAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,50.3,MAG
BGEO_SAMN07136492_METAG_HLLIKJEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,63.58,MAG
BGEO_SAMN07136492_METAG_LKKOCKKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,48.2,MAG
BGEO_SAMN07136492_METAG_OFMCKLJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,53.54,MAG
BGEO_SAMN07136721_METAG_HAFGCIKA,0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.75,0.5,0.75,0.333333333333333,0.666666666666667,0.75,Cyano-Pro,83.17,MAG
BGEO_SAMN07136721_METAG_MIDIMPIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,65.55,MAG
BGEO_SAMN07136949_METAG_PPLEMAMP,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,Bacteroidota,90.44,MAG
BGEO_SAMN07136949_METAG_NNGEKHCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,78.94,MAG
BGEO_SAMN07136949_METAG_IDKJGBIJ,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Gamma-Other,73.74,MAG
GORG_SAMEA6076844_SAGS_AG313L18,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.25,0,0,0.5,Archaea-Poseidoniia MGIIb,68.22,SAG
BGEO_SAMN07136949_METAG_NPJCLNCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,72.34,MAG
BGEO_SAMN07136949_METAG_MJPBPJBI,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Alpha-Rhodobacter-LowGC,68.16,MAG
BGEO_SAMN07136949_METAG_AIJPMBEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,64.62,MAG
BGEO_SAMN07136949_METAG_EIGLFIAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,66.64,MAG
BGEO_SAMN07136949_METAG_PJJLCKFD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,66.76,MAG
BGEO_SAMN07136949_METAG_OMHHCEKK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,60.56,MAG
GORG_SAMEA6078622_SAGS_AG457A01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,62.57,SAG
BGEO_SAMN07136949_METAG_GGILNFCJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,51.66,MAG
BGEO_SAMN07136949_METAG_FDLLONHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,63.6,MAG
BGEO_SAMN07136949_METAG_HNGAEPOC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,56.68,MAG
BGEO_SAMN07136949_METAG_NEFKPGJF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,61.47,MAG
BGEO_SAMN07136949_METAG_GJFLLHOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,45.08,MAG
BGEO_SAMN07136949_METAG_DNCANJIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,47.64,MAG
BGEO_SAMN07136902_METAG_LJLCAAKM,1,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.333333333333333,0,0.333333333333333,Cyano-Pro,29.66,MAG
BGEO_SAMN07136902_METAG_IIIJCOPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,68.06,MAG
BGEO_SAMN07136902_METAG_MNJFEIFM,0,0,0,0,1,1,0,0,1,0.25,0.5,0.5,0.5,0.75,0.75,0.333333333333333,0.333333333333333,0.75,Cyano-Pro,50.68,MAG
BGEO_SAMN07136909_METAG_HDLDPLDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,86.28,MAG
BGEO_SAMN07136909_METAG_IDOLADEG,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Gamma-Other,73.22,MAG
BGEO_SAMN07136909_METAG_IPJMHLPK,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Gamma-Other,64.34,MAG
GORG_SAMEA6078216_SAGS_AG343I10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,72.83,SAG
BGEO_SAMN07136909_METAG_LKLJIFIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,69.63,MAG
GORG_SAMEA6078230_SAGS_AG343J07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Other,61.06,SAG
BGEO_SAMN07136909_METAG_ILBAALGJ,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,Verrucomicrobiota,57.3,MAG
BGEO_SAMN07136909_METAG_PEGIGFDE,0,0,1,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.333333333333333,0.5,Gamma-Other,50.27,MAG
BGEO_SAMN07136909_METAG_GOINIIJH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,59.16,MAG
BGEO_SAMN07136909_METAG_MHFDOFBE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verrucomicrobiota,54.6,MAG
BGEO_SAMN07136909_METAG_PEMAJMAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,49.32,MAG
BGEO_SAMN07136909_METAG_CIKODFBD,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Alpha-Rhodobacter-LowGC,44.58,MAG
BGEO_SAMN07136909_METAG_HKCJLEEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,47.28,MAG
BGEO_SAMN07136909_METAG_LGCBPFID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,43.73,MAG
BGEO_SAMN07136961_METAG_JLNMBDMM,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Gamma-Other,83.84,MAG
BGEO_SAMN07136961_METAG_CAHOICJE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,69.92,MAG
BGEO_SAMN07136961_METAG_MADCCAJI,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Alpha-Rhodobacter-LowGC,86.63,MAG
BGEO_SAMN07136961_METAG_HONCGIHP,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,Actinobacteriota,81.82,MAG
BGEO_SAMN07136961_METAG_DPLCEFJG,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Alpha-Rhodobacter-LowGC,85.38,MAG
BGEO_SAMN07136961_METAG_KEECFBOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,82.33,MAG
BGEO_SAMN07136961_METAG_AOFPGMOC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,75.78,MAG
GORG_SAMEA6067864_SAGS_AH287L19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,69.5,SAG
BGEO_SAMN07136961_METAG_PCCJHOOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,74.09,MAG
BGEO_SAMN07136961_METAG_IIKPELJE,0,1,0,0,1,0,0,1,0,0.25,0,0.75,0,0.5,0.25,0,0,0.75,Gamma-Other,74.6,MAG
BGEO_SAMN07136961_METAG_FACFHNJP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,73.97,MAG
BGEO_SAMN07136961_METAG_GFOMOJPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,81.03,MAG
BGEO_SAMN07136961_METAG_AMHNDIAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,80.45,MAG
BGEO_SAMN07136961_METAG_KEMAFEKC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,71.66,MAG
BGEO_SAMN07136961_METAG_ONKPJMAG,0,1,0,0,0,0,0,1,0,0.25,0,0.5,0,0.25,0,0,0,0.5,Gamma-Other,66.32,MAG
BGEO_SAMN07136961_METAG_OHGLJKNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,69.69,MAG
BGEO_SAMN07136961_METAG_KMIHEJDD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,62.4,MAG
BGEO_SAMN07136961_METAG_OKKNOGEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,62.92,MAG
BGEO_SAMN07136961_METAG_LEOGHEBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,56.32,MAG
BGEO_SAMN07136961_METAG_AEICFNBC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,56.88,MAG
BGEO_SAMN07136961_METAG_KJPJAMFF,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,Dadabacteria,62.24,MAG
BGEO_SAMN07136961_METAG_DMKMDJDF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,66.06,MAG
BGEO_SAMN07136961_METAG_LMKFNOLF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,58.24,MAG
BGEO_SAMN07136961_METAG_PNOGMEPC,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,Bacteroidota,66.93,MAG
BGEO_SAMN07136961_METAG_ALMOFKGI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,69.67,MAG
BGEO_SAMN07136961_METAG_KCDHAPME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,28.33,MAG
BGEO_SAMN07136961_METAG_OJMIALEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,28.25,MAG
BGEO_SAMN07136961_METAG_HILPDHDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,28.02,MAG
BGEO_SAMN07136961_METAG_BJDDABPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,62.43,MAG
BGEO_SAMN07136961_METAG_ACBLIDPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,58.33,MAG
BGEO_SAMN07136961_METAG_GAJPLCJE,0,0,1,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Gamma-Other,49.46,MAG
BGEO_SAMN07136961_METAG_KCKAKBBG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,48.84,MAG
BGEO_SAMN07136961_METAG_GHPBBEDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,50.74,MAG
BGEO_SAMN07136961_METAG_EKJBMNPJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,57.73,MAG
BGEO_SAMN07136961_METAG_LOLAJHKF,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.25,0,0,0.5,Alpha-Other,50.54,MAG
BGEO_SAMN07136961_METAG_BIIKOHMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,55.84,MAG
BGEO_SAMN07136961_METAG_CNABOPJN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,57.1,MAG
BGEO_SAMN07136961_METAG_ANNIBKIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,59.35,MAG
BGEO_SAMN07136961_METAG_HCIEGAJA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,52.52,MAG
BGEO_SAMN07136961_METAG_BBNBKIIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,52.05,MAG
BGEO_SAMN07136961_METAG_FIFEEOHM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,49.34,MAG
BGEO_SAMN07136961_METAG_IOLOBKIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,43.22,MAG
BGEO_SAMN07136692_METAG_OMEHPFFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,58.28,MAG
BGEO_SAMN07136692_METAG_DHIOLKCF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,57.17,MAG
BGEO_SAMN07136692_METAG_DKBGAFDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,49.61,MAG
BGEO_SAMN07136692_METAG_JJDJOIDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,51.64,MAG
BGEO_SAMN07136692_METAG_OPAFKOFB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,46.8,MAG
BGEO_SAMN07136692_METAG_GBGHIHLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,40.14,MAG
BGEO_SAMN07136833_METAG_CADIOKHN,0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,Cyano-Pro,50.2,MAG
BGEO_SAMN07136833_METAG_OAPFOLEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,46.5,MAG
BGEO_SAMN07136833_METAG_PPHMBPLL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyano-Pro,34.54,MAG
GORG_SAMEA6067870_SAGS_AH287M04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,82.61,SAG
GORG_SAMEA6068457_SAGS_AH326E06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,50.01,SAG
BGEO_SAMN07136641_METAG_FEBMLKIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,72.56,MAG
GORG_SAMEA6068493_SAGS_AH326G02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,48.33,SAG
BGEO_SAMN07136641_METAG_PDMBJCFD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,74.28,MAG
BGEO_SAMN07136641_METAG_KPBJBKMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-Other,62.63,MAG
BGEO_SAMN07136641_METAG_EHPJBOOJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,36.46,MAG
BGEO_SAMN07136809_METAG_HPLJPOOI,0,0,1,0,1,1,0,0,1,0.25,0.5,0.5,0.75,0.75,1,0.333333333333333,0.666666666666667,1,Cyano-Pro,81.17,MAG
BGEO_SAMN07136809_METAG_FEKLGAIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Rhodobacter,61.65,MAG
BGEO_SAMN07136809_METAG_JKLPBLHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,68.63,MAG
BGEO_SAMN07136809_METAG_CAKLAGKF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,67.59,MAG
BGEO_SAMN07136809_METAG_ACCDPOFD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dadabacteria,61.76,MAG
BGEO_SAMN07136809_METAG_FJCJFEAA,0,1,0,0,0,0,0,1,1,0.25,0.25,0.5,0.25,0.5,0.25,0.333333333333333,0.333333333333333,0.5,Dadabacteria,62.44,MAG
BGEO_SAMN07136809_METAG_GKMGLJCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,52.35,MAG
BGEO_SAMN07136809_METAG_NJEBIKGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,47.5,MAG
BGEO_SAMN07136809_METAG_AODDCABD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,43.92,MAG
GORG_SAMEA6079724_SAGS_AG426O15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,51.64,SAG
GORG_SAMEA6068837_SAGS_AG365O07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,72.28,SAG
HOTS_SAMN07137021_METAG_GGJMLIIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,65.39,MAG
HOTS_SAMN07137021_METAG_AAAIAIBG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,71.14,MAG
HOTS_SAMN07137021_METAG_JOEOKMPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,68.5,MAG
HOTS_SAMN07137021_METAG_KHJLOGGM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria-Other,54.8,MAG
HOTS_SAMN07137021_METAG_APCKGGPJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gemmatimonadota,49.18,MAG
HOTS_SAMN07137021_METAG_CKMCAAAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-Other,60.42,MAG
HOTS_SAMN07137021_METAG_DIEHHCAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAR324,48.94,MAG
GORG_SAMEA6068848_SAGS_AG365O23,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0,0,0,0,0,0.25,Archaea-Poseidoniia MGIIb,66.7,SAG
BGEO_SAMN07136618_METAG_LJKPLMGD,0,0,1,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.333333333333333,0.5,Gamma-Other,58.5,MAG
BGEO_SAMN07136618_METAG_BFKPKODE,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,Actinobacteriota,60.54,MAG
BGEO_SAMN07136701_METAG_GBBHELHB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,61.18,MAG
BGEO_SAMN07136701_METAG_JLEFFOGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,55.9,MAG
HOTS_SAMN07137038_METAG_KDHJEFCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,78.26,MAG
HOTS_SAMN07137038_METAG_DPADKBGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,70.11,MAG
HOTS_SAMN07137038_METAG_OOBPMFED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,55.71,MAG
HOTS_SAMN07137038_METAG_AFDBHHCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,57.48,MAG
HOTS_SAMN07137038_METAG_ABCHJPHH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,39.44,MAG
HOTS_SAMN07137038_METAG_EMLFIABC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,40.08,MAG
BGEO_SAMN07136959_METAG_ABOHCEGG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,85.1,MAG
BGEO_SAMN07136959_METAG_IHMPHHMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Rhodobacter,85,MAG
BGEO_SAMN07136959_METAG_NFPMHJHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,85.74,MAG
BGEO_SAMN07136959_METAG_AFNNLBAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,80.88,MAG
BGEO_SAMN07136959_METAG_DLLGJDMF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,69.09,MAG
BGEO_SAMN07136959_METAG_AFJIGDGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,76.39,MAG
BGEO_SAMN07136959_METAG_BALDKNDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,58.32,MAG
BGEO_SAMN07136959_METAG_BKKAKLGK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,61.94,MAG
BGEO_SAMN07136959_METAG_PFGMBFEE,0,0,1,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.25,0.5,0,0.333333333333333,0.5,Cyano-Pro,59.76,MAG
BGEO_SAMN07136959_METAG_CDBCIMNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,59.42,MAG
BGEO_SAMN07136959_METAG_BOOLLDFJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,25.67,MAG
BGEO_SAMN07136959_METAG_FJGBENIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,50.33,MAG
GORG_SAMEA6076383_SAGS_AG422O02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Other,50.65,SAG
GORG_SAMEA6076394_SAGS_AG422O22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,72.7,SAG
GORG_SAMEA6075894_SAGS_AG414B18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,72.72,SAG
BATS_SAMN07137099_METAG_FAEABNAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,78.65,MAG
GORG_SAMEA6076124_SAGS_AG410K20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,68.7,SAG
GORG_SAMEA6076295_SAGS_AG422I18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,55.68,SAG
BATS_SAMN07137099_METAG_JBCAJEAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-Other,53,MAG
BGEO_SAMN07136864_METAG_IKCDPPNF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,69.12,MAG
BGEO_SAMN07136753_METAG_EIICAGLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,71.57,MAG
BGEO_SAMN07136753_METAG_JHOMLKIB,1,0,0,0,1,1,0,0,1,0.5,0.75,0.5,0.5,0.75,0.75,0.666666666666667,0.333333333333333,0.75,Cyano-Pro,54.74,MAG
BGEO_SAMN07136794_METAG_KMAKKCFK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dadabacteria,62.02,MAG
BGEO_SAMN07136794_METAG_MFBAHBAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,44.94,MAG
BGEO_SAMN07136794_METAG_DFKDGCAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,36.46,MAG
GORG_SAMEA6079590_SAGS_AG426F02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,70.94,SAG
GORG_SAMEA6079612_SAGS_AG426G14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Other,25.32,SAG
GORG_SAMEA6078664_SAGS_AG457C15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,53.72,SAG
GORG_SAMEA6076920_SAGS_AG319A08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,29.79,SAG
HOTS_SAMN07137049_METAG_AHONHLOD,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,Actinobacteriota,78.69,MAG
GORG_SAMEA6077003_SAGS_AG319E18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,55.44,SAG
GORG_SAMEA6077037_SAGS_AG319G16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,63.25,SAG
HOTS_SAMN07137049_METAG_HNBFMGHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-Other,49.72,MAG
HOTS_SAMN07137049_METAG_NHGEJHGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,45.36,MAG
