V1	V2	V3	V4	V5	V6	V7	V8
22763	*	MALA_SAMN05422110_METAG-scaffold_659-	K05846	179.27	264.4	9.5e-75	osmoprotectant transport system permease protein	MALA_SAMN05422110_METAG_GFLGHEBH
22764	*	MALA_SAMN05422164_METAG-scaffold_12-	K05846	179.27	255	6.9e-72	osmoprotectant transport system permease protein	MALA_SAMN05422164_METAG_IFLDPDCG
22765	*	MALA_SAMN05422164_METAG-scaffold_12-	K05846	179.27	264.4	9.5e-75	osmoprotectant transport system permease protein	MALA_SAMN05422164_METAG_IFLDPDCG
22766	*	MALA_SAMN05422130_METAG-scaffold_2438-	K05846	179.27	221.3	1.1e-61	osmoprotectant transport system permease protein	MALA_SAMN05422130_METAG_LHMBIFLC
22767	*	MALA_SAMN05422143_METAG-scaffold_18198-	K05846	179.27	276.6	1.9e-78	osmoprotectant transport system permease protein	MALA_SAMN05422143_METAG_BNDOHAGB
22768	*	MALA_SAMN05421697_METAG-scaffold_1-	K05846	179.27	217.3	1.8e-60	osmoprotectant transport system permease protein	MALA_SAMN05421697_METAG_LIEFMPLO
22769	*	MALA_SAMN05421697_METAG-scaffold_1-	K05846	179.27	238.8	5.6e-67	osmoprotectant transport system permease protein	MALA_SAMN05421697_METAG_LIEFMPLO
22770	*	MALA_SAMN05421697_METAG-scaffold_526-	K05846	179.27	307.9	6.9e-88	osmoprotectant transport system permease protein	MALA_SAMN05421697_METAG_FKHHNDDA
22771	*	MALA_SAMN05421697_METAG-scaffold_56-	K05846	179.27	229.6	3.2e-64	osmoprotectant transport system permease protein	MALA_SAMN05421697_METAG_MJGJEFPK
22772	*	MALA_SAMN05421697_METAG-scaffold_56-	K05846	179.27	258.9	4.4e-73	osmoprotectant transport system permease protein	MALA_SAMN05421697_METAG_MJGJEFPK
22773	*	MALA_SAMN05421697_METAG-scaffold_334-	K05846	179.27	232.5	4.3e-65	osmoprotectant transport system permease protein	MALA_SAMN05421697_METAG_MJGJEFPK
22774	*	MALA_SAMN05421697_METAG-scaffold_334-	K05846	179.27	214.2	1.5e-59	osmoprotectant transport system permease protein	MALA_SAMN05421697_METAG_MJGJEFPK
22775	*	MALA_SAMN05422115_METAG-scaffold_622-	K05846	179.27	258.9	4.5e-73	osmoprotectant transport system permease protein	MALA_SAMN05422115_METAG_MHOGGJNB
22776	*	MALA_SAMN05422115_METAG-scaffold_622-	K05846	179.27	222.6	4.3e-62	osmoprotectant transport system permease protein	MALA_SAMN05422115_METAG_MHOGGJNB
22777	*	MALA_SAMN05422115_METAG-scaffold_4014-	K05846	179.27	231.7	7.6e-65	osmoprotectant transport system permease protein	MALA_SAMN05422115_METAG_MHOGGJNB
22778	*	MALA_SAMN05422115_METAG-scaffold_4014-	K05846	179.27	213.4	2.6e-59	osmoprotectant transport system permease protein	MALA_SAMN05422115_METAG_MHOGGJNB
22779	*	MALA_SAMN05422115_METAG-scaffold_40-	K05846	179.27	238.8	5.6e-67	osmoprotectant transport system permease protein	MALA_SAMN05422115_METAG_ECLHGDNH
22780	*	MALA_SAMN05422115_METAG-scaffold_40-	K05846	179.27	217.3	1.8e-60	osmoprotectant transport system permease protein	MALA_SAMN05422115_METAG_ECLHGDNH
22781	*	MALA_SAMN05422108_METAG-scaffold_1097-	K05846	179.27	238.8	5.6e-67	osmoprotectant transport system permease protein	MALA_SAMN05422108_METAG_GKBEANEL
22782	*	MALA_SAMN05422108_METAG-scaffold_892-	K05846	179.27	253	2.7e-71	osmoprotectant transport system permease protein	MALA_SAMN05422108_METAG_NJOFLKAK
22783	*	MALA_SAMN05422108_METAG-scaffold_892-	K05846	179.27	264.4	9.5e-75	osmoprotectant transport system permease protein	MALA_SAMN05422108_METAG_NJOFLKAK
22784	*	MALA_SAMN05422108_METAG-scaffold_1347-	K05846	179.27	233.5	2.1e-65	osmoprotectant transport system permease protein	MALA_SAMN05422108_METAG_KEKAKGAF
22785	*	MALA_SAMN05422108_METAG-scaffold_1347-	K05846	179.27	213.4	2.6e-59	osmoprotectant transport system permease protein	MALA_SAMN05422108_METAG_KEKAKGAF
22786	*	MALA_SAMN05422108_METAG-scaffold_1789-	K05846	179.27	228.5	7e-64	osmoprotectant transport system permease protein	MALA_SAMN05422108_METAG_KEKAKGAF
22787	*	MALA_SAMN05422108_METAG-scaffold_4245-	K05846	179.27	258.9	4.5e-73	osmoprotectant transport system permease protein	MALA_SAMN05422108_METAG_KEKAKGAF
22788	*	MALA_SAMN05422191_METAG-scaffold_24-	K05846	179.27	264.4	9.5e-75	osmoprotectant transport system permease protein	MALA_SAMN05422191_METAG_HGIAEFOK
22789	*	MALA_SAMN05422191_METAG-scaffold_24-	K05846	179.27	255	6.9e-72	osmoprotectant transport system permease protein	MALA_SAMN05422191_METAG_HGIAEFOK
22790	*	MALA_SAMN05422170_METAG-scaffold_1601-	K05846	179.27	217.3	1.8e-60	osmoprotectant transport system permease protein	MALA_SAMN05422170_METAG_EDLGNPJL
22791	*	MALA_SAMN05422170_METAG-scaffold_796-	K05846	179.27	258	8.7e-73	osmoprotectant transport system permease protein	MALA_SAMN05422170_METAG_BHCELOOE
22792	*	MALA_SAMN05422170_METAG-scaffold_796-	K05846	179.27	228.5	7e-64	osmoprotectant transport system permease protein	MALA_SAMN05422170_METAG_BHCELOOE
22793	*	MALA_SAMN05422170_METAG-scaffold_3697-	K05846	179.27	212.9	3.8e-59	osmoprotectant transport system permease protein	MALA_SAMN05422170_METAG_BHCELOOE
22794	*	MALA_SAMN05422153_METAG-scaffold_977-	K05846	179.27	229.6	3.2e-64	osmoprotectant transport system permease protein	MALA_SAMN05422153_METAG_LOBFJGPA
22795	*	MALA_SAMN05422153_METAG-scaffold_1455-	K05846	179.27	232.5	4.3e-65	osmoprotectant transport system permease protein	MALA_SAMN05422153_METAG_LOBFJGPA
22796	*	MALA_SAMN05422153_METAG-scaffold_4420-	K05846	179.27	207.3	1.9e-57	osmoprotectant transport system permease protein	MALA_SAMN05422153_METAG_FDAHMFAI
22797	*	MALA_SAMN05422153_METAG-scaffold_4420-	K05846	179.27	220.7	1.6e-61	osmoprotectant transport system permease protein	MALA_SAMN05422153_METAG_FDAHMFAI
22798	*	MALA_SAMN05422153_METAG-scaffold_1-	K05846	179.27	217.3	1.8e-60	osmoprotectant transport system permease protein	MALA_SAMN05422153_METAG_ANPKIMNM
22799	*	MALA_SAMN05422153_METAG-scaffold_1-	K05846	179.27	238.8	5.6e-67	osmoprotectant transport system permease protein	MALA_SAMN05422153_METAG_ANPKIMNM
22800	*	MALA_SAMN05422106_METAG-scaffold_15-	K05846	179.27	220.5	1.9e-61	osmoprotectant transport system permease protein	MALA_SAMN05422106_METAG_GCKIENGJ
22801	*	MALA_SAMN05422106_METAG-scaffold_15-	K05846	179.27	242	6e-68	osmoprotectant transport system permease protein	MALA_SAMN05422106_METAG_GCKIENGJ
22802	*	MALA_SAMN05422137_METAG-scaffold_501-	K05846	179.27	258.9	4.5e-73	osmoprotectant transport system permease protein	MALA_SAMN05422137_METAG_MKPMNAPB
22803	*	MALA_SAMN05422137_METAG-scaffold_501-	K05846	179.27	228.5	7e-64	osmoprotectant transport system permease protein	MALA_SAMN05422137_METAG_MKPMNAPB
22804	*	MALA_SAMN05422137_METAG-scaffold_2844-	K05846	179.27	231.7	7.6e-65	osmoprotectant transport system permease protein	MALA_SAMN05422137_METAG_MKPMNAPB
22805	*	MALA_SAMN05422137_METAG-scaffold_2844-	K05846	179.27	212	6.8e-59	osmoprotectant transport system permease protein	MALA_SAMN05422137_METAG_MKPMNAPB
22806	*	MALA_SAMN05422137_METAG-scaffold_2-	K05846	179.27	217.3	1.8e-60	osmoprotectant transport system permease protein	MALA_SAMN05422137_METAG_DPJCFKJG
22807	*	MALA_SAMN05422137_METAG-scaffold_2-	K05846	179.27	238.8	5.6e-67	osmoprotectant transport system permease protein	MALA_SAMN05422137_METAG_DPJCFKJG
22808	*	MALA_SAMN05422137_METAG-scaffold_1620-	K05846	179.27	253	2.7e-71	osmoprotectant transport system permease protein	MALA_SAMN05422137_METAG_FOBPPLIK
22809	*	MALA_SAMN05422137_METAG-scaffold_1620-	K05846	179.27	261.5	7.6e-74	osmoprotectant transport system permease protein	MALA_SAMN05422137_METAG_FOBPPLIK
22810	*	MALA_SAMN05422123_METAG-scaffold_336-	K05846	179.27	233	3.2e-65	osmoprotectant transport system permease protein	MALA_SAMN05422123_METAG_MBCPHEIG
22811	*	MALA_SAMN05422123_METAG-scaffold_2258-	K05846	179.27	249.5	3.1e-70	osmoprotectant transport system permease protein	MALA_SAMN05422123_METAG_MFNFJBLI
22812	*	MALA_SAMN05422168_METAG-scaffold_2919-	K05846	179.27	199.1	5.7e-55	osmoprotectant transport system permease protein	MALA_SAMN05422168_METAG_IONADEKH
22813	*	MALA_SAMN05422168_METAG-scaffold_1-	K05846	179.27	257.6	1.1e-72	osmoprotectant transport system permease protein	MALA_SAMN05422168_METAG_GOCFBEKE
22814	*	MALA_SAMN05422168_METAG-scaffold_1-	K05846	179.27	222.5	4.6e-62	osmoprotectant transport system permease protein	MALA_SAMN05422168_METAG_GOCFBEKE
22815	*	MALA_SAMN05422127_METAG-scaffold_1-	K05846	179.27	238.8	5.6e-67	osmoprotectant transport system permease protein	MALA_SAMN05422127_METAG_BMMMIACD
22816	*	MALA_SAMN05422127_METAG-scaffold_1-	K05846	179.27	217.3	1.8e-60	osmoprotectant transport system permease protein	MALA_SAMN05422127_METAG_BMMMIACD
22817	*	MALA_SAMN05422147_METAG-scaffold_380-	K05846	179.27	242.2	5.2e-68	osmoprotectant transport system permease protein	MALA_SAMN05422147_METAG_DIMFAPIO
22818	*	TARA_PON00006_METAG-scaffold_422-	K05846	179.27	290.8	1e-82	osmoprotectant transport system permease protein	TARA_SAMN05326644_METAG_PON00006
22819	*	TARA_PON00013_METAG-scaffold_63-	K05846	179.27	302.4	3.2e-86	osmoprotectant transport system permease protein	TARA_SAMN05326644_METAG_PON00013
22820	*	TARA_PON00024_METAG-scaffold_21-	K05846	179.27	317.6	8.2e-91	osmoprotectant transport system permease protein	TARA_SAMN05326644_METAG_PON00024
22821	*	TARA_PON00052_METAG-scaffold_19-	K05846	179.27	303.3	1.6e-86	osmoprotectant transport system permease protein	TARA_SAMN05326644_METAG_PON00052
22822	*	TARA_PON00055_METAG-scaffold_310-	K05846	179.27	281.9	5e-80	osmoprotectant transport system permease protein	TARA_SAMN05326644_METAG_PON00055
22823	*	TARA_PON00065_METAG-scaffold_266-	K05846	179.27	266	3.3e-75	osmoprotectant transport system permease protein	TARA_SAMN05326644_METAG_PON00065
22824	*	TARA_PON00066_METAG-scaffold_96-	K05846	179.27	300.4	1.2e-85	osmoprotectant transport system permease protein	TARA_SAMN05326644_METAG_PON00066
22825	*	TARA_PON00072_METAG-scaffold_35-	K05846	179.27	310.4	1.2e-88	osmoprotectant transport system permease protein	TARA_SAMN05326644_METAG_PON00072
22826	*	TARA_PSE00002_METAG-scaffold_37-	K05846	179.27	300.3	1.3e-85	osmoprotectant transport system permease protein	TARA_SAMN05326645_METAG_PSE00002
22827	*	TARA_PSE00004_METAG-scaffold_4-	K05846	179.27	411	4.5e-119	osmoprotectant transport system permease protein	TARA_SAMN05326645_METAG_PSE00004
22828	*	TARA_PSE00015_METAG-scaffold_150-	K05846	179.27	270.9	1e-76	osmoprotectant transport system permease protein	TARA_SAMN05326645_METAG_PSE00015
22829	*	TARA_PSE00016_METAG-scaffold_113-	K05846	179.27	245.8	4.2e-69	osmoprotectant transport system permease protein	TARA_SAMN05326645_METAG_PSE00016
22830	*	TARA_PSE00016_METAG-scaffold_113-	K05846	179.27	224.4	1.2e-62	osmoprotectant transport system permease protein	TARA_SAMN05326645_METAG_PSE00016
22831	*	TARA_MED00038_METAG-scaffold_224-	K05846	179.27	267.3	1.3e-75	osmoprotectant transport system permease protein	TARA_SAMN05326650_METAG_MED00038
22832	*	TARA_MED00046_METAG-scaffold_67-	K05846	179.27	269.5	2.9e-76	osmoprotectant transport system permease protein	TARA_SAMN05326650_METAG_MED00046
22833	*	TARA_MED00052_METAG-scaffold_72-	K05846	179.27	263.4	1.9e-74	osmoprotectant transport system permease protein	TARA_SAMN05326650_METAG_MED00052
22834	*	TARA_MED00056_METAG-scaffold_307-	K05846	179.27	265.3	5.1e-75	osmoprotectant transport system permease protein	TARA_SAMN05326650_METAG_MED00056
22835	*	TARA_MED00127_METAG-scaffold_235-	K05846	179.27	270.7	1.3e-76	osmoprotectant transport system permease protein	TARA_SAMN05326650_METAG_MED00127
22836	*	TARA_PSE00035_METAG-scaffold_209-	K05846	179.27	286.1	2.7e-81	osmoprotectant transport system permease protein	TARA_SAMN05326645_METAG_PSE00035
22837	*	TARA_PSE00035_METAG-scaffold_454-	K05846	179.27	261.3	8.6e-74	osmoprotectant transport system permease protein	TARA_SAMN05326645_METAG_PSE00035
22838	*	TARA_PSE00035_METAG-scaffold_454-	K05846	179.27	290.1	1.6e-82	osmoprotectant transport system permease protein	TARA_SAMN05326645_METAG_PSE00035
22839	*	TARA_PSE00041_METAG-scaffold_73-	K05846	179.27	241.7	7.5e-68	osmoprotectant transport system permease protein	TARA_SAMN05326645_METAG_PSE00041
22840	*	TARA_PSE00042_METAG-scaffold_48-	K05846	179.27	282.1	4.2e-80	osmoprotectant transport system permease protein	TARA_SAMN05326645_METAG_PSE00042
22841	*	TARA_PSE00042_METAG-scaffold_48-	K05846	179.27	258.6	5.5e-73	osmoprotectant transport system permease protein	TARA_SAMN05326645_METAG_PSE00042
22842	*	TARA_PSE00042_METAG-scaffold_259-	K05846	179.27	271.4	7.7e-77	osmoprotectant transport system permease protein	TARA_SAMN05326645_METAG_PSE00042
22843	*	TARA_PSE00042_METAG-scaffold_323-	K05846	179.27	252.5	3.9e-71	osmoprotectant transport system permease protein	TARA_SAMN05326645_METAG_PSE00042
22844	*	TARA_PSE00077_METAG-scaffold_36-	K05846	179.27	275.1	5.8e-78	osmoprotectant transport system permease protein	TARA_SAMN05326645_METAG_PSE00077
22845	*	TARA_PSE00082_METAG-scaffold_54-	K05846	179.27	283.5	1.6e-80	osmoprotectant transport system permease protein	TARA_SAMN05326645_METAG_PSE00082
22846	*	TARA_PSE00101_METAG-scaffold_158-	K05846	179.27	252.5	3.9e-71	osmoprotectant transport system permease protein	TARA_SAMN05326645_METAG_PSE00101
22847	*	TARA_PSE00109_METAG-scaffold_284-	K05846	179.27	231	1.3e-64	osmoprotectant transport system permease protein	TARA_SAMN05326645_METAG_PSE00109
22848	*	TARA_PSE00109_METAG-scaffold_284-	K05846	179.27	232.2	5.4e-65	osmoprotectant transport system permease protein	TARA_SAMN05326645_METAG_PSE00109
22849	*	TARA_PSE00111_METAG-scaffold_146-	K05846	179.27	273.6	1.6e-77	osmoprotectant transport system permease protein	TARA_SAMN05326645_METAG_PSE00111
22850	*	TARA_PSE00123_METAG-scaffold_184-	K05846	179.27	246.7	2.2e-69	osmoprotectant transport system permease protein	TARA_SAMN05326645_METAG_PSE00123
22851	*	TARA_PSE00123_METAG-scaffold_184-	K05846	179.27	250.3	1.8e-70	osmoprotectant transport system permease protein	TARA_SAMN05326645_METAG_PSE00123
22852	*	TARA_PSW00016_METAG-scaffold_10-	K05846	179.27	253.9	1.5e-71	osmoprotectant transport system permease protein	TARA_SAMN05326646_METAG_PSW00016
22853	*	TARA_PSW00017_METAG-scaffold_196-	K05846	179.27	206.6	3.1e-57	osmoprotectant transport system permease protein	TARA_SAMN05326646_METAG_PSW00017
22854	*	TARA_PSW00017_METAG-scaffold_196-	K05846	179.27	219.7	3.2e-61	osmoprotectant transport system permease protein	TARA_SAMN05326646_METAG_PSW00017
22855	*	TARA_PSW00017_METAG-scaffold_275-	K05846	179.27	259.9	2.3e-73	osmoprotectant transport system permease protein	TARA_SAMN05326646_METAG_PSW00017
22856	*	TARA_PSW00017_METAG-scaffold_275-	K05846	179.27	207.7	1.4e-57	osmoprotectant transport system permease protein	TARA_SAMN05326646_METAG_PSW00017
22857	*	TARA_PSW00022_METAG-scaffold_7-	K05846	179.27	329	2.8e-94	osmoprotectant transport system permease protein	TARA_SAMN05326646_METAG_PSW00022
22858	*	TARA_PSW00026_METAG-scaffold_265-	K05846	179.27	271.8	5.5e-77	osmoprotectant transport system permease protein	TARA_SAMN05326646_METAG_PSW00026
22859	*	TARA_PSW00026_METAG-scaffold_265-	K05846	179.27	221.1	1.2e-61	osmoprotectant transport system permease protein	TARA_SAMN05326646_METAG_PSW00026
22860	*	TARA_PSW00028_METAG-scaffold_22-	K05846	179.27	299	3.3e-85	osmoprotectant transport system permease protein	TARA_SAMN05326646_METAG_PSW00028
22861	*	TARA_PSW00028_METAG-scaffold_38-	K05846	179.27	282.1	4.4e-80	osmoprotectant transport system permease protein	TARA_SAMN05326646_METAG_PSW00028
22862	*	TARA_PSW00028_METAG-scaffold_38-	K05846	179.27	238.2	8.4e-67	osmoprotectant transport system permease protein	TARA_SAMN05326646_METAG_PSW00028
22863	*	TARA_PSW00053_METAG-scaffold_406-	K05846	179.27	388.6	2.7e-112	osmoprotectant transport system permease protein	TARA_SAMN05326646_METAG_PSW00053
22864	*	TARA_PSW00060_METAG-scaffold_59-	K05846	179.27	306.8	1.5e-87	osmoprotectant transport system permease protein	TARA_SAMN05326646_METAG_PSW00060
22865	*	TARA_PSW00072_METAG-scaffold_223-	K05846	179.27	298.8	3.8e-85	osmoprotectant transport system permease protein	TARA_SAMN05326646_METAG_PSW00072
22866	*	TARA_ASW00010_METAG-scaffold_130-	K05846	179.27	210.5	1.9e-58	osmoprotectant transport system permease protein	TARA_SAMN05326643_METAG_ASW00010
22867	*	TARA_ASW00010_METAG-scaffold_130-	K05846	179.27	202.2	6.6e-56	osmoprotectant transport system permease protein	TARA_SAMN05326643_METAG_ASW00010
22868	*	TARA_ASW00014_METAG-scaffold_167-	K05846	179.27	270.3	1.6e-76	osmoprotectant transport system permease protein	TARA_SAMN05326643_METAG_ASW00014
22869	*	TARA_ASW00022_METAG-scaffold_334-	K05846	179.27	219.2	4.8e-61	osmoprotectant transport system permease protein	TARA_SAMN05326643_METAG_ASW00022
22870	*	TARA_ASW00022_METAG-scaffold_334-	K05846	179.27	278.4	5.8e-79	osmoprotectant transport system permease protein	TARA_SAMN05326643_METAG_ASW00022
22871	*	TARA_ION00005_METAG-scaffold_32-	K05846	179.27	262.2	4.4e-74	osmoprotectant transport system permease protein	TARA_SAMN05326647_METAG_ION00005
22872	*	TARA_ION00015_METAG-scaffold_74-	K05846	179.27	206.4	3.5e-57	osmoprotectant transport system permease protein	TARA_SAMN05326647_METAG_ION00015
22873	*	TARA_ION00015_METAG-scaffold_74-	K05846	179.27	216.6	2.9e-60	osmoprotectant transport system permease protein	TARA_SAMN05326647_METAG_ION00015
22874	*	TARA_ION00023_METAG-scaffold_112-	K05846	179.27	253.5	2e-71	osmoprotectant transport system permease protein	TARA_SAMN05326647_METAG_ION00023
22875	*	TARA_ION00023_METAG-scaffold_112-	K05846	179.27	253.4	2.1e-71	osmoprotectant transport system permease protein	TARA_SAMN05326647_METAG_ION00023
22876	*	TARA_IOS00008_METAG-scaffold_37-	K05846	179.27	313.1	1.8e-89	osmoprotectant transport system permease protein	TARA_SAMN05326648_METAG_IOS00008
22877	*	TARA_IOS00029_METAG-scaffold_353-	K05846	179.27	279.5	2.6e-79	osmoprotectant transport system permease protein	TARA_SAMN05326648_METAG_IOS00029
22878	*	TARA_IOS00063_METAG-scaffold_64-	K05846	179.27	237.7	1.2e-66	osmoprotectant transport system permease protein	TARA_SAMN05326648_METAG_IOS00063
22879	*	TARA_IOS00063_METAG-scaffold_64-	K05846	179.27	251.7	6.7e-71	osmoprotectant transport system permease protein	TARA_SAMN05326648_METAG_IOS00063
22880	*	TARA_MED00003_METAG-scaffold_13-	K05846	179.27	281	9.2e-80	osmoprotectant transport system permease protein	TARA_SAMN05326650_METAG_MED00003
22881	*	TARA_MED00008_METAG-scaffold_57-	K05846	179.27	280.4	1.4e-79	osmoprotectant transport system permease protein	TARA_SAMN05326650_METAG_MED00008
22882	*	TARA_MED00031_METAG-scaffold_8-	K05846	179.27	267.3	1.3e-75	osmoprotectant transport system permease protein	TARA_SAMN05326650_METAG_MED00031
22883	*	TARA_PSW00107_METAG-scaffold_827-	K05846	179.27	268.7	5e-76	osmoprotectant transport system permease protein	TARA_SAMN05326646_METAG_PSW00107
22884	*	TARA_PSW00108_METAG-scaffold_88-	K05846	179.27	291.9	4.7e-83	osmoprotectant transport system permease protein	TARA_SAMN05326646_METAG_PSW00108
22885	*	TARA_PSW00108_METAG-scaffold_408-	K05846	179.27	283.5	1.7e-80	osmoprotectant transport system permease protein	TARA_SAMN05326646_METAG_PSW00108
22886	*	TARA_PSW00117_METAG-scaffold_3-	K05846	179.27	430.5	5.7e-125	osmoprotectant transport system permease protein	TARA_SAMN05326646_METAG_PSW00117
22887	*	TARA_PSW00120_METAG-scaffold_333-	K05846	179.27	227.5	1.5e-63	osmoprotectant transport system permease protein	TARA_SAMN05326646_METAG_PSW00120
22888	*	TARA_PSW00120_METAG-scaffold_333-	K05846	179.27	228.1	9.5e-64	osmoprotectant transport system permease protein	TARA_SAMN05326646_METAG_PSW00120
22889	*	TARA_SOC00007_METAG-scaffold_177-	K05846	179.27	292.9	2.3e-83	osmoprotectant transport system permease protein	TARA_SAMN05326649_METAG_SOC00007
22890	*	TARA_RED00001_METAG-scaffold_2-	K05846	179.27	270.8	1.1e-76	osmoprotectant transport system permease protein	TARA_SAMN05326651_METAG_RED00001
22891	*	TARA_RED00008_METAG-scaffold_73-	K05846	179.27	314.1	8.8e-90	osmoprotectant transport system permease protein	TARA_SAMN05326651_METAG_RED00008
22892	*	TARA_RED00025_METAG-scaffold_35-	K05846	179.27	267.8	9.5e-76	osmoprotectant transport system permease protein	TARA_SAMN05326651_METAG_RED00025
22893	*	TARA_RED00030_METAG-scaffold_146-	K05846	179.27	301.5	6e-86	osmoprotectant transport system permease protein	TARA_SAMN05326651_METAG_RED00030
22894	*	TARA_RED00057_METAG-scaffold_362-	K05846	179.27	366.2	1.5e-105	osmoprotectant transport system permease protein	TARA_SAMN05326651_METAG_RED00057
22895	*	TARA_RED00063_METAG-scaffold_32-	K05846	179.27	266.2	2.8e-75	osmoprotectant transport system permease protein	TARA_SAMN05326651_METAG_RED00063
22896	*	TARA_RED00066_METAG-scaffold_17-	K05846	179.27	325	4.7e-93	osmoprotectant transport system permease protein	TARA_SAMN05326651_METAG_RED00066
22897	*	TARA_RED00081_METAG-scaffold_303-	K05846	179.27	235.6	5e-66	osmoprotectant transport system permease protein	TARA_SAMN05326651_METAG_RED00081
22898	*	TARA_RED00087_METAG-scaffold_193-	K05846	179.27	288.9	3.8e-82	osmoprotectant transport system permease protein	TARA_SAMN05326651_METAG_RED00087
22899	*	TARA_RED00103_METAG-scaffold_416-	K05846	179.27	259.5	3e-73	osmoprotectant transport system permease protein	TARA_SAMN05326651_METAG_RED00103
22900	*	TARA_RED00105_METAG-scaffold_91-	K05846	179.27	250.1	2.1e-70	osmoprotectant transport system permease protein	TARA_SAMN05326651_METAG_RED00105
22901	*	TARA_ANE00007_METAG-scaffold_3-	K05846	179.27	202.8	4.3e-56	osmoprotectant transport system permease protein	TARA_SAMN05326640_METAG_ANE00007
22902	*	TARA_ANE00007_METAG-scaffold_3-	K05846	179.27	229.7	3e-64	osmoprotectant transport system permease protein	TARA_SAMN05326640_METAG_ANE00007
22903	*	TARA_ANE00009_METAG-scaffold_46-	K05846	179.27	275.8	3.4e-78	osmoprotectant transport system permease protein	TARA_SAMN05326640_METAG_ANE00009
22904	*	TARA_ANE00009_METAG-scaffold_46-	K05846	179.27	219.8	3e-61	osmoprotectant transport system permease protein	TARA_SAMN05326640_METAG_ANE00009
22905	*	TARA_ANE00022_METAG-scaffold_203-	K05846	179.27	294.6	7.3e-84	osmoprotectant transport system permease protein	TARA_SAMN05326640_METAG_ANE00022
22906	*	TARA_ANE00057_METAG-scaffold_121-	K05846	179.27	267.9	8.4e-76	osmoprotectant transport system permease protein	TARA_SAMN05326640_METAG_ANE00057
22907	*	TARA_ANE00074_METAG-scaffold_239-	K05846	179.27	225.9	4.3e-63	osmoprotectant transport system permease protein	TARA_SAMN05326640_METAG_ANE00074
22908	*	TARA_ANE00074_METAG-scaffold_239-	K05846	179.27	254.5	9.4e-72	osmoprotectant transport system permease protein	TARA_SAMN05326640_METAG_ANE00074
22909	*	TARA_ANW00002_METAG-scaffold_76-	K05846	179.27	221.8	7.5e-62	osmoprotectant transport system permease protein	TARA_SAMN05326641_METAG_ANW00002
22910	*	TARA_ANW00002_METAG-scaffold_76-	K05846	179.27	231.1	1.2e-64	osmoprotectant transport system permease protein	TARA_SAMN05326641_METAG_ANW00002
22911	*	TARA_ANW00009_METAG-scaffold_42-	K05846	179.27	287.7	8.6e-82	osmoprotectant transport system permease protein	TARA_SAMN05326641_METAG_ANW00009
22912	*	TARA_ANW00011_METAG-scaffold_162-	K05846	179.27	217.3	1.8e-60	osmoprotectant transport system permease protein	TARA_SAMN05326641_METAG_ANW00011
22913	*	TARA_ANW00011_METAG-scaffold_162-	K05846	179.27	236.7	2.3e-66	osmoprotectant transport system permease protein	TARA_SAMN05326641_METAG_ANW00011
22914	*	TARA_ANW00015_METAG-scaffold_6-	K05846	179.27	223	3.2e-62	osmoprotectant transport system permease protein	TARA_SAMN05326641_METAG_ANW00015
22915	*	TARA_ANW00015_METAG-scaffold_6-	K05846	179.27	228.9	5.4e-64	osmoprotectant transport system permease protein	TARA_SAMN05326641_METAG_ANW00015
22916	*	TARA_ANW00017_METAG-scaffold_29-	K05846	179.27	227.7	1.2e-63	osmoprotectant transport system permease protein	TARA_SAMN05326641_METAG_ANW00017
22917	*	TARA_ANW00017_METAG-scaffold_29-	K05846	179.27	231.4	9.7e-65	osmoprotectant transport system permease protein	TARA_SAMN05326641_METAG_ANW00017
22918	*	TARA_ANW00039_METAG-scaffold_319-	K05846	179.27	274	1.2e-77	osmoprotectant transport system permease protein	TARA_SAMN05326641_METAG_ANW00039
22919	*	TARA_ASE00007_METAG-scaffold_185-	K05846	179.27	277.1	1.4e-78	osmoprotectant transport system permease protein	TARA_SAMN05326642_METAG_ASE00007
22920	*	GORG_AG343G22_SAGS-scaffold_15-	K05846	179.27	298.6	4.3e-85	osmoprotectant transport system permease protein	GORG_SAMEA6078206_SAGS_AG343G22
22921	*	GORG_AG325C15_SAGS-scaffold_33-	K05846	179.27	313.5	1.3e-89	osmoprotectant transport system permease protein	GORG_SAMEA6077253_SAGS_AG325C15
22922	*	GORG_AG390F02_SAGS-scaffold_4-	K05846	179.27	266.7	2e-75	osmoprotectant transport system permease protein	GORG_SAMEA6075675_SAGS_AG390F02
22923	*	GORG_AH326F19_SAGS-scaffold_14-	K05846	179.27	263.8	1.4e-74	osmoprotectant transport system permease protein	GORG_SAMEA6068488_SAGS_AH326F19
22924	*	GORG_AG430M21_SAGS-scaffold_14-	K05846	179.27	265.3	5.1e-75	osmoprotectant transport system permease protein	GORG_SAMEA6079944_SAGS_AG430M21
22925	*	GORG_AG414A10_SAGS-scaffold_13-	K05846	179.27	270.4	1.5e-76	osmoprotectant transport system permease protein	GORG_SAMEA6075878_SAGS_AG414A10
22926	*	GORG_AG909O03_SAGS-scaffold_4-	K05846	179.27	280.4	1.5e-79	osmoprotectant transport system permease protein	GORG_SAMEA6072800_SAGS_AG909O03
22927	*	GORG_AG464B02_SAGS-scaffold_6-	K05846	179.27	180.5	2.4e-49	osmoprotectant transport system permease protein	GORG_SAMEA6079113_SAGS_AG464B02
22928	*	GORG_AG349E15_SAGS-scaffold_1-	K05846	179.27	267.8	9e-76	osmoprotectant transport system permease protein	GORG_SAMEA6075179_SAGS_AG349E15
