"","Step1:K01740","Step1:met17_align","Step2:K17285"
"BATS_SAMN07137116_METAG_OMDFKJGI",0,1,0
"BATS_SAMN07137116_METAG_LJBNJMEK",1,1,0
"BATS_SAMN07137116_METAG_HLJBKOAC",1,1,0
"BATS_SAMN07137116_METAG_BOHODIJG",1,1,0
"BATS_SAMN07137116_METAG_BKANOGGD",0,1,0
"BATS_SAMN07137116_METAG_KMGPJPEL",0,1,0
"BATS_SAMN07137116_METAG_KNPHOHCH",1,1,0
"BATS_SAMN07137116_METAG_CNFIABJF",0,0,0
"BATS_SAMN07137116_METAG_HOIONEGD",0,0,0
"BATS_SAMN07137116_METAG_MCBAJDKA",1,1,0
"BATS_SAMN07137116_METAG_LPJNDPJE",1,1,0
"BATS_SAMN07137116_METAG_LNGGMMIG",0,0,0
"BATS_SAMN07137116_METAG_BBDPINKJ",0,0,0
"BATS_SAMN07137116_METAG_HOCGPHGN",1,1,0
"BGEO_SAMN07136550_METAG_DOLKGCEA",1,1,0
"BGEO_SAMN07136550_METAG_MOAHJANP",1,1,0
"BGEO_SAMN07136550_METAG_IEGGIJBN",1,1,0
"TARA_SAMEA2620855_METAG_ACJJAJNP",0,1,0
"BGEO_SAMN07136919_METAG_MKAAMJKB",1,1,0
"TARA_SAMEA2621066_METAG_GBMGAAGG",0,1,0
"BGEO_SAMN07136919_METAG_MKCIFFDL",1,1,0
"BGEO_SAMN07136919_METAG_BDADLPHH",1,1,0
"BGEO_SAMN07136919_METAG_OAPNHGIK",0,0,0
"BGEO_SAMN07136919_METAG_KFJIAEKE",0,1,0
"BGEO_SAMN07136919_METAG_FBNAPGEF",1,1,0
"BGEO_SAMN07136919_METAG_IMNLLHDD",1,1,0
"BGEO_SAMN07136919_METAG_PNMOENEN",0,1,0
"BGEO_SAMN07136919_METAG_PFDBPMAB",0,0,0
"BGEO_SAMN07136919_METAG_OJDLOIMG",0,1,0
"BGEO_SAMN07136919_METAG_JDFNEADH",0,0,0
"BGEO_SAMN07136919_METAG_EBCJJIGB",1,1,0
"BGEO_SAMN07136511_METAG_LGBFPBKJ",0,1,0
"TARA_SAMEA2621066_METAG_AHLMINKN",0,1,0
"BGEO_SAMN07136511_METAG_OCCGBDEG",1,1,0
"BGEO_SAMN07136511_METAG_CAFJOABL",0,1,0
"TARA_SAMEA2620890_METAG_JNBHLFJC",0,1,0
"BGEO_SAMN07136511_METAG_BEIMJHAK",0,0,1
"BGEO_SAMN07136511_METAG_DFEAOABD",1,1,0
"BGEO_SAMN07136511_METAG_FMBGHPDE",0,1,0
"BGEO_SAMN07136511_METAG_PGJGNEKE",1,1,0
"BGEO_SAMN07136511_METAG_OKBIKFDH",0,1,0
"BGEO_SAMN07136511_METAG_IJLDADCL",0,0,0
"BGEO_SAMN07136511_METAG_JMOKODDC",1,1,0
"BGEO_SAMN07136511_METAG_AJOHKIHN",1,1,0
"BGEO_SAMN07136748_METAG_OJAHCOEK",0,1,0
"BGEO_SAMN07136748_METAG_ICHEMJMN",1,1,0
"BGEO_SAMN07136962_METAG_FDOCCGJP",1,1,0
"BGEO_SAMN07136962_METAG_EIAPMHOO",1,1,0
"TARA_SAMEA2620890_METAG_ENBGLBCM",0,1,0
"TARA_SAMEA2619782_METAG_APNKOJCF",0,1,0
"TARA_SAMEA2622690_METAG_JBOMMLGB",0,0,0
"TARA_SAMEA2622690_METAG_DEKKCIBA",0,1,0
"BGEO_SAMN07136532_METAG_OPALKCJL",1,1,0
"TARA_SAMEA2621990_METAG_KLJKMHEE",0,0,0
"BGEO_SAMN07136532_METAG_MECGJLKL",0,0,0
"BGEO_SAMN07136532_METAG_CDBNENDP",0,0,0
"TARA_SAMEA2623350_METAG_IDFMPNPL",0,1,0
"BGEO_SAMN07136532_METAG_CDODIEMA",1,1,0
"BGEO_SAMN07136760_METAG_EBJIDHPO",1,1,0
"BGEO_SAMN07136760_METAG_HIFHGLKI",1,1,0
"BGEO_SAMN07136760_METAG_JJLNELJC",1,1,0
"BGEO_SAMN07136760_METAG_INOBLBHL",1,1,0
"BGEO_SAMN07136681_METAG_EMPJKMPE",1,1,0
"BGEO_SAMN07136681_METAG_LNKEEDNE",1,1,0
"TARA_SAMEA2622197_METAG_OBJHPCNH",0,1,0
"BGEO_SAMN07136681_METAG_LFBFGDIG",1,1,1
"BGEO_SAMN07136681_METAG_HMABNDCB",1,1,0
"BGEO_SAMN07136681_METAG_FOOCNONJ",1,1,0
"BGEO_SAMN07136681_METAG_LEMACGDI",1,1,0
"BGEO_SAMN07136681_METAG_JIDMHKCM",0,0,0
"TARA_SAMEA2620097_METAG_EEFNMAHO",0,1,0
"TARA_SAMEA2620097_METAG_PJOKEBEF",0,1,0
"TARA_SAMEA2621037_METAG_LINPLADK",0,1,0
"BGEO_SAMN07136564_METAG_IMJNBPNO",0,1,0
"BGEO_SAMN07136564_METAG_KEJNHDGO",1,1,0
"BGEO_SAMN07136564_METAG_FJKEGPNM",1,1,0
"BGEO_SAMN07136564_METAG_POEBGGKD",1,1,0
"BGEO_SAMN07136564_METAG_DMCIOFNB",0,1,0
"BGEO_SAMN07136600_METAG_BEIOKMEB",1,1,0
"TARA_SAMEA2621037_METAG_MCJCPGBK",0,1,0
"BGEO_SAMN07136600_METAG_FEEBNGHH",1,1,0
"TARA_SAMEA2621037_METAG_GIGDPPOG",0,1,0
"BGEO_SAMN07136600_METAG_IEOEFHNB",0,1,0
"TARA_SAMEA2622545_METAG_PGGAOGPD",0,1,0
"BGEO_SAMN07136600_METAG_BMDEHDOI",0,1,0
"TARA_SAMEA2622545_METAG_OJBHBNKF",0,1,0
"BGEO_SAMN07136600_METAG_KNCFOCJC",1,1,0
"BGEO_SAMN07136600_METAG_KOBANCPA",0,0,0
"HOTS_SAMN07137010_METAG_BOAFNOAI",0,1,0
"HOTS_SAMN07137010_METAG_GODGGHPF",0,1,0
"HOTS_SAMN07137010_METAG_PLOKMHKF",0,1,0
"HOTS_SAMN07137010_METAG_PHKAIKKF",0,0,0
"HOTS_SAMN07137010_METAG_AIGIOAPP",0,1,0
"HOTS_SAMN07137010_METAG_KMGDPJIG",0,0,0
"HOTS_SAMN07137010_METAG_DEAKIIGC",0,0,0
"HOTS_SAMN07137010_METAG_KINKEHGC",1,1,0
"TARA_SAMEA2591074_METAG_KPJPPPLB",0,1,0
"BGEO_SAMN07136552_METAG_FLAANCBC",1,1,0
"BGEO_SAMN07136552_METAG_ABJAKPGO",1,1,0
"BGEO_SAMN07136552_METAG_FHKBKNPF",1,1,0
"BGEO_SAMN07136552_METAG_OHICDOKB",1,1,0
"BGEO_SAMN07136489_METAG_PKJIJEOM",0,1,0
"BGEO_SAMN07136489_METAG_NIFHGEGE",1,1,0
"BGEO_SAMN07136489_METAG_FJBJJGEC",1,1,0
"BGEO_SAMN07136489_METAG_EDGPHHJM",0,1,0
"BGEO_SAMN07136489_METAG_KKOKFCHL",1,1,0
"BGEO_SAMN07136489_METAG_FNMDKEIF",1,1,0
"BGEO_SAMN07136489_METAG_FHDKFMPF",1,1,0
"BGEO_SAMN07136489_METAG_HFNEFGAM",1,1,0
"BGEO_SAMN07136489_METAG_CEDAKGKN",1,1,0
"BGEO_SAMN07136489_METAG_PPNNBEOK",0,1,0
"BGEO_SAMN07136489_METAG_PGGMELNE",0,1,0
"TARA_SAMEA2591074_METAG_HKIFMEJK",0,1,0
"BGEO_SAMN07136555_METAG_NJLGNIJB",0,1,0
"BGEO_SAMN07136555_METAG_NKJMDOPD",0,1,0
"BGEO_SAMN07136555_METAG_CMNPKHKB",0,1,0
"TARA_SAMEA2623919_METAG_DOCPCNEE",0,1,0
"BGEO_SAMN07136555_METAG_MBOHDKDN",1,1,0
"BGEO_SAMN07136555_METAG_MKPDBILA",0,0,0
"TARA_SAMEA2619840_METAG_CEMPBAJA",0,0,0
"TARA_SAMEA2619840_METAG_HOCGINAB",0,0,0
"TARA_SAMEA2623098_METAG_IHIDENPP",0,1,0
"TARA_SAMEA2623098_METAG_MHLOAAIL",0,1,0
"BGEO_SAMN07136566_METAG_GEPFJGAF",1,1,0
"BGEO_SAMN07136566_METAG_DPNNDIAM",0,0,0
"BGEO_SAMN07136566_METAG_EIEDBNNO",1,1,0
"BGEO_SAMN07136566_METAG_IOGAJODI",0,0,0
"BGEO_SAMN07136751_METAG_CNICNMBJ",1,1,0
"BGEO_SAMN07136751_METAG_JEICPLBF",1,1,0
"BGEO_SAMN07136536_METAG_MDEPFBJJ",0,1,0
"BGEO_SAMN07136536_METAG_LABNLDNO",1,1,0
"HOTS_SAMN07137017_METAG_GLNEONPL",1,1,0
"HOTS_SAMN07137017_METAG_ACDJHDPN",0,1,0
"TARA_SAMEA2623098_METAG_KPLDJFHJ",0,1,0
"BGEO_SAMN07136881_METAG_ECLDJDOA",1,1,0
"BGEO_SAMN07136881_METAG_HAMHPLFC",1,1,0
"BGEO_SAMN07136881_METAG_BHCBKJIF",0,0,0
"BGEO_SAMN07136848_METAG_PPLHKGGM",0,1,0
"BGEO_SAMN07136848_METAG_NIHABNJB",0,0,1
"BGEO_SAMN07136892_METAG_NMKCJNCC",1,1,0
"BGEO_SAMN07136892_METAG_MHOLAPAK",1,1,0
"HOTS_SAMN07137031_METAG_GGEGGJGJ",0,1,0
"HOTS_SAMN07137031_METAG_IHEBHBLA",0,1,0
"HOTS_SAMN07137031_METAG_CBMHBNIN",0,0,0
"HOTS_SAMN07137031_METAG_BCCOFFNC",0,0,0
"TARA_SAMEA4397611_METAG_FHACPMKE",0,1,0
"BGEO_SAMN07136595_METAG_PEDKJGOE",1,1,0
"TARA_SAMEA4398296_METAG_AEAJIGMN",0,1,0
"TARA_SAMEA4398296_METAG_DLFGHLLJ",0,1,0
"BATS_SAMN07137093_METAG_ALHEGJMP",1,1,0
"BATS_SAMN07137093_METAG_IBIBCJND",0,1,0
"BATS_SAMN07137093_METAG_AAOCBDLH",0,0,0
"BGEO_SAMN07136913_METAG_FPLCEMJI",0,1,0
"BGEO_SAMN07136913_METAG_BFEPKNEI",0,1,0
"BGEO_SAMN07136913_METAG_FMIMBIJD",0,0,0
"TARA_SAMEA4397983_METAG_PJNNJHPN",0,0,0
"BGEO_SAMN07136913_METAG_NNEPFEIM",1,1,0
"BGEO_SAMN07136913_METAG_AJFCKGCG",0,0,0
"BGEO_SAMN07136913_METAG_EOFEABDJ",1,1,0
"BGEO_SAMN07136913_METAG_JFIOBFIE",0,0,0
"BGEO_SAMN07136913_METAG_GADPLHNF",0,0,0
"BATS_SAMN07137107_METAG_JEINGAKI",0,1,0
"BATS_SAMN07137107_METAG_GMBLNFPL",1,1,0
"BATS_SAMN07137107_METAG_KAHLMLJN",0,1,0
"BATS_SAMN07137107_METAG_DIMHAFNL",1,1,0
"BATS_SAMN07137107_METAG_KPLAKOLO",0,0,0
"TARA_SAMEA4397983_METAG_PKCIJLPI",0,1,0
"BATS_SAMN07137107_METAG_PHCMBICN",0,1,0
"BATS_SAMN07137107_METAG_GHAPDKAI",0,0,0
"BGEO_SAMN07136878_METAG_OKGMOMOO",0,1,0
"BGEO_SAMN07136878_METAG_PELNHFJL",1,1,0
"BGEO_SAMN07136878_METAG_NFDHIGJP",1,1,0
"BGEO_SAMN07136682_METAG_KOCHKHCC",1,1,0
"BGEO_SAMN07136682_METAG_NKCGBJCC",1,1,0
"BGEO_SAMN07136682_METAG_CAJADBGB",0,1,0
"BGEO_SAMN07136682_METAG_INPJDLKC",0,1,0
"BGEO_SAMN07136682_METAG_AJANBBBB",0,1,0
"BGEO_SAMN07136682_METAG_EFMDAOIE",1,1,0
"BGEO_SAMN07136682_METAG_KANIBAGB",0,0,0
"BGEO_SAMN07136682_METAG_KFJFBJEP",0,0,0
"BGEO_SAMN07136682_METAG_LCEBCFBC",1,1,0
"BGEO_SAMN07136682_METAG_ABLNJBLJ",0,1,0
"BGEO_SAMN07136682_METAG_FNBOCIIN",1,1,0
"TARA_SAMEA4397983_METAG_PAEAJCNK",0,1,0
"TARA_SAMEA4397983_METAG_HNLDNPKD",0,1,0
"BGEO_SAMN07136610_METAG_LGKMANEL",0,1,0
"TARA_SAMEA4398094_METAG_BGGMIAGP",0,1,0
"TARA_SAMEA4398150_METAG_PPAMGJAC",0,1,0
"BGEO_SAMN07136574_METAG_ECHLGHMJ",0,1,0
"TARA_SAMEA4398150_METAG_IHCFEGDM",0,1,0
"BGEO_SAMN07136574_METAG_ELKECHOG",1,1,0
"BGEO_SAMN07136574_METAG_BEHLJNHG",0,1,0
"BGEO_SAMN07136574_METAG_BNKNKAOO",0,1,0
"TARA_SAMEA4398219_METAG_KMKLIGAL",0,1,0
"BGEO_SAMN07136574_METAG_KGGKALIO",0,0,0
"BATS_SAMN07137088_METAG_FPPDLBLC",1,1,0
"BATS_SAMN07137088_METAG_GJOHBOPJ",0,0,0
"BATS_SAMN07137088_METAG_MEIHAJHH",0,1,0
"BATS_SAMN07137088_METAG_MJOOHEFJ",0,1,0
"BATS_SAMN07137088_METAG_DMCMKNOK",0,1,0
"BATS_SAMN07137088_METAG_OEKAPCLJ",1,1,0
"BATS_SAMN07137088_METAG_EAJPODCH",0,1,0
"BATS_SAMN07137088_METAG_AMHPLMKF",1,1,0
"BATS_SAMN07137088_METAG_CCNBBMKG",1,1,0
"BATS_SAMN07137088_METAG_HDPCEKPJ",1,1,0
"BATS_SAMN07137088_METAG_FAGJPPPO",1,1,0
"BATS_SAMN07137088_METAG_JADKAMOH",0,0,0
"BATS_SAMN07137088_METAG_FPKGIBPP",1,1,0
"BGEO_SAMN07136597_METAG_DODMIDIN",1,1,0
"BGEO_SAMN07136597_METAG_JIIGGECF",0,1,0
"BGEO_SAMN07136597_METAG_JIKNODAO",1,1,0
"BGEO_SAMN07136597_METAG_GOFBIBNN",0,0,0
"TARA_SAMEA4398219_METAG_GCNMFGIE",0,1,0
"BGEO_SAMN07136597_METAG_NMDCCKJP",1,1,0
"TARA_SAMEA4397903_METAG_IOHMKKGP",0,1,0
"TARA_SAMEA4397072_METAG_GDEAOBGF",0,1,0
"BGEO_SAMN07136711_METAG_NFPJHHCA",1,1,0
"BGEO_SAMN07136711_METAG_KCMJJFAO",0,1,0
"BGEO_SAMN07136711_METAG_GGPCBDOH",1,1,0
"BGEO_SAMN07136711_METAG_NMFCHJPB",0,0,0
"BGEO_SAMN07136711_METAG_HFKEMAAM",1,1,0
"TARA_SAMEA4397072_METAG_EEOGLJLC",0,0,0
"BGEO_SAMN07136711_METAG_PMPMDIMM",0,0,0
"BGEO_SAMN07136711_METAG_OJGDKKGB",1,1,0
"TARA_SAMEA4397355_METAG_NBMNGGNG",0,1,0
"BGEO_SAMN07136711_METAG_FLNKLDFL",0,1,0
"BGEO_SAMN07136711_METAG_IHALHDKC",0,1,0
"BGEO_SAMN07136711_METAG_MCCBCLBF",1,1,0
"TARA_SAMEA4397730_METAG_HGJMDMPN",0,1,0
"BGEO_SAMN07136711_METAG_EEIKLEAJ",0,1,0
"TARA_SAMEA4397730_METAG_FDAGLLED",0,1,0
"HOTS_SAMN07137020_METAG_PMMDPLOL",1,1,0
"HOTS_SAMN07137020_METAG_HDNMFEKC",1,1,0
"HOTS_SAMN07137020_METAG_EFPFNBAI",1,1,0
"HOTS_SAMN07137020_METAG_LDMNBMCK",1,1,0
"HOTS_SAMN07137020_METAG_OEHKDCLN",0,1,0
"HOTS_SAMN07137020_METAG_AKBBLNHP",0,0,0
"BGEO_SAMN07136812_METAG_CMBECBCA",1,1,0
"BGEO_SAMN07136700_METAG_LHMHEIOP",0,1,0
"TARA_SAMEA4397730_METAG_GANMCEFC",0,0,0
"BATS_SAMN07137069_METAG_NPIBKNEE",0,0,0
"TARA_SAMEA4398413_METAG_OAHGFKPL",0,0,0
"TARA_SAMEA4397004_METAG_EFEBMJBB",0,1,0
"BATS_SAMN07137069_METAG_BBBKJOHP",1,1,0
"TARA_SAMEA4397004_METAG_BBCJKIAE",0,1,0
"BATS_SAMN07137069_METAG_CFLIJEEL",1,1,0
"TARA_SAMEA4397004_METAG_GHBEDPCB",0,1,0
"HOTS_SAMN07137059_METAG_PEHEJCOA",1,1,0
"TARA_SAMEA4396468_METAG_DBFEEOEF",0,1,0
"HOTS_SAMN07137059_METAG_CAAGMKCE",1,1,0
"HOTS_SAMN07137059_METAG_DNOCLMAP",1,1,0
"HOTS_SAMN07137059_METAG_GNPNABNI",1,1,0
"HOTS_SAMN07137059_METAG_MBMAMCEC",0,1,0
"HOTS_SAMN07137059_METAG_OHHJIMLB",1,1,0
"HOTS_SAMN07137059_METAG_PDALKOLL",0,1,0
"HOTS_SAMN07137059_METAG_FNKBHHGB",1,1,0
"HOTS_SAMN07137059_METAG_BGNKFAAL",0,0,0
"HOTS_SAMN07137059_METAG_MCPLKNAI",0,1,0
"HOTS_SAMN07137059_METAG_IIFDFPEN",1,1,0
"TARA_SAMEA4396468_METAG_AGHPKJLI",0,1,0
"BGEO_SAMN07136557_METAG_NLGEEMNH",0,0,0
"BGEO_SAMN07136557_METAG_MGNKAIJO",1,1,0
"BGEO_SAMN07136557_METAG_BFMIJOFP",0,1,0
"BGEO_SAMN07136557_METAG_GEHBJNKN",0,1,0
"BGEO_SAMN07136735_METAG_IOILPNJP",1,1,0
"BGEO_SAMN07136735_METAG_ILGONGCJ",0,0,0
"BGEO_SAMN07136735_METAG_DIAMKGCF",1,1,0
"BGEO_SAMN07136735_METAG_FKIJEALK",0,0,0
"BGEO_SAMN07136860_METAG_GJBEGOKI",1,1,0
"BGEO_SAMN07136860_METAG_JGMODKAA",0,0,1
"BGEO_SAMN07136860_METAG_MIMIHGND",1,1,0
"BGEO_SAMN07136652_METAG_PHGOFMCD",0,0,0
"BGEO_SAMN07136652_METAG_LJJJDKOB",0,0,0
"BGEO_SAMN07136652_METAG_IEPMCBBH",1,1,0
"BGEO_SAMN07136652_METAG_GCFPLLCK",1,1,0
"BGEO_SAMN07136652_METAG_FEHFEBME",0,1,0
"HOTS_SAMN07137013_METAG_ABHLPPKI",0,1,0
"HOTS_SAMN07137013_METAG_OJIHAMIC",0,1,1
"HOTS_SAMN07137013_METAG_JHFBKCED",1,1,0
"HOTS_SAMN07137013_METAG_JOJAKFBG",0,1,0
"HOTS_SAMN07137013_METAG_DLKCKKLD",1,1,0
"HOTS_SAMN07137013_METAG_NPFFCCGL",0,0,0
"HOTS_SAMN07137013_METAG_KPPODNDD",0,1,0
"HOTS_SAMN07137013_METAG_MKIHPFOD",1,1,0
"HOTS_SAMN07137013_METAG_PPLDFBJC",0,0,0
"HOTS_SAMN07137013_METAG_LOEKGAON",0,0,0
"HOTS_SAMN07137013_METAG_LOAJFACB",1,1,0
"HOTS_SAMN07137013_METAG_MKJMLLMD",0,1,0
"BGEO_SAMN07136783_METAG_CBDJNHDH",1,1,0
"BGEO_SAMN07136783_METAG_GLDBDDNO",1,1,0
"BGEO_SAMN07136783_METAG_MHKHPPDP",0,0,0
"TARA_SAMEA4396468_METAG_IIJLAEIH",0,0,0
"BATS_SAMN07137066_METAG_CPJELPFE",1,1,0
"BATS_SAMN07137066_METAG_HJMPAIKH",1,1,0
"TARA_SAMEA4398341_METAG_GLEGLGHG",0,1,0
"BGEO_SAMN07136503_METAG_AEHJMFOD",0,1,0
"BGEO_SAMN07136503_METAG_BPHIJOGD",1,1,0
"BGEO_SAMN07136503_METAG_HDPGDPED",1,1,0
"BGEO_SAMN07136503_METAG_ANPPOBMD",0,1,0
"BGEO_SAMN07136503_METAG_OJAMHCPK",0,1,0
"BGEO_SAMN07136503_METAG_IFKEBJAB",0,0,0
"BGEO_SAMN07136503_METAG_BICNONPP",0,1,0
"BGEO_SAMN07136503_METAG_FMKPGGED",1,1,0
"BGEO_SAMN07136503_METAG_APLIBCDM",0,0,0
"BATS_SAMN07137077_METAG_GMOHACNB",1,1,0
"BATS_SAMN07137077_METAG_CHAIPGCB",1,1,0
"BATS_SAMN07137077_METAG_EMDDGLJO",0,0,0
"BATS_SAMN07137077_METAG_PIKEBNAL",0,1,0
"BATS_SAMN07137077_METAG_JMAJPEEH",1,1,0
"BATS_SAMN07137077_METAG_CIMBAEOH",1,1,0
"BGEO_SAMN07136713_METAG_ECOPMOKH",0,1,0
"BGEO_SAMN07136713_METAG_GNBJCGIJ",0,0,0
"BGEO_SAMN07136713_METAG_BNENEBHC",0,0,0
"BGEO_SAMN07136553_METAG_OPJHDJGN",1,1,0
"TARA_SAMEA4398341_METAG_CGACFFDL",0,1,0
"BGEO_SAMN07136553_METAG_EHPPICKE",1,1,0
"BGEO_SAMN07136553_METAG_AEFMEPEK",0,0,0
"BGEO_SAMN07136553_METAG_BFMGDDNO",0,0,0
"BGEO_SAMN07136553_METAG_GDCGDFHH",0,0,0
"BGEO_SAMN07136687_METAG_DMGNIELK",0,1,0
"BGEO_SAMN07136947_METAG_KDFOPJAB",0,1,0
"BGEO_SAMN07136553_METAG_HICPEABN",1,1,0
"BGEO_SAMN07136947_METAG_PKGLOJCB",0,0,0
"BGEO_SAMN07136498_METAG_BGPIEOJK",1,1,0
"BGEO_SAMN07136562_METAG_FGFLOKHD",0,1,0
"BGEO_SAMN07136702_METAG_JEIDDJLL",1,1,0
"BGEO_SAMN07136702_METAG_LPODJLBN",0,1,0
"BGEO_SAMN07136501_METAG_IHNDJIPN",1,1,0
"BGEO_SAMN07136501_METAG_GOPHIKOA",0,0,0
"BGEO_SAMN07136501_METAG_FMBEBHKD",0,1,0
"BGEO_SAMN07136501_METAG_EMOCJNMJ",1,1,0
"BGEO_SAMN07136501_METAG_JMNNBMMA",1,1,0
"BGEO_SAMN07136501_METAG_JPOGBKOP",1,1,1
"BGEO_SAMN07136501_METAG_OILOHMOH",0,1,0
"BGEO_SAMN07136501_METAG_NDAGBBJE",0,0,0
"BGEO_SAMN07136501_METAG_PAFJKFCC",1,1,0
"BGEO_SAMN07136830_METAG_NCJGALLH",0,1,0
"BGEO_SAMN07136915_METAG_GEECAFJP",0,1,0
"BGEO_SAMN07136637_METAG_BIBIALJO",0,1,0
"BGEO_SAMN07136637_METAG_OCMOFIBF",0,1,1
"BGEO_SAMN07136637_METAG_IJIMNBGO",1,1,0
"BGEO_SAMN07136637_METAG_PNJEJKEL",1,1,0
"BGEO_SAMN07136637_METAG_MHLJLJPF",1,1,0
"BGEO_SAMN07136637_METAG_HEFBMBHM",1,1,0
"BGEO_SAMN07136637_METAG_NBNACLJB",1,1,0
"BGEO_SAMN07136637_METAG_HFMOIDNI",0,1,0
"BGEO_SAMN07136637_METAG_LENGCELC",1,1,0
"BGEO_SAMN07136637_METAG_JKCJALIP",1,1,0
"BATS_SAMN07137078_METAG_IMKPFNNM",0,0,0
"BATS_SAMN07137095_METAG_FJMKONAD",0,0,0
"BGEO_SAMN07136637_METAG_JJFGPOLF",1,1,0
"BGEO_SAMN07136637_METAG_BNCNIGLD",1,1,0
"BGEO_SAMN07136637_METAG_AMNEPAPF",0,1,0
"BGEO_SAMN07136823_METAG_AFADADHF",0,1,0
"BGEO_SAMN07136637_METAG_AGHMMFAF",0,1,0
"HOTS_SAMN07137062_METAG_HHAGEPME",1,1,0
"HOTS_SAMN07137062_METAG_BHEEIFOO",0,0,0
"BGEO_SAMN07136843_METAG_IMJJJFBN",1,1,0
"BGEO_SAMN07136823_METAG_ALNAIAML",0,1,0
"BGEO_SAMN07136704_METAG_MGEOHBEF",0,0,0
"BGEO_SAMN07136499_METAG_EIHJHBBH",0,1,0
"BGEO_SAMN07136593_METAG_IBIILKAI",0,0,0
"BGEO_SAMN07136499_METAG_NGMLCNIG",1,1,0
"BGEO_SAMN07136499_METAG_BCPAICJB",0,1,0
"BGEO_SAMN07136625_METAG_KDJFCFIN",1,1,0
"BGEO_SAMN07136625_METAG_NAJIPAEJ",1,1,0
"BGEO_SAMN07136625_METAG_DNKCCOPD",1,1,0
"BGEO_SAMN07136625_METAG_MKDLAGDM",0,1,0
"BATS_SAMN07137102_METAG_PIDBGMHE",0,0,0
"BATS_SAMN07137081_METAG_EDLADKMJ",0,1,0
"BGEO_SAMN07136918_METAG_JAJGACPC",0,1,0
"BGEO_SAMN07136918_METAG_KPIBMPIC",1,1,0
"BGEO_SAMN07136918_METAG_MCCONLFP",0,0,0
"BGEO_SAMN07136810_METAG_HANEIMPL",1,1,0
"BGEO_SAMN07136695_METAG_NMKLMLAM",0,1,1
"BGEO_SAMN07136695_METAG_GCNMFODA",1,1,0
"BGEO_SAMN07136695_METAG_FAAPOIBA",0,0,0
"BGEO_SAMN07136695_METAG_CNHLNFEO",1,1,0
"BGEO_SAMN07136695_METAG_NEDMKPFB",1,1,0
"BGEO_SAMN07136695_METAG_AEPKCNDN",1,1,0
"BGEO_SAMN07136695_METAG_JCLGGJDK",1,1,0
"BGEO_SAMN07136695_METAG_PEADPADO",0,0,0
"BGEO_SAMN07136824_METAG_MAHGMJEN",0,1,0
"BGEO_SAMN07136824_METAG_DFFOHJLG",0,1,0
"BGEO_SAMN07136727_METAG_CLBEMACJ",0,1,0
"BGEO_SAMN07136824_METAG_HGPFLCCD",1,1,0
"BGEO_SAMN07136824_METAG_GPOKIOME",1,1,0
"BGEO_SAMN07136824_METAG_JDHIOBKF",0,0,0
"BGEO_SAMN07136780_METAG_HDEKEJCA",1,1,0
"BGEO_SAMN07136780_METAG_MELNDCKJ",0,1,0
"BGEO_SAMN07136680_METAG_NLCDBBAB",0,0,0
"BGEO_SAMN07136680_METAG_AHHFLDAC",1,1,0
"BGEO_SAMN07136680_METAG_BKFIINFG",0,0,0
"BGEO_SAMN07136680_METAG_MIPJNFDO",0,1,0
"BGEO_SAMN07136680_METAG_MPDNHLJD",0,1,0
"BGEO_SAMN07136680_METAG_IKKCHGIK",0,1,0
"BGEO_SAMN07136680_METAG_DEPJPFGM",0,0,0
"BGEO_SAMN07136727_METAG_AMICDGFJ",0,0,0
"BGEO_SAMN07136680_METAG_MOFPEOFM",0,1,1
"BGEO_SAMN07136680_METAG_GBJANLEJ",1,1,1
"BGEO_SAMN07136680_METAG_PCIDNOKA",0,1,0
"BATS_SAMN07137101_METAG_EGIPLBFF",0,1,0
"BGEO_SAMN07136743_METAG_IJLGKODM",1,1,0
"BGEO_SAMN07136520_METAG_KIHMBBII",1,1,0
"BGEO_SAMN07136520_METAG_HMGKJFIH",0,0,0
"BGEO_SAMN07136520_METAG_DLKKOKIA",1,1,0
"BGEO_SAMN07136520_METAG_FKHEEFFA",1,1,0
"BGEO_SAMN07136520_METAG_IBBFJLDK",1,1,0
"BGEO_SAMN07136520_METAG_OAODHNLD",1,1,0
"BGEO_SAMN07136520_METAG_PNFHIPKA",0,0,0
"BGEO_SAMN07136520_METAG_OLKHDAJK",0,1,0
"BGEO_SAMN07136520_METAG_MEKCGECO",0,1,0
"BGEO_SAMN07136520_METAG_CNEFNCOO",0,0,1
"BGEO_SAMN07136520_METAG_CLOAHEIO",1,1,0
"BGEO_SAMN07136520_METAG_EKCBNDNG",0,0,0
"BGEO_SAMN07136520_METAG_MNPLMOPD",1,1,0
"BGEO_SAMN07136906_METAG_IHFMGDMK",1,1,0
"BGEO_SAMN07136800_METAG_MMGPEONF",0,0,0
"BGEO_SAMN07136699_METAG_DCGOAJEO",0,1,0
"BGEO_SAMN07136699_METAG_HCMHKLPB",1,1,0
"BGEO_SAMN07136699_METAG_CHFMPEHP",1,1,0
"BGEO_SAMN07136699_METAG_DBKGEBBP",1,1,0
"BGEO_SAMN07136699_METAG_MLMGMHDK",0,1,0
"BGEO_SAMN07136699_METAG_BGPOLLBP",1,1,0
"BGEO_SAMN07136699_METAG_ECLAKFKD",0,0,0
"BGEO_SAMN07136699_METAG_HELIJNID",0,0,0
"BGEO_SAMN07136699_METAG_DKHKNJJP",0,0,0
"BGEO_SAMN07136699_METAG_GEFOJAFI",0,0,0
