,Step1,Step2,Step3,Step4,Step5,Subpathway1,Subpathway2,MaxCompletion,Group,Completion,Type
MALA_SAMN05422130_METAG_BKKKMJNL,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Pelagibacter,78.28,MAG
MALA_SAMN05421703_METAG_JAMALGJE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Marinisomatota,88.25,MAG
MALA_SAMN05421703_METAG_ENIMIFFP,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Marinisomatota,90.96,MAG
MALA_SAMN05421703_METAG_LNHMHMHJ,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Marinisomatota,76.08,MAG
MALA_SAMN05421703_METAG_DBMILFJN,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Marinisomatota,83.65,MAG
MALA_SAMN05422143_METAG_BMGHBPPH,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Marinisomatota,97.65,MAG
MALA_SAMN05422143_METAG_EODCANEB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,82.58,MAG
MALA_SAMN05422143_METAG_FOMAMBOG,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Alteromonas,90.3,MAG
MALA_SAMN05421697_METAG_CBKFLGDB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,80.09,MAG
MALA_SAMN05421697_METAG_DAPJGNBH,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Pelagibacter,87.78,MAG
MALA_SAMN05422115_METAG_OAGLHILG,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,85.36,MAG
MALA_SAMN05422115_METAG_FMGMBPHH,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,79.54,MAG
MALA_SAMN05422115_METAG_NOJKFNPC,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Pelagibacter,77.5,MAG
MALA_SAMN05422108_METAG_LGLPLNAE,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Pelagibacter,82.44,MAG
MALA_SAMN05422108_METAG_JGHINDCE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,78.64,MAG
MALA_SAMN05422108_METAG_FKLFPLKL,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Other,83.73,MAG
MALA_SAMN05422108_METAG_JMOIBDIP,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,86.6,MAG
MALA_SAMN05422191_METAG_FAHFBJCK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Alteromonas,88.13,MAG
MALA_SAMN05422191_METAG_NGEJLDDN,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Pelagibacter,89.06,MAG
MALA_SAMN05422191_METAG_PIIGNPOI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,85.86,MAG
MALA_SAMN05422169_METAG_HNLMDIHO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,83.84,MAG
MALA_SAMN05422170_METAG_PIBFIHGG,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Alpha-Pelagibacter,76.04,MAG
MALA_SAMN05422170_METAG_FABJADJB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,83.6,MAG
MALA_SAMN05422153_METAG_HPPNFJKL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,85.38,MAG
MALA_SAMN05422153_METAG_AGJKPNIP,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,95.06,MAG
MALA_SAMN05422153_METAG_BKMGOAKA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,79.12,MAG
MALA_SAMN05422106_METAG_GCBKKIGJ,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Pelagibacter,81.9,MAG
MALA_SAMN05422106_METAG_AIGJNLAO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,88.2,MAG
MALA_SAMN05422137_METAG_MMPIMNPB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,82.24,MAG
MALA_SAMN05422137_METAG_KGJAIGOK,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Pelagibacter,80.76,MAG
MALA_SAMN05422123_METAG_JHPLBBPE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,85.71,MAG
MALA_SAMN05422123_METAG_AHNLNHFL,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Gamma-Alteromonas,89.26,MAG
MALA_SAMN05422123_METAG_DFHOCEED,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,83.03,MAG
MALA_SAMN05422168_METAG_LCLCIGMO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,86.79,MAG
MALA_SAMN05422168_METAG_KJDAIKNE,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Alteromonas,78.74,MAG
MALA_SAMN05422168_METAG_HPFPEBFN,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,79.09,MAG
MALA_SAMN05422128_METAG_KHABKFCH,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,83.64,MAG
MALA_SAMN05422128_METAG_KIGGJBFG,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Marinisomatota,97.65,MAG
MALA_SAMN05422127_METAG_IECNFCIL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,93.56,MAG
MALA_SAMN05422127_METAG_HMPLHBNE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,91.94,MAG
MALA_SAMN05422114_METAG_LHNDBPHI,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Pelagibacter,85.68,MAG
MALA_SAMN05422114_METAG_MFDLMGAF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,85,MAG
MALA_SAMN05422114_METAG_CBPGHPEM,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,84.66,MAG
MALA_SAMN05422147_METAG_IGLAFJPM,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,82.13,MAG
TARA_SAMN05326644_METAG_PON00002,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,97.02,MAG
TARA_SAMN05326644_METAG_PON00008,0,0,0,0,0,0,0,0,Gamma-Other,91.18,MAG
TARA_SAMN05326644_METAG_PON00016,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,89.18,MAG
TARA_SAMN05326644_METAG_PON00027,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,79.62,MAG
TARA_SAMN05326644_METAG_PON00038,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,78.36,MAG
TARA_SAMN05326644_METAG_PON00058,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,83.38,MAG
TARA_SAMN05326645_METAG_PSE00017,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,94.62,MAG
TARA_SAMN05326650_METAG_MED00040,0,0,0,0,0,0,0,0,Marinisomatota,85.74,MAG
TARA_SAMN05326650_METAG_MED00050,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,83.32,MAG
TARA_SAMN05326650_METAG_MED00056,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,84.66,MAG
TARA_SAMN05326650_METAG_MED00063,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteria-Other,86.1,MAG
TARA_SAMN05326650_METAG_MED00064,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,79.5,MAG
TARA_SAMN05326650_METAG_MED00069,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteria-Other,81.62,MAG
TARA_SAMN05326650_METAG_MED00070,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Dadabacteria,82.47,MAG
TARA_SAMN05326650_METAG_MED00072,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter-LowGC,81.41,MAG
TARA_SAMN05326650_METAG_MED00073,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Verrucomicrobiota,82.81,MAG
TARA_SAMN05326650_METAG_MED00076,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter-LowGC,79.16,MAG
TARA_SAMN05326650_METAG_MED00077,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Marinisomatota,89.4,MAG
TARA_SAMN05326650_METAG_MED00078,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,84.14,MAG
TARA_SAMN05326650_METAG_MED00083,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,91.79,MAG
TARA_SAMN05326650_METAG_MED00085,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,89.98,MAG
TARA_SAMN05326650_METAG_MED00086,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,85.53,MAG
TARA_SAMN05326650_METAG_MED00094,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Verrucomicrobiota,81.04,MAG
TARA_SAMN05326650_METAG_MED00103,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Puniceispirilla,79.41,MAG
TARA_SAMN05326650_METAG_MED00117,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,87.34,MAG
TARA_SAMN05326645_METAG_PSE00031,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,92.9,MAG
TARA_SAMN05326645_METAG_PSE00033,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,85.21,MAG
TARA_SAMN05326645_METAG_PSE00043,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Dadabacteria,84.22,MAG
TARA_SAMN05326645_METAG_PSE00046,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,93.34,MAG
TARA_SAMN05326645_METAG_PSE00055,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Other,79.26,MAG
TARA_SAMN05326645_METAG_PSE00068,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteria-Other,79.57,MAG
TARA_SAMN05326645_METAG_PSE00073,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,81.15,MAG
TARA_SAMN05326646_METAG_PSW00006,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteria-Other,92.93,MAG
TARA_SAMN05326646_METAG_PSW00007,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,88.95,MAG
TARA_SAMN05326646_METAG_PSW00021,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,88.13,MAG
TARA_SAMN05326646_METAG_PSW00023,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Planctomycetota,97.06,MAG
TARA_SAMN05326646_METAG_PSW00042,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,88.68,MAG
TARA_SAMN05326646_METAG_PSW00048,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,91.77,MAG
TARA_SAMN05326646_METAG_PSW00054,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,86.67,MAG
TARA_SAMN05326646_METAG_PSW00061,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,81.16,MAG
TARA_SAMN05326646_METAG_PSW00068,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Bacteroidota,78,MAG
TARA_SAMN05326646_METAG_PSW00074,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,82.86,MAG
TARA_SAMN05326646_METAG_PSW00077,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Puniceispirilla,83.18,MAG
TARA_SAMN05326646_METAG_PSW00100,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,76.25,MAG
TARA_SAMN05326647_METAG_ION00017,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,90.45,MAG
TARA_SAMN05326647_METAG_ION00020,0,0,0,0,0,0,0,0,Gamma-Other,75.63,MAG
TARA_SAMN05326647_METAG_ION00027,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Marinisomatota,88.34,MAG
TARA_SAMN05326647_METAG_ION00028,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Actinobacteriota,75.26,MAG
TARA_SAMN05326647_METAG_ION00043,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Marinisomatota,78.4,MAG
TARA_SAMN05326648_METAG_IOS00001,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,94.53,MAG
TARA_SAMN05326648_METAG_IOS00011,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,91.86,MAG
TARA_SAMN05326648_METAG_IOS00016,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Marinisomatota,91.74,MAG
TARA_SAMN05326648_METAG_IOS00027,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,78.02,MAG
TARA_SAMN05326648_METAG_IOS00031,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,80.28,MAG
TARA_SAMN05326650_METAG_MED00002,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,88.78,MAG
TARA_SAMN05326650_METAG_MED00021,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Marinisomatota,92.01,MAG
TARA_SAMN05326650_METAG_MED00029,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,96.2,MAG
TARA_SAMN05326650_METAG_MED00031,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,89.44,MAG
TARA_SAMN05326646_METAG_PSW00116,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,79.19,MAG
TARA_SAMN05326649_METAG_SOC00003,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,94.93,MAG
TARA_SAMN05326649_METAG_SOC00007,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,79.06,MAG
TARA_SAMN05326651_METAG_RED00002,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Marinisomatota,94.76,MAG
TARA_SAMN05326651_METAG_RED00014,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,91.9,MAG
TARA_SAMN05326651_METAG_RED00016,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,89.42,MAG
TARA_SAMN05326651_METAG_RED00019,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,88.68,MAG
TARA_SAMN05326651_METAG_RED00028,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,91.02,MAG
TARA_SAMN05326651_METAG_RED00031,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,91.22,MAG
TARA_SAMN05326651_METAG_RED00041,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,85.2,MAG
TARA_SAMN05326651_METAG_RED00042,0,0,0,0,0,0,0,0,Marinisomatota,85.76,MAG
TARA_SAMN05326651_METAG_RED00043,0,0,0,0,0,0,0,0,Marinisomatota,83.64,MAG
TARA_SAMN05326651_METAG_RED00051,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Marinisomatota,84.5,MAG
TARA_SAMN05326651_METAG_RED00059,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,77.55,MAG
TARA_SAMN05326651_METAG_RED00069,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gemmatimonadota,75.93,MAG
TARA_SAMN05326651_METAG_RED00092,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteria-Other,83.06,MAG
TARA_SAMN05326640_METAG_ANE00003,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,93.61,MAG
TARA_SAMN05326640_METAG_ANE00012,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,84.17,MAG
TARA_SAMN05326640_METAG_ANE00013,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Bacteroidota,91.34,MAG
TARA_SAMN05326640_METAG_ANE00016,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,94.92,MAG
TARA_SAMN05326640_METAG_ANE00022,0,0,0,0,0,0,0,0,Gamma-Other,77.05,MAG
TARA_SAMN05326640_METAG_ANE00023,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Bacteroidota,82.32,MAG
TARA_SAMN05326640_METAG_ANE00031,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,80.22,MAG
TARA_SAMN05326640_METAG_ANE00033,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,86.36,MAG
TARA_SAMN05326640_METAG_ANE00039,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,81.36,MAG
TARA_SAMN05326640_METAG_ANE00043,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,85.83,MAG
TARA_SAMN05326640_METAG_ANE00069,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteria-Other,82.1,MAG
TARA_SAMN05326640_METAG_ANE00078,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,78.32,MAG
TARA_SAMN05326641_METAG_ANW00012,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Marinisomatota,88.2,MAG
TARA_SAMN05326641_METAG_ANW00013,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Marinisomatota,92.2,MAG
TARA_SAMN05326641_METAG_ANW00016,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,75.57,MAG
TARA_SAMN05326641_METAG_ANW00025,0,0,0,0,0,0,0,0,Chloroflexota,83.1,MAG
TARA_SAMN05326641_METAG_ANW00031,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Other,76.41,MAG
TARA_SAMN05326641_METAG_ANW00040,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Other,82.94,MAG
TARA_SAMN05326641_METAG_ANW00052,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,77.4,MAG
TARA_SAMN05326641_METAG_ANW00054,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,75.47,MAG
TARA_SAMN05326641_METAG_ANW00056,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,80.78,MAG
TARA_SAMN05326642_METAG_ASE00014,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Actinobacteriota,80.59,MAG
GORG_SAMEA6070062_SAGS_AG894A11,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,88.53,SAG
GORG_SAMEA6070075_SAGS_AG894B09,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR86,77.09,SAG
GORG_SAMEA6070115_SAGS_AG894D22,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,84.01,SAG
GORG_SAMEA6070140_SAGS_AG894F23,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR86,78.53,SAG
GORG_SAMEA6077500_SAGS_AG333A04,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,88.19,SAG
GORG_SAMEA6077546_SAGS_AG333C10,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,82.49,SAG
GORG_SAMEA6077575_SAGS_AG333D21,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Other,75.48,SAG
GORG_SAMEA6077584_SAGS_AG333E09,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,75.9,SAG
GORG_SAMEA6078819_SAGS_AG457M14,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,84.46,SAG
GORG_SAMEA6078825_SAGS_AG457M20,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,79.44,SAG
GORG_SAMEA6078899_SAGS_AG461B13,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,85.88,SAG
GORG_SAMEA6078903_SAGS_AG461B21,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,80.65,SAG
GORG_SAMEA6078938_SAGS_AG461E04,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,91.36,SAG
GORG_SAMEA6070695_SAGS_AG897D06,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Actinobacteriota,77.56,SAG
GORG_SAMEA6070697_SAGS_AG897D08,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR86,78.21,SAG
GORG_SAMEA6070712_SAGS_AG897E21,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR86,79.68,SAG
GORG_SAMEA6070717_SAGS_AG897F14,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,79.76,SAG
GORG_SAMEA6078141_SAGS_AG343D15,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Alpha-Pelagibacter,79.09,SAG
GORG_SAMEA6078174_SAGS_AG343F07,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,75.23,SAG
BATS_SAMN07137119_METAG_KNPIPJJP,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Archaea-Poseidoniia MGIIb,75.08,MAG
GORG_SAMEA6077220_SAGS_AG325A21,0,0,0,0,0,0,0,0,Alpha-Pelagibacter,75.44,SAG
GORG_SAMEA6077231_SAGS_AG325B10,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Alpha-Pelagibacter,77.52,SAG
GORG_SAMEA6070164_SAGS_AG894I07,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,76.88,SAG
GORG_SAMEA6070175_SAGS_AG894J02,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR86,80.24,SAG
GORG_SAMEA6070205_SAGS_AG894L16,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR86,81.15,SAG
GORG_SAMEA6077702_SAGS_AG333L11,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,83.6,SAG
GORG_SAMEA6069468_SAGS_AG891D16,0,0,0,0,0,0,0,0,Gamma-SAR86,80.55,SAG
GORG_SAMEA6069477_SAGS_AG891E04,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,76.74,SAG
GORG_SAMEA6069495_SAGS_AG891F13,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Gamma-SAR86,78.96,SAG
GORG_SAMEA6069509_SAGS_AG891G11,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR86,75.64,SAG
GORG_SAMEA6069517_SAGS_AG891G23,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,85.84,SAG
GORG_SAMEA6069518_SAGS_AG891I02,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR86,85.8,SAG
GORG_SAMEA6074552_SAGS_AG918D11,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR86,75.16,SAG
GORG_SAMEA6074565_SAGS_AG918E10,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR86,75.4,SAG
GORG_SAMEA6074589_SAGS_AG918G15,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,89.55,SAG
GORG_SAMEA6074600_SAGS_AG918I09,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,76.35,SAG
GORG_SAMEA6074616_SAGS_AG918K06,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR86,80.35,SAG
GORG_SAMEA6074648_SAGS_AG918M15,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,89.97,SAG
GORG_SAMEA6078894_SAGS_AG461B04,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,79.63,SAG
GORG_SAMEA6072285_SAGS_AG907E15,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Alpha-Pelagibacter,82.36,SAG
GORG_SAMEA6072297_SAGS_AG907F09,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,86.52,SAG
GORG_SAMEA6072323_SAGS_AG907I07,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR86,78.68,SAG
GORG_SAMEA6075503_SAGS_AG404K15,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR86,81.19,SAG
GORG_SAMEA6069727_SAGS_AG892G04,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR86,75.94,SAG
GORG_SAMEA6069733_SAGS_AG892G16,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR86,80.95,SAG
GORG_SAMEA6069797_SAGS_AG892M02,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR86,80.32,SAG
GORG_SAMEA6069799_SAGS_AG892M06,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,87.28,SAG
GORG_SAMEA6069811_SAGS_AG892N06,0,0,0,0,0,0,0,0,Alpha-Other,82.39,SAG
GORG_SAMEA6074867_SAGS_AG919P07,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,75.83,SAG
GORG_SAMEA6074868_SAGS_AG919P09,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,82.8,SAG
GORG_SAMEA6074909_SAGS_AG920C23,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR86,77.79,SAG
GORG_SAMEA6074955_SAGS_AG920G17,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,78.68,SAG
GORG_SAMEA6072668_SAGS_AG909C16,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR86,83.47,SAG
GORG_SAMEA6072671_SAGS_AG909C20,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,77.37,SAG
GORG_SAMEA6072677_SAGS_AG909D10,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,78.96,SAG
GORG_SAMEA6072701_SAGS_AG909F08,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,81.24,SAG
GORG_SAMEA6072703_SAGS_AG909F14,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,94.48,SAG
GORG_SAMEA6072712_SAGS_AG909G09,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Other,86.54,SAG
GORG_SAMEA6076010_SAGS_AG414M09,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Alpha-Pelagibacter,77.04,SAG
GORG_SAMEA6076029_SAGS_AG414N20,0,0,0,0,0,0,0,0,Actinobacteriota,85.48,SAG
GORG_SAMEA6076194_SAGS_AG422B15,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,83.29,SAG
GORG_SAMEA6076200_SAGS_AG422B23,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Pelagibacter,86.35,SAG
GORG_SAMEA6076206_SAGS_AG422C08,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,77.75,SAG
GORG_SAMEA6076218_SAGS_AG422C21,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,97.6,SAG
