"","Step1:K11690","Step1:NA","Step1:NA"
"TARA_SAMEA2621779_METAG_IEAICPBK",1,0,0
"TARA_SAMEA2621779_METAG_HNNCJNON",1,0,0
"TARA_SAMEA2621779_METAG_OGPHFCJB",1,0,0
"TARA_SAMEA2621779_METAG_DKBAJOKM",1,0,0
"TARA_SAMEA2621779_METAG_GMJFPEPL",1,0,0
"TARA_SAMEA2621779_METAG_EGGLAPAP",1,0,0
"TARA_SAMEA2621779_METAG_JGBKIAHK",0,0,0
"TARA_SAMEA2621779_METAG_PEKKGEHK",0,0,0
"TARA_SAMEA2621779_METAG_CLKPCFJG",1,0,0
"TARA_SAMEA2621779_METAG_NIMMAMAD",0,0,0
"TARA_SAMEA2621779_METAG_HNILMKAL",1,0,0
"TARA_SAMEA2621779_METAG_LEFFJNGB",1,0,0
"TARA_SAMEA2621779_METAG_CDBOGOBA",0,0,0
"TARA_SAMEA2621779_METAG_BBFFGECH",1,0,0
"TARA_SAMEA2621779_METAG_ADENJHMA",0,0,0
"TARA_SAMEA2619766_METAG_PJEAKBDD",1,0,0
"TARA_SAMEA2619766_METAG_LMODONND",1,0,0
"TARA_SAMEA2619766_METAG_FBJOJBJM",1,0,0
"TARA_SAMEA2619766_METAG_HBBLLENC",0,0,0
"TARA_SAMEA2619766_METAG_HCDNBAED",1,0,0
"TARA_SAMEA2619766_METAG_BAEFHEJJ",1,0,0
"TARA_SAMEA2619766_METAG_EFEKNKAP",1,0,0
"TARA_SAMEA2619766_METAG_AMECHPKE",0,0,0
"TARA_SAMEA2619766_METAG_IKHCOAAC",0,0,0
"TARA_SAMEA2619766_METAG_FBLLGDEP",0,0,0
"TARA_SAMEA2619766_METAG_ECLCIBOP",0,0,0
"TARA_SAMEA2619766_METAG_BAABDMMP",0,0,0
"TARA_SAMEA2619766_METAG_CGLFBANO",1,0,0
"TARA_SAMEA2619766_METAG_FKHOHCNH",0,0,0
"TARA_SAMEA2619766_METAG_MMBBKJHN",0,0,0
"TARA_SAMEA2619766_METAG_BJMAHLLL",0,0,0
"TARA_SAMEA2619766_METAG_LLMFGGNA",0,0,0
"TARA_SAMEA2619766_METAG_PMMLCIDB",1,0,0
"TARA_SAMEA2619766_METAG_DLMCKJNE",0,0,0
"TARA_SAMEA2619766_METAG_KABBCJII",0,0,0
"TARA_SAMEA2619766_METAG_KOKLJFEE",1,0,0
"TARA_SAMEA2619766_METAG_EMONGGHA",1,0,0
"TARA_SAMEA2619766_METAG_ADBBDOFH",0,0,0
"TARA_SAMEA2619766_METAG_LLCPLGLO",1,0,0
"TARA_SAMEA2619766_METAG_LEJBMAFO",0,0,0
"TARA_SAMEA2619766_METAG_GJGPMFCK",0,0,0
"TARA_SAMEA2619766_METAG_OLFALIGK",0,0,0
"TARA_SAMEA2619766_METAG_HNJHHOFD",0,0,0
"TARA_SAMEA2619766_METAG_BLMIFMOJ",0,0,0
"TARA_SAMEA2619766_METAG_NFHPFLBH",1,0,0
"TARA_SAMEA2619766_METAG_JJJIDGLG",0,0,0
"TARA_SAMEA2619766_METAG_KNOAGKJC",0,0,0
"TARA_SAMEA2619766_METAG_KPDAGHED",0,0,0
"TARA_SAMEA2619766_METAG_HGNNIDMM",0,0,0
"TARA_SAMEA2619766_METAG_CIDDMAKC",1,0,0
"TARA_SAMEA2619766_METAG_JNJBLLMH",1,0,0
"TARA_SAMEA2619766_METAG_FCGMBFEO",1,0,0
"TARA_SAMEA2619766_METAG_LFLCLNHA",1,0,0
"TARA_SAMEA2619766_METAG_MJPHDKGL",0,0,0
"TARA_SAMEA2619766_METAG_ELIHCBML",0,0,0
"TARA_SAMEA2619766_METAG_AJGNFBOD",1,0,0
"TARA_SAMEA2619766_METAG_JGALFBLA",1,0,0
"TARA_SAMEA2619766_METAG_HAADPJHF",1,0,0
"TARA_SAMEA2619766_METAG_EKIPGJKD",0,0,0
"TARA_SAMEA2619766_METAG_FDLEKPOM",0,0,0
"TARA_SAMEA2619766_METAG_HDALINPN",0,0,0
"TARA_SAMEA2619766_METAG_EFHLELEJ",0,0,0
"TARA_SAMEA2619766_METAG_EOEHCFCG",0,0,0
"TARA_SAMEA2619766_METAG_KJJCKKIC",1,0,0
"TARA_SAMEA2619766_METAG_AHBEMINN",1,0,0
"TARA_SAMEA2622219_METAG_NBCOAPGJ",0,0,0
"TARA_SAMEA2622219_METAG_FOKHOIFF",0,0,0
"TARA_SAMEA2622219_METAG_DLGPLEHE",1,0,0
"TARA_SAMEA2622219_METAG_MNNBLHLM",1,0,0
"TARA_SAMEA2622219_METAG_KIIILGDE",0,0,0
"TARA_SAMEA2622219_METAG_MJIMADPA",0,0,0
"TARA_SAMEA2622219_METAG_DBHPFOJK",0,0,0
"TARA_SAMEA2622219_METAG_DEMJJGCC",0,0,0
"TARA_SAMEA2622219_METAG_NPFFFINB",0,0,0
"TARA_SAMEA2622219_METAG_LDDDFFNF",1,0,0
"TARA_SAMEA2622219_METAG_KINPOOAO",1,0,0
"TARA_SAMEA2622219_METAG_NMELEONI",0,0,0
"TARA_SAMEA2622219_METAG_ICFDIGDD",0,0,0
"TARA_SAMEA2622219_METAG_NAFGOFII",1,0,0
"TARA_SAMEA2622219_METAG_EGBHNPDA",0,0,0
"TARA_SAMEA2622219_METAG_MGDHFCFD",0,0,0
"TARA_SAMEA2622219_METAG_GBEBKFII",1,0,0
"TARA_SAMEA2622219_METAG_NKBLEKIA",0,0,0
"TARA_SAMEA2622219_METAG_EKACGNHA",1,0,0
"TARA_SAMEA2622219_METAG_HCAGPLNF",1,0,0
"TARA_SAMEA2622219_METAG_OODBHOLC",1,0,0
"TARA_SAMEA2622219_METAG_FOAHMAKD",1,0,0
"TARA_SAMEA2622219_METAG_IPMKALCG",0,0,0
"TARA_SAMEA2622219_METAG_KHPLJHLB",0,0,0
"TARA_SAMEA2622219_METAG_EPMNCCCE",1,0,0
"TARA_SAMEA2622219_METAG_IJFLGBIM",1,0,0
"TARA_SAMEA2622219_METAG_BHLAMIAI",1,0,0
"TARA_SAMEA2622219_METAG_LHMGPEMH",1,0,0
"TARA_SAMEA2622219_METAG_LJIOFDGA",0,0,0
"TARA_SAMEA2622219_METAG_IGKAEOCJ",0,0,0
"BGEO_SAMN07136591_METAG_JNGLGMIN",0,0,0
"TARA_SAMEA2622219_METAG_FONFHPFP",0,0,0
"TARA_SAMEA2622219_METAG_HDAKCLMJ",1,0,0
"TARA_SAMEA2622219_METAG_MMAFGOID",1,0,0
"TARA_SAMEA2622219_METAG_HIOHPJHH",1,0,0
"TARA_SAMEA2622219_METAG_HIBHBOLG",0,0,0
"TARA_SAMEA2622219_METAG_BDAPBJFD",1,0,0
"TARA_SAMEA2622219_METAG_NILEBIOP",0,0,0
"TARA_SAMEA2622219_METAG_DOCIOGFN",1,0,0
"TARA_SAMEA2622219_METAG_JCHEGPDA",0,0,0
"TARA_SAMEA2622219_METAG_GIPFEJAB",0,0,0
"TARA_SAMEA2622219_METAG_CHECNNPH",0,0,0
"TARA_SAMEA2622219_METAG_PJCENJLD",1,0,0
"TARA_SAMEA2622901_METAG_OJIJLFFE",0,0,0
"BGEO_SAMN07136591_METAG_AEBMDJOK",0,0,0
"TARA_SAMEA2622901_METAG_MAABADLJ",1,0,0
"TARA_SAMEA2622901_METAG_HLKJKEMN",0,0,0
"TARA_SAMEA2622901_METAG_PEMIGDID",0,0,0
"TARA_SAMEA2622901_METAG_HMEIDAJP",0,0,0
"TARA_SAMEA2622901_METAG_JDJIJLLB",1,0,0
"TARA_SAMEA2622901_METAG_GAGCMKMO",0,0,0
"TARA_SAMEA2622901_METAG_OEDCMKMN",1,0,0
"TARA_SAMEA2622901_METAG_JJMHKGED",1,0,0
"TARA_SAMEA2622901_METAG_CILCACMP",0,0,0
"TARA_SAMEA2622901_METAG_NOKAILJA",0,0,0
"TARA_SAMEA2622901_METAG_JALPACEB",1,0,0
"TARA_SAMEA2622901_METAG_EIOHCLAE",0,0,0
"TARA_SAMEA2622901_METAG_GPCMIMPK",0,0,0
"TARA_SAMEA2622901_METAG_BCKIDCBI",0,0,0
"TARA_SAMEA2622901_METAG_HINFOEKN",0,0,0
"TARA_SAMEA2622901_METAG_EFBACFJF",0,0,0
"BGEO_SAMN07136591_METAG_EHJMPKIL",0,0,0
"TARA_SAMEA2622901_METAG_CBMBEADD",1,0,0
"TARA_SAMEA2622901_METAG_KFNJBJIO",0,0,0
"TARA_SAMEA2622901_METAG_MELBGIGO",0,0,0
"TARA_SAMEA2622901_METAG_MDNPNPHF",0,0,0
"TARA_SAMEA2622901_METAG_KMFJPDCH",0,0,0
"TARA_SAMEA2622901_METAG_AAKKANIP",0,0,0
"BGEO_SAMN07136579_METAG_OFGAGEAI",0,0,0
"TARA_SAMEA2622048_METAG_OJBANIPE",0,0,0
"TARA_SAMEA2622048_METAG_PBNDAOBM",0,0,0
"TARA_SAMEA2622048_METAG_CDPGMKPF",1,0,0
"TARA_SAMEA2622048_METAG_AFKPCFFI",1,0,0
"TARA_SAMEA2622048_METAG_NFBPIMAH",1,0,0
"TARA_SAMEA2622048_METAG_CFCNBICI",1,0,0
"TARA_SAMEA2622048_METAG_DLHNHHMP",0,0,0
"TARA_SAMEA2622048_METAG_JBIGLMJE",0,0,0
"TARA_SAMEA2622048_METAG_HJBEHACA",1,0,0
"TARA_SAMEA2622048_METAG_FGNBCDHL",1,0,0
"TARA_SAMEA2622048_METAG_KIJODANL",1,0,0
"TARA_SAMEA2622048_METAG_PGPEPOMC",0,0,0
"TARA_SAMEA2622048_METAG_NJCCBHMN",0,0,0
"TARA_SAMEA2622048_METAG_KLNOLBDE",0,0,0
"TARA_SAMEA2622048_METAG_GGHGAFJE",1,0,0
"TARA_SAMEA2622048_METAG_PEPHGIFB",1,0,0
"TARA_SAMEA2622048_METAG_JCJOKGOI",0,0,0
"TARA_SAMEA2622048_METAG_OCDFOFBH",0,0,0
"TARA_SAMEA2622048_METAG_BNLNFFKK",1,0,0
"BGEO_SAMN07136788_METAG_OHHFHPOM",0,0,0
"TARA_SAMEA2622048_METAG_IEPMBNNP",1,0,0
"TARA_SAMEA2622048_METAG_LGLJPOCF",0,0,0
"TARA_SAMEA2622048_METAG_AIJILJAM",1,0,0
"TARA_SAMEA2622048_METAG_ICMDMCFN",0,0,0
"BGEO_SAMN07136798_METAG_ADMILCBH",0,0,0
"BGEO_SAMN07136923_METAG_MAMHFKFL",0,0,0
"TARA_SAMEA2622048_METAG_DHCGGBNN",1,0,0
"TARA_SAMEA2622048_METAG_OJHDIAPM",1,0,0
"TARA_SAMEA2622048_METAG_FOBMLCMF",0,0,0
"TARA_SAMEA2622048_METAG_EFFIMHPG",0,0,0
"HOTS_SAMN07137005_METAG_KKNFIOFA",0,0,0
"TARA_SAMEA2622048_METAG_HOPBDAFB",0,0,0
"TARA_SAMEA2622048_METAG_OJDNFPME",0,0,0
"TARA_SAMEA2622048_METAG_JCNMOEKF",1,0,0
"TARA_SAMEA2622048_METAG_DDMEFBFM",1,0,0
"TARA_SAMEA2622048_METAG_AEMGPKKH",1,0,0
"HOTS_SAMN07137005_METAG_JBGPBOGB",0,0,0
"TARA_SAMEA2622048_METAG_KNCPLJEF",1,0,0
"TARA_SAMEA2622048_METAG_BDGNKOHN",0,0,0
"TARA_SAMEA2622048_METAG_FKHGHMOH",1,0,0
"TARA_SAMEA2622048_METAG_GGPLBPAJ",0,0,0
"TARA_SAMEA2622048_METAG_EEMLLALH",1,0,0
"TARA_SAMEA2591108_METAG_KOCPIGAD",0,0,0
"TARA_SAMEA2591108_METAG_CJFJJFFP",0,0,0
"TARA_SAMEA2591108_METAG_OFDIBOFL",1,0,0
"TARA_SAMEA2591108_METAG_OMMEKIDM",0,0,0
"TARA_SAMEA2591108_METAG_HOFPGFAI",1,0,0
"TARA_SAMEA2591108_METAG_BPECLDGN",0,0,0
"TARA_SAMEA2591108_METAG_NFNLAKJB",1,0,0
"TARA_SAMEA2591108_METAG_GOFFDKLO",0,0,0
"TARA_SAMEA2591108_METAG_DJBDEBDG",1,0,0
"TARA_SAMEA2591108_METAG_NCDHIOGA",0,0,0
"TARA_SAMEA2591108_METAG_JBEEAACL",1,0,0
"TARA_SAMEA2591108_METAG_NIIKFDNC",1,0,0
"TARA_SAMEA2591108_METAG_ODIDJGLH",1,0,0
"TARA_SAMEA2591108_METAG_DFLJNHBI",1,0,0
"TARA_SAMEA2591108_METAG_GHIDHDFO",1,0,0
"TARA_SAMEA2591108_METAG_BPPMCPGE",1,0,0
"TARA_SAMEA2591108_METAG_BIKCFAOC",0,0,0
"TARA_SAMEA2591108_METAG_NEHMELGL",1,0,0
"TARA_SAMEA2591108_METAG_JMKPHGBP",1,0,0
"TARA_SAMEA2591108_METAG_JMKNOPLN",0,0,0
"TARA_SAMEA2591108_METAG_HPDMNEOA",1,0,0
"TARA_SAMEA2591108_METAG_EKIBEBOJ",0,0,0
"TARA_SAMEA2591108_METAG_KONBHJLH",1,0,0
"TARA_SAMEA2591108_METAG_MBICDFGH",1,0,0
"TARA_SAMEA2591108_METAG_NCLOMEAJ",1,0,0
"TARA_SAMEA2591108_METAG_EAPILJOI",0,0,0
"TARA_SAMEA2591108_METAG_FPFPFMLJ",0,0,0
"TARA_SAMEA2591108_METAG_FOOJNPEB",1,0,0
"TARA_SAMEA2591108_METAG_KHAAGCJA",1,0,0
"TARA_SAMEA2621272_METAG_FCFCOBCJ",0,0,0
"TARA_SAMEA2621272_METAG_DNBJPIPE",1,0,0
"TARA_SAMEA2621272_METAG_NBLOMKMN",0,0,0
"TARA_SAMEA2621272_METAG_NGEHNNNM",0,0,0
"TARA_SAMEA2621272_METAG_LOLICIOM",1,0,0
"TARA_SAMEA2621272_METAG_IBCPDKBE",0,0,0
"TARA_SAMEA2621272_METAG_AMCOAAOG",0,0,0
"TARA_SAMEA2621272_METAG_MMNAHIJO",0,0,0
"TARA_SAMEA2621272_METAG_AJKHIIII",0,0,0
"TARA_SAMEA2621272_METAG_EKHCCLLF",1,0,0
"TARA_SAMEA2621272_METAG_PLFIJCMJ",0,0,0
"TARA_SAMEA2621272_METAG_BGIHNGIB",0,0,0
"TARA_SAMEA2621272_METAG_JMCLNKCM",0,0,0
"TARA_SAMEA2621272_METAG_NENGECCK",0,0,0
"TARA_SAMEA2621272_METAG_JNHNJDNO",1,0,0
"HOTS_SAMN07137005_METAG_GINABFPH",0,0,0
"TARA_SAMEA2621272_METAG_DKDADGIC",0,0,0
"TARA_SAMEA2621272_METAG_JOAMDKMI",0,0,0
"TARA_SAMEA2621272_METAG_DJEKCLGO",1,0,0
"TARA_SAMEA2621272_METAG_ILAFJFEC",0,0,0
"TARA_SAMEA2621272_METAG_DJGELHOC",0,0,0
"TARA_SAMEA2621272_METAG_NCAELLKP",1,0,0
"TARA_SAMEA2621272_METAG_AHGFGJPD",0,0,0
"TARA_SAMEA2621272_METAG_LALBAIGI",0,0,0
"TARA_SAMEA2621272_METAG_AHCJALCN",0,0,0
"TARA_SAMEA2621272_METAG_CFDKMAIF",0,0,0
"TARA_SAMEA2621272_METAG_AMFHDFBP",1,0,0
"TARA_SAMEA2621272_METAG_GICBPMAO",0,0,0
"TARA_SAMEA2621272_METAG_IJEBAGAB",1,0,0
"HOTS_SAMN07137011_METAG_AMJDBPKJ",0,0,0
"TARA_SAMEA2621272_METAG_IGFKLIEN",0,0,0
"TARA_SAMEA2621272_METAG_OPKEEAIE",0,0,0
"TARA_SAMEA2621272_METAG_PDMOFJBE",1,0,0
"TARA_SAMEA2621272_METAG_JAOIFJJP",1,0,0
"TARA_SAMEA2621272_METAG_GHJAPDHN",0,0,0
"TARA_SAMEA2620542_METAG_MEOGFAGI",0,0,0
"TARA_SAMEA2620542_METAG_MEJOLPEN",1,0,0
"TARA_SAMEA2620542_METAG_LIMFEJKN",1,0,0
"TARA_SAMEA2620542_METAG_HCNAICEC",0,0,0
"TARA_SAMEA2620542_METAG_EOMGFAEH",1,0,0
"TARA_SAMEA2620542_METAG_PFCGECKB",0,0,0
"TARA_SAMEA2620542_METAG_OBOELFGM",1,0,0
"TARA_SAMEA2620542_METAG_KCCEDNDL",0,0,0
"TARA_SAMEA2620542_METAG_CPCBOODL",0,0,0
"TARA_SAMEA2620542_METAG_MLOOHMLE",0,0,0
"TARA_SAMEA2620542_METAG_ONLINIKD",1,0,0
"TARA_SAMEA2620542_METAG_LONFFNJO",1,0,0
"TARA_SAMEA2620542_METAG_GNDMIAIO",0,0,0
"TARA_SAMEA2620542_METAG_NDCJJCPJ",0,0,0
"TARA_SAMEA2620542_METAG_OHOIIHMI",0,0,0
"TARA_SAMEA2620542_METAG_KHJAEBDN",1,0,0
"TARA_SAMEA2620542_METAG_ANLFJDNO",0,0,0
"TARA_SAMEA2620542_METAG_MAHIJIBD",1,0,0
"TARA_SAMEA2620542_METAG_PCLHDAME",0,0,0
"TARA_SAMEA2620542_METAG_GMCMODKE",0,0,0
"TARA_SAMEA2620542_METAG_EPAOBMJC",0,0,0
"TARA_SAMEA2620542_METAG_MKLDMANM",0,0,0
"TARA_SAMEA2620542_METAG_LDEIECBI",1,0,0
"TARA_SAMEA2620542_METAG_BALAEONC",1,0,0
"TARA_SAMEA2620542_METAG_JHHPJNIO",0,0,0
"TARA_SAMEA2623649_METAG_APCFMDIE",1,0,0
"TARA_SAMEA2623649_METAG_IFABJCBC",1,0,0
"TARA_SAMEA2623649_METAG_ACFBIHJP",1,0,0
"TARA_SAMEA2623649_METAG_LINAFEAP",1,0,0
"BGEO_SAMN07136898_METAG_PCDAHOLL",0,0,0
"TARA_SAMEA2623649_METAG_JNHJPEEE",1,0,0
"TARA_SAMEA2623649_METAG_CEPJDLGC",1,0,0
"TARA_SAMEA2623649_METAG_BHALHCEJ",1,0,0
"TARA_SAMEA2623649_METAG_ELECPGMK",0,0,0
"TARA_SAMEA2623649_METAG_APBJDHIC",0,0,0
"TARA_SAMEA2623649_METAG_PPBBEABF",0,0,0
"TARA_SAMEA2623649_METAG_FFCDNLHJ",0,0,0
"TARA_SAMEA2623649_METAG_OHLBIANM",0,0,0
"TARA_SAMEA2623649_METAG_PKEFJCOD",1,0,0
"TARA_SAMEA2623649_METAG_DLOFAJCM",0,0,0
"BGEO_SAMN07136917_METAG_MPGBLIMC",0,0,0
"TARA_SAMEA2623649_METAG_JPDGPIFI",1,0,0
"TARA_SAMEA2623649_METAG_HGKEPNDK",1,0,0
"BGEO_SAMN07136598_METAG_JGICMFNI",0,0,0
"TARA_SAMEA2623649_METAG_PDFPBOMM",1,0,0
"TARA_SAMEA2623649_METAG_ELOHFHFO",0,0,0
"TARA_SAMEA2623649_METAG_AOOCPAIB",1,0,0
"TARA_SAMEA2623649_METAG_DADPIJML",0,0,0
"TARA_SAMEA2623649_METAG_CNJKOAJF",1,0,0
"TARA_SAMEA2623649_METAG_AIKEBLLA",1,0,0
"TARA_SAMEA2623649_METAG_HJIOONMI",0,0,0
"TARA_SAMEA2623649_METAG_POOEFFPO",1,0,0
"TARA_SAMEA2623649_METAG_OCKCIFMC",1,0,0
"TARA_SAMEA2623649_METAG_GMODMOGD",1,0,0
"TARA_SAMEA2623649_METAG_DELONFLM",0,0,0
"TARA_SAMEA2623649_METAG_PBHDOEAA",0,0,0
"TARA_SAMEA2623649_METAG_IGAPDCOA",0,0,0
"TARA_SAMEA2623649_METAG_HFFEHBMP",1,0,0
"BGEO_SAMN07136598_METAG_LLICEOOH",0,0,0
"TARA_SAMEA2623649_METAG_BPHAKINJ",1,0,0
"TARA_SAMEA2623649_METAG_NLPIOHJM",0,0,0
"TARA_SAMEA2623649_METAG_MPKFGOKM",0,0,0
"TARA_SAMEA2623649_METAG_IKFACADP",0,0,0
"TARA_SAMEA2623649_METAG_KMAIKJEF",0,0,0
"BGEO_SAMN07136598_METAG_KIOPOKEP",0,0,0
"TARA_SAMEA2623649_METAG_FJGIIGMN",0,0,0
"TARA_SAMEA2623649_METAG_PIBNBGAH",0,0,0
"BGEO_SAMN07136521_METAG_MIFBNLBO",0,0,0
"TARA_SAMEA2623649_METAG_MDDJDKJO",0,0,0
"BGEO_SAMN07136956_METAG_PPLEBOCE",0,0,0
"TARA_SAMEA2623649_METAG_BJCNNNFA",0,0,0
"HOTS_SAMN07137041_METAG_NNAEPBKP",0,0,0
"TARA_SAMEA2623649_METAG_DLEMDCFA",0,0,0
"TARA_SAMEA2623649_METAG_GODHDPIM",0,0,0
"BATS_SAMN07137121_METAG_JHHBFBJI",0,0,0
"TARA_SAMEA2623426_METAG_FCAEHENC",1,0,0
"TARA_SAMEA2623426_METAG_HHDLKFCD",0,0,0
"TARA_SAMEA2623426_METAG_FDKAABOF",0,0,0
"TARA_SAMEA2623426_METAG_MOIFBDCC",0,0,0
"TARA_SAMEA2623426_METAG_LDACIKGA",1,0,0
"TARA_SAMEA2623426_METAG_CNBBKDGG",0,0,0
"TARA_SAMEA2623426_METAG_KGGHKKNJ",1,0,0
"TARA_SAMEA2623426_METAG_LJIBGAFG",0,0,0
"TARA_SAMEA2623426_METAG_IIOGEGGI",1,0,0
"TARA_SAMEA2623426_METAG_FMDLPFHJ",0,0,0
"TARA_SAMEA2623426_METAG_OLKLDLEE",0,0,0
"TARA_SAMEA2623426_METAG_OALALJAE",0,0,0
"TARA_SAMEA2623426_METAG_NPPAJOBK",0,0,0
"BATS_SAMN07137121_METAG_IDIPPPOI",0,0,0
"TARA_SAMEA2623426_METAG_AGLNOMEL",0,0,0
"BGEO_SAMN07136937_METAG_PGHJKLJI",0,0,0
"TARA_SAMEA2623426_METAG_FDNBCPEG",0,0,0
"TARA_SAMEA2623426_METAG_GPPHFKFN",1,0,0
"TARA_SAMEA2623426_METAG_OEDPJJCE",0,0,0
"TARA_SAMEA2623426_METAG_ECNEFPJI",0,0,0
"TARA_SAMEA2623426_METAG_EGFONOOK",1,0,0
"TARA_SAMEA2623426_METAG_MPPNCCFH",0,0,0
"TARA_SAMEA2623426_METAG_ICNLJCNE",0,0,0
"TARA_SAMEA2623426_METAG_LGKMEIOC",1,0,0
"TARA_SAMEA2623426_METAG_EIDENEGP",0,0,0
"TARA_SAMEA2623426_METAG_MNBIHDCN",1,0,0
"TARA_SAMEA2623426_METAG_BPPGDEJJ",0,0,0
"TARA_SAMEA2622837_METAG_LGNHAJJH",1,0,0
"TARA_SAMEA2622837_METAG_MNEPLOKD",0,0,0
"TARA_SAMEA2622837_METAG_JFEFLGPD",0,0,0
"TARA_SAMEA2622837_METAG_POOBDMOF",0,0,0
"BGEO_SAMN07136937_METAG_ECDHNNGH",0,0,0
"TARA_SAMEA2622837_METAG_PCMKELBL",1,0,0
"TARA_SAMEA2622837_METAG_PPDOBEOP",0,0,0
"TARA_SAMEA2622837_METAG_DMBFDJMC",0,0,0
"TARA_SAMEA2622837_METAG_OKLLKCJJ",1,0,0
"TARA_SAMEA2622837_METAG_PAODPMMI",1,0,0
"TARA_SAMEA2622837_METAG_DEPIABGA",0,0,0
"TARA_SAMEA2622837_METAG_LLDONMCH",0,0,0
"TARA_SAMEA2622837_METAG_DMCHDHDD",0,0,0
"TARA_SAMEA2622837_METAG_EFHCFHDK",0,0,0
"TARA_SAMEA2622837_METAG_INCIHHJP",1,0,0
"TARA_SAMEA2622837_METAG_AFJNLKBG",1,0,0
"TARA_SAMEA2622837_METAG_MEOGPOJG",0,0,0
"TARA_SAMEA2622837_METAG_BCCMNEFM",0,0,0
"TARA_SAMEA2622837_METAG_LKADBGOG",1,0,0
"TARA_SAMEA2622837_METAG_JMDHKPDK",0,0,0
"TARA_SAMEA2622837_METAG_CJFAICFB",0,0,0
"TARA_SAMEA2622837_METAG_HAIEBHHH",1,0,0
"TARA_SAMEA2622837_METAG_IGLKDKEO",1,0,0
"TARA_SAMEA2622837_METAG_NKJHAEDL",0,0,0
"TARA_SAMEA2622837_METAG_PBNNOGHJ",1,0,0
"TARA_SAMEA2622837_METAG_KOPBDLFL",0,0,0
"TARA_SAMEA2622837_METAG_OCPFBMAE",0,0,0
"TARA_SAMEA2622837_METAG_EKMHKNJP",0,0,0
"TARA_SAMEA2622837_METAG_NGKAGALG",1,0,0
"TARA_SAMEA2622837_METAG_EKOGNPDE",0,0,0
"TARA_SAMEA2622837_METAG_MFPALHAO",1,0,0
"TARA_SAMEA2622837_METAG_NGKGNMGL",0,0,0
"TARA_SAMEA2622837_METAG_MJFDLFFO",0,0,0
"TARA_SAMEA2622837_METAG_NLPHMBBG",0,0,0
"TARA_SAMEA2622837_METAG_JCHHBIOD",0,0,0
"TARA_SAMEA2622837_METAG_ALGNAFPH",0,0,0
"TARA_SAMEA2622837_METAG_ABACJCMN",1,0,0
"TARA_SAMEA2622837_METAG_OADBNFKD",0,0,0
"TARA_SAMEA2622837_METAG_MEPBEJDM",0,0,0
"TARA_SAMEA2622837_METAG_FKFNBBME",1,0,0
"TARA_SAMEA2622837_METAG_FGMJFDLN",1,0,0
"TARA_SAMEA2622837_METAG_KEABLLDN",1,0,0
"TARA_SAMEA2622837_METAG_PKDIIDOD",1,0,0
"TARA_SAMEA2622837_METAG_LIDHFCAE",0,0,0
"TARA_SAMEA2622837_METAG_HKFHPNGN",1,0,0
"TARA_SAMEA2622837_METAG_LGCMKENJ",1,0,0
"TARA_SAMEA2622837_METAG_IKJLGFPC",0,0,0
"TARA_SAMEA2622837_METAG_DAEKNGON",0,0,0
"TARA_SAMEA2622837_METAG_OHGNCFDK",0,0,0
"TARA_SAMEA2622837_METAG_CCBGFOIL",1,0,0
"TARA_SAMEA2622837_METAG_DKBPCFDK",1,0,0
"TARA_SAMEA2622837_METAG_LBBAGGBP",1,0,0
"BGEO_SAMN07136937_METAG_HEBNOAEN",0,0,0
"BGEO_SAMN07136937_METAG_DLDGCOLH",0,0,0
"TARA_SAMEA2622837_METAG_OIEDKMBF",1,0,0
"TARA_SAMEA2622837_METAG_AJEKFIMA",0,0,0
"TARA_SAMEA2622837_METAG_ACJGJHLD",0,0,0
"TARA_SAMEA2622837_METAG_IIMIOPIN",0,0,0
"TARA_SAMEA2622837_METAG_EEAAEEEP",1,0,0
"TARA_SAMEA2622837_METAG_PICCFCLG",1,0,0
"TARA_SAMEA2622837_METAG_GGHONALD",1,0,0
"HOTS_SAMN07137026_METAG_DBMOJJPB",0,0,0
"BATS_SAMN07137074_METAG_JOKCIODF",0,0,0
"TARA_SAMEA2622837_METAG_HPIFENBA",0,0,0
"TARA_SAMEA2622837_METAG_CMKBIMFB",0,0,0
"TARA_SAMEA2622837_METAG_DIEJOOIG",0,0,0
"TARA_SAMEA2622837_METAG_JMIPGBMD",0,0,0
"TARA_SAMEA2622837_METAG_CAHEMFBC",1,0,0
"TARA_SAMEA2622837_METAG_PAGDCIPC",0,0,0
"TARA_SAMEA2622837_METAG_MBGGEPMM",0,0,0
"TARA_SAMEA2622837_METAG_DHLEKNNL",0,0,0
"BATS_SAMN07137074_METAG_HKNDDMEK",0,0,0
"TARA_SAMEA2622837_METAG_HCKPFPPA",0,0,0
"TARA_SAMEA2622837_METAG_KJAMIEOL",0,0,0
"TARA_SAMEA2622837_METAG_LLAFGGMN",1,0,0
"TARA_SAMEA2622837_METAG_GEIMFLCH",1,0,0
"TARA_SAMEA2622837_METAG_LLOAJMJC",0,0,0
"TARA_SAMEA2622837_METAG_JDCOCOFJ",0,0,0
"TARA_SAMEA2622837_METAG_DFALLEAE",0,0,0
"TARA_SAMEA2622837_METAG_GANEHNPH",0,0,0
"BGEO_SAMN07136492_METAG_NHOPHFBD",0,0,0
"TARA_SAMEA2622837_METAG_NMFDCBGC",1,0,0
"TARA_SAMEA2622837_METAG_HCIEGOAC",1,0,0
"BGEO_SAMN07136949_METAG_IFJLIKFG",0,0,0
"TARA_SAMEA2622837_METAG_HEOCGLNP",0,0,0
