,Step1,Step2,Step3,Subpathway1,Subpathway2,MaxCompletion,Group,Completion,Type
TARA_SAMEA2622149_METAG_KBBPBIEA,0,0,0,0,0,0,Marinisomatota,81.06,MAG
TARA_SAMEA2622149_METAG_NNGGIKCJ,0,0,1,0,1,1,Actinobacteriota,82.44,MAG
TARA_SAMEA2622149_METAG_EOGDNFIK,0,0,0,0,0,0,Marinisomatota,80.54,MAG
TARA_SAMEA2622149_METAG_ANKDFABB,0,0,0,0,0,0,Marinisomatota,82.68,MAG
TARA_SAMEA2622149_METAG_PEPLBJAF,0,0,0,0,0,0,Marinisomatota,80.09,MAG
TARA_SAMEA2622149_METAG_OFOAFMEP,0,0,0,0,0,0,Patescibacteria,76.56,MAG
TARA_SAMEA2622149_METAG_FANDIGEF,0,0,0,0,0,0,Gamma-Other,84.12,MAG
TARA_SAMEA2622149_METAG_MOIDLNOH,1,0,0,0.5,0,0.5,Bacteroidota,77.58,MAG
TARA_SAMEA2622149_METAG_JJHHKGIN,0,0,0,0,0,0,Actinobacteriota,79.46,MAG
TARA_SAMEA2622149_METAG_DLLLMGMO,0,0,1,0,1,1,Gamma-SAR86,79.58,MAG
TARA_SAMEA2623275_METAG_MNHNLNNE,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,77.14,MAG
TARA_SAMEA2623868_METAG_HJLNMGIH,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.72,MAG
TARA_SAMEA2591057_METAG_BHJMOKBG,0,0,1,0,1,1,Alpha-Other,97.72,MAG
TARA_SAMEA2591057_METAG_NKJLBOGH,0,0,1,0,1,1,Gamma-Other,87.54,MAG
TARA_SAMEA2591057_METAG_BGGHCCFF,0,1,0,0.5,0,0.5,Alpha-Rhodobacter-LowGC,85.71,MAG
TARA_SAMEA2591057_METAG_BNLAPCAD,0,0,0,0,0,0,Alpha-Other,81.8,MAG
TARA_SAMEA2591057_METAG_DJAMAFCJ,0,0,0,0,0,0,Bacteroidota,84.26,MAG
TARA_SAMEA2591057_METAG_PNLGLEFB,0,1,0,0.5,0,0.5,Alpha-Puniceispirilla,77.18,MAG
TARA_SAMEA2591057_METAG_HGIMFGLO,0,0,0,0,0,0,Bacteroidota,78.98,MAG
TARA_SAMEA2591057_METAG_IAEIEBLI,0,0,0,0,0,0,Gamma-SAR86,83.24,MAG
TARA_SAMEA2620828_METAG_MBKEEICB,0,0,1,0,1,1,Actinobacteriota,80.46,MAG
TARA_SAMEA2620828_METAG_CCGNJGLP,0,0,1,0,1,1,Actinobacteriota,81.14,MAG
TARA_SAMEA2620828_METAG_IPGCFPEE,0,0,0,0,0,0,Chloroflexota,83.99,MAG
TARA_SAMEA2620828_METAG_HNDLMPML,0,0,0,0,0,0,SAR324,78.96,MAG
TARA_SAMEA2620828_METAG_BFLLNNEO,0,0,0,0,0,0,Chloroflexota,75.78,MAG
TARA_SAMEA2620828_METAG_BKBEAKDL,0,0,0,0,0,0,Alpha-Other,76.04,MAG
TARA_SAMEA2623868_METAG_AHMAFADD,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,81.81,MAG
TARA_SAMEA2621013_METAG_FHBCEPPH,0,0,0,0,0,0,Gamma-Alteromonas,78.21,MAG
TARA_SAMEA2621013_METAG_HJEGMEDL,0,0,0,0,0,0,Actinobacteriota,91.56,MAG
TARA_SAMEA2621013_METAG_GHNACFLA,1,1,0,1,0,1,Alpha-Rhodobacter-LowGC,81.18,MAG
TARA_SAMEA2621013_METAG_HEOKAEBJ,0,0,0,0,0,0,Gamma-Other,76.54,MAG
TARA_SAMEA2620000_METAG_PHAPBFFE,0,0,0,0,0,0,Gamma-Other,80.79,MAG
TARA_SAMEA2620000_METAG_FODMEMJC,0,0,1,0,1,1,Gamma-Other,86.02,MAG
TARA_SAMEA2620000_METAG_NLNNLOAL,0,0,1,0,1,1,Gamma-SAR86,75.58,MAG
TARA_SAMEA2622021_METAG_HPKKJKHP,0,0,1,0,1,1,Actinobacteriota,86.68,MAG
TARA_SAMEA2622021_METAG_KNJHEPIC,0,0,0,0,0,0,Marinisomatota,84.64,MAG
TARA_SAMEA2622021_METAG_LODGFNPF,0,0,0,0,0,0,Bacteroidota,86.72,MAG
TARA_SAMEA2622021_METAG_LAILKBCN,0,0,0,0,0,0,Actinobacteriota,86.74,MAG
TARA_SAMEA2622021_METAG_CCKCJKOB,0,0,0,0,0,0,Dadabacteria,86.76,MAG
TARA_SAMEA2622021_METAG_IHKGGJDE,0,0,0,0,0,0,Gamma-SAR86,79.97,MAG
TARA_SAMEA2622021_METAG_IEJFOHBI,0,0,1,0,1,1,Gamma-SAR86,79.68,MAG
TARA_SAMEA2622021_METAG_CHGKKNHA,0,0,0,0,0,0,Gamma-SAR86,78.55,MAG
TARA_SAMEA2623370_METAG_EOHOGHGH,0,0,0,0,0,0,Marinisomatota,83.77,MAG
TARA_SAMEA2623155_METAG_JMHMLONB,0,1,1,0.5,1,1,Actinobacteriota,90.9,MAG
TARA_SAMEA2623155_METAG_GKOBEDDH,0,0,0,0,0,0,Marinisomatota,92.92,MAG
TARA_SAMEA2623155_METAG_EPLECKIF,0,0,1,0,1,1,Gamma-Other,82.24,MAG
TARA_SAMEA2623155_METAG_GALNHCHL,0,1,1,0.5,1,1,Actinobacteriota,92.31,MAG
TARA_SAMEA2623155_METAG_FOKGGLBB,0,0,0,0,0,0,Marinisomatota,92.18,MAG
TARA_SAMEA2623155_METAG_CEDEKABF,0,0,0,0,0,0,Bacteroidota,88.37,MAG
TARA_SAMEA2623155_METAG_PBCBNDCD,0,0,0,0,0,0,Marinisomatota,89.28,MAG
TARA_SAMEA2623155_METAG_LDPNAMMP,0,0,0,0,0,0,Bacteroidota,87.75,MAG
TARA_SAMEA2623155_METAG_FNNLCFGK,0,0,1,0,1,1,Actinobacteriota,81.44,MAG
TARA_SAMEA2623155_METAG_KNMGIBFI,0,0,0,0,0,0,Marinisomatota,84.2,MAG
TARA_SAMEA2623155_METAG_NJGAEKOE,0,0,0,0,0,0,Marinisomatota,85.25,MAG
TARA_SAMEA2623155_METAG_NHHIEKGH,0,0,1,0,1,1,Gemmatimonadota,86.33,MAG
TARA_SAMEA2623155_METAG_HEBLJLEI,0,1,0,0.5,0,0.5,SAR324,83.78,MAG
TARA_SAMEA2623155_METAG_FCMBOPCO,0,0,0,0,0,0,Marinisomatota,84.74,MAG
TARA_SAMEA2623155_METAG_KDAKGJEN,0,1,0,0.5,0,0.5,Alpha-Other,85.38,MAG
TARA_SAMEA2623155_METAG_GGGBMELF,0,0,0,0,0,0,Chloroflexota,79.21,MAG
TARA_SAMEA2623155_METAG_MCOPGOAH,1,1,0,1,0,1,Gemmatimonadota,77.36,MAG
TARA_SAMEA2623155_METAG_OAAIKLLM,0,0,0,0,0,0,Marinisomatota,76.18,MAG
TARA_SAMEA2623155_METAG_HBDCIMFD,0,0,0,0,0,0,Marinisomatota,76.31,MAG
TARA_SAMEA2623155_METAG_OOHKDFIH,0,0,0,0,0,0,Marinisomatota,75.16,MAG
TARA_SAMEA2622499_METAG_NONMCIHF,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,80.18,MAG
TARA_SAMEA2622402_METAG_KCFGFBOG,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.28,MAG
TARA_SAMEA2622402_METAG_HGMFGDKF,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,79.73,MAG
TARA_SAMEA2619818_METAG_IPBHECHK,0,0,0,0,0,0,Alpha-Other,87.41,MAG
TARA_SAMEA2619818_METAG_OAKMADNK,0,1,0,0.5,0,0.5,SAR324,87.69,MAG
TARA_SAMEA2622402_METAG_IOHAHFOL,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,78.54,MAG
TARA_SAMEA2591122_METAG_NKMKLIKH,0,0,0,0,0,0,Marinisomatota,91.48,MAG
TARA_SAMEA2591122_METAG_PKPLHAPE,0,0,0,0,0,0,Marinisomatota,91.6,MAG
TARA_SAMEA2591122_METAG_AGLJEJJF,0,0,0,0,0,0,Marinisomatota,82.08,MAG
TARA_SAMEA2591122_METAG_NFNMCJMA,0,0,0,0,0,0,Alpha-Other,79.78,MAG
TARA_SAMEA2591122_METAG_CBKJPCMG,0,0,0,0,0,0,Bacteroidota,84.78,MAG
TARA_SAMEA2591122_METAG_OKANJJLB,0,0,0,0,0,0,Gamma-SAR86,85.12,MAG
TARA_SAMEA2591122_METAG_MFKOLMLB,0,0,0,0,0,0,Verrucomicrobiota,78.81,MAG
TARA_SAMEA2591122_METAG_GMKELHGK,1,0,0,0.5,0,0.5,Alpha-Rhodobacter,76.32,MAG
TARA_SAMEA2591122_METAG_BKBPJCOO,0,0,0,0,0,0,Gamma-Other,77.01,MAG
TARA_SAMEA2620666_METAG_NOABJILO,0,0,0,0,0,0,Marinisomatota,90.82,MAG
TARA_SAMEA2620666_METAG_CLMJMHDG,0,1,0,0.5,0,0.5,Alpha-Other,90.25,MAG
TARA_SAMEA2620666_METAG_AJFFJEEN,0,0,1,0,1,1,Gemmatimonadota,86.16,MAG
TARA_SAMEA2620666_METAG_NPOJBMEG,0,0,0,0,0,0,Marinisomatota,84,MAG
TARA_SAMEA2620666_METAG_IBHKDHPO,0,0,0,0,0,0,Marinisomatota,75.31,MAG
TARA_SAMEA2620666_METAG_IIJAOAOI,0,0,0,0,0,0,Gamma-Other,81.3,MAG
TARA_SAMEA2620666_METAG_DEDEDBIK,0,0,0,0,0,0,Alpha-Pelagibacter,75.15,MAG
TARA_SAMEA2623135_METAG_JEBBDGCH,0,0,0,0,0,0,Alpha-Other,89.48,MAG
TARA_SAMEA2623135_METAG_ACOPPEKD,0,0,0,0,0,0,Verrucomicrobiota,81.14,MAG
TARA_SAMEA2623135_METAG_ADKAGOMC,0,0,0,0,0,0,Verrucomicrobiota,87.52,MAG
TARA_SAMEA2623135_METAG_FBKPEOOB,0,0,0,0,0,0,Bacteroidota,85.62,MAG
TARA_SAMEA2623135_METAG_DBLCDEFD,0,0,0,0,0,0,Verrucomicrobiota,78.56,MAG
TARA_SAMEA2623135_METAG_OFDKOGHH,1,1,0,1,0,1,Alpha-Rhodobacter-LowGC,82.58,MAG
TARA_SAMEA2623135_METAG_KGDHLMLN,0,0,1,0,1,1,Gamma-SAR86,79.76,MAG
TARA_SAMEA2623135_METAG_DLKCNDNH,0,0,1,0,1,1,Gamma-SAR86,78.97,MAG
TARA_SAMEA2619678_METAG_AGIPMOEC,0,0,1,0,1,1,Actinobacteriota,92.78,MAG
TARA_SAMEA2619678_METAG_PCEKNLHD,0,0,1,0,1,1,Gamma-Other,79.15,MAG
TARA_SAMEA2619678_METAG_KIHIEFFO,0,0,0,0,0,0,Bacteroidota,87.4,MAG
TARA_SAMEA2619678_METAG_JBJIBNDK,0,0,0,0,0,0,Marinisomatota,81.9,MAG
TARA_SAMEA2619678_METAG_CENNDHAJ,0,0,0,0,0,0,Gamma-Other,88.57,MAG
TARA_SAMEA2619678_METAG_BFHEIMBD,0,0,0,0,0,0,Marinisomatota,85.1,MAG
TARA_SAMEA2619678_METAG_DAHJDDLB,0,0,0,0,0,0,Bacteroidota,83.16,MAG
TARA_SAMEA2619678_METAG_DJALJIJF,0,0,1,0,1,1,Gamma-Other,82.47,MAG
TARA_SAMEA2619678_METAG_OKNIIMAO,0,0,0,0,0,0,Marinisomatota,81.65,MAG
TARA_SAMEA2619678_METAG_PPAFOCHN,0,0,0,0,0,0,Marinisomatota,76.61,MAG
TARA_SAMEA2619678_METAG_CNEAICJP,0,1,0,0.5,0,0.5,Alpha-Pelagibacter,78.1,MAG
TARA_SAMEA2619678_METAG_EIGECDOP,0,0,0,0,0,0,Gamma-SAR86,84.28,MAG
TARA_SAMEA2619678_METAG_OHBJEOMF,0,0,1,0,1,1,Gamma-Other,75.82,MAG
TARA_SAMEA2619678_METAG_LKAPHJCO,0,0,0,0,0,0,Gamma-SAR86,78.3,MAG
TARA_SAMEA2622219_METAG_AJCCJKGH,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,83.72,MAG
TARA_SAMEA2622219_METAG_JOCNKLGP,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,82.28,MAG
TARA_SAMEA2622568_METAG_NIPMGLIE,0,0,0,0,0,0,Chloroflexota,91.53,MAG
TARA_SAMEA2622568_METAG_NDNHAAHH,0,0,0,0,0,0,Marinisomatota,94,MAG
TARA_SAMEA2622568_METAG_JIEMLICG,0,0,0,0,0,0,Marinisomatota,91.29,MAG
TARA_SAMEA2622568_METAG_EDOILDOD,0,0,0,0,0,0,Bacteroidota,87.89,MAG
TARA_SAMEA2622568_METAG_NEPFNGEG,0,0,0,0,0,0,Chloroflexota,86.4,MAG
TARA_SAMEA2622568_METAG_FNEKIODI,0,1,1,0.5,1,1,Actinobacteriota,81.18,MAG
TARA_SAMEA2622568_METAG_EMAGPNEG,0,0,0,0,0,0,Chloroflexota,79.14,MAG
TARA_SAMEA2622568_METAG_ABOAAEMM,0,1,0,0.5,0,0.5,Gamma-Other,84.07,MAG
TARA_SAMEA2622568_METAG_DIMAINLL,0,0,0,0,0,0,Chloroflexota,79.38,MAG
TARA_SAMEA2622568_METAG_DKEPOBLK,0,1,0,0.5,0,0.5,Alpha-Other,86.01,MAG
TARA_SAMEA2622568_METAG_KOKIFIOJ,0,0,0,0,0,0,Acidobacteriota,79.96,MAG
TARA_SAMEA2622568_METAG_BLIGGIGB,0,0,0,0,0,0,Alpha-Other,75.55,MAG
TARA_SAMEA2622568_METAG_FCFEIPFJ,0,0,0,0,0,0,Gamma-Other,80.54,MAG
TARA_SAMEA2622568_METAG_EMKDAIMB,0,0,0,0,0,0,Marinisomatota,77.46,MAG
TARA_SAMEA2622568_METAG_DKBINPBN,0,0,0,0,0,0,Bacteria-Other,77.56,MAG
TARA_SAMEA2620672_METAG_CBEKHACD,0,0,0,0,0,0,Alpha-Other,96.04,MAG
TARA_SAMEA2620672_METAG_KFKLPBLG,1,1,0,1,0,1,Alpha-Rhodobacter,77.44,MAG
TARA_SAMEA2620672_METAG_HPIIGKLM,0,0,0,0,0,0,Alpha-Other,79.64,MAG
TARA_SAMEA2622901_METAG_GPOAHCIN,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,83.86,MAG
TARA_SAMEA2621423_METAG_ODFBMHGD,0,0,0,0,0,0,Gamma-Other,93.38,MAG
TARA_SAMEA2621423_METAG_HINHENBD,1,1,1,1,1,1,Alpha-Rhodobacter-LowGC,89.57,MAG
TARA_SAMEA2621423_METAG_HFECBNAM,1,1,0,1,0,1,Alpha-Rhodobacter-LowGC,82.16,MAG
TARA_SAMEA2620404_METAG_BCCEBMIN,0,0,0,0,0,0,Verrucomicrobiota,93.42,MAG
TARA_SAMEA2620404_METAG_PKFBMPKO,0,0,0,0,0,0,Gamma-SAR86,79.14,MAG
TARA_SAMEA2620404_METAG_OMNJKGGL,0,0,0,0,0,0,Gamma-SAR86,78.84,MAG
TARA_SAMEA2619376_METAG_KNIOHDBN,0,0,0,0,0,0,Marinisomatota,88.56,MAG
TARA_SAMEA2619376_METAG_IKAKOBEA,0,0,0,0,0,0,Alpha-Pelagibacter,81.31,MAG
TARA_SAMEA2619376_METAG_DAPFDOOO,0,0,0,0,0,0,Verrucomicrobiota,83.19,MAG
TARA_SAMEA2619376_METAG_GOOCBCNP,0,0,0,0,0,0,Verrucomicrobiota,80.89,MAG
TARA_SAMEA2619376_METAG_CIMNPOML,0,0,0,0,0,0,Gamma-Other,77.48,MAG
TARA_SAMEA2619376_METAG_CEOLAEFM,0,1,0,0.5,0,0.5,Alpha-Rhodobacter,79.46,MAG
TARA_SAMEA2619376_METAG_NFOJNJFA,0,0,0,0,0,0,Gamma-SAR86,81.46,MAG
TARA_SAMEA2619376_METAG_EJJJKIMK,0,0,1,0,1,1,Gamma-Other,75.87,MAG
TARA_SAMEA2620756_METAG_JIGMMAHO,0,0,0,0,0,0,Alpha-Other,85.74,MAG
TARA_SAMEA2620756_METAG_NONPAMNB,0,0,0,0,0,0,Marinisomatota,82.02,MAG
TARA_SAMEA2620756_METAG_MHIIBKIP,0,0,0,0,0,0,Gamma-SAR86,76.96,MAG
TARA_SAMEA2620995_METAG_CPCOKCCE,0,1,1,0.5,1,1,Gamma-Other,93.72,MAG
TARA_SAMEA2620995_METAG_LKNHAAFI,0,0,0,0,0,0,Marinisomatota,91.82,MAG
TARA_SAMEA2620995_METAG_OFLFCMCO,0,0,0,0,0,0,Marinisomatota,91.46,MAG
TARA_SAMEA2620995_METAG_ALEEMNPE,0,1,1,0.5,1,1,Actinobacteriota,91.77,MAG
TARA_SAMEA2620995_METAG_BAIHPDEG,0,0,0,0,0,0,Marinisomatota,89.42,MAG
TARA_SAMEA2620995_METAG_KDIABAAD,0,0,0,0,0,0,Alpha-Pelagibacter,87.62,MAG
TARA_SAMEA2620995_METAG_FMDGPEDJ,0,0,0,0,0,0,Marinisomatota,87.4,MAG
TARA_SAMEA2620995_METAG_BKONFDOL,0,1,1,0.5,1,1,Actinobacteriota,82.42,MAG
TARA_SAMEA2620995_METAG_KPNGAMOD,0,0,0,0,0,0,Gamma-Other,87.18,MAG
TARA_SAMEA2620995_METAG_BDJIHGBP,0,0,1,0,1,1,Gamma-Other,85.62,MAG
TARA_SAMEA2620995_METAG_LGGJLLMA,0,0,0,0,0,0,Marinisomatota,82.68,MAG
TARA_SAMEA2620995_METAG_CAMHCCAA,0,0,0,0,0,0,Alpha-Other,79.76,MAG
TARA_SAMEA2620995_METAG_PNCLGBAG,0,0,0,0,0,0,Gamma-Other,82.11,MAG
TARA_SAMEA2620995_METAG_OCKFMBPJ,1,0,0,0.5,0,0.5,Bacteroidota,82.22,MAG
TARA_SAMEA2622048_METAG_EDPELLCB,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,78.6,MAG
TARA_SAMEA2623116_METAG_HDAFLMCO,0,0,0,0,0,0,Verrucomicrobiota,93.76,MAG
TARA_SAMEA2623116_METAG_GHLJONKC,0,0,0,0,0,0,Verrucomicrobiota,85.02,MAG
TARA_SAMEA2623116_METAG_AKICMCEA,0,0,1,0,1,1,Gamma-Other,85.55,MAG
TARA_SAMEA2623116_METAG_IIDMBAGO,0,0,0,0,0,0,Gamma-Other,84.93,MAG
TARA_SAMEA2623116_METAG_FNCKCDOP,0,0,0,0,0,0,Alpha-Other,82.66,MAG
TARA_SAMEA2623116_METAG_DGGOKKIE,0,0,0,0,0,0,Gamma-Other,78.9,MAG
TARA_SAMEA2623116_METAG_LMKNDBMH,0,0,0,0,0,0,Verrucomicrobiota,75.02,MAG
TARA_SAMEA2623116_METAG_BDHHDMKC,1,0,0,0.5,0,0.5,Alpha-Rhodobacter,77.48,MAG
TARA_SAMEA2623116_METAG_DJIIKHOC,0,0,0,0,0,0,Gamma-SAR86,77.76,MAG
TARA_SAMEA2623116_METAG_MJHACBBH,0,0,0,0,0,0,Verrucomicrobiota,77.22,MAG
TARA_SAMEA2623116_METAG_PHOOBEJH,0,0,0,0,0,0,Gamma-SAR86,76.93,MAG
TARA_SAMEA2623116_METAG_NDOPKABI,0,0,1,0,1,1,Gamma-Other,75.6,MAG
TARA_SAMEA2623116_METAG_IDGLDLOI,0,0,1,0,1,1,Gamma-SAR86,80.28,MAG
TARA_SAMEA2623116_METAG_KMOCPGFL,0,0,1,0,1,1,Gamma-SAR86,75.72,MAG
TARA_SAMEA2622478_METAG_GKAPCMJJ,0,0,1,0,1,1,Actinobacteriota,90.18,MAG
TARA_SAMEA2622478_METAG_EMHPDFDN,0,0,0,0,0,0,Alpha-Other,86.58,MAG
TARA_SAMEA2622478_METAG_HNDHKFBA,0,0,0,0,0,0,Actinobacteriota,84,MAG
TARA_SAMEA2622478_METAG_PPGKGBFK,0,0,0,0,0,0,Actinobacteriota,88.81,MAG
TARA_SAMEA2622478_METAG_BPPIGFJK,0,0,0,0,0,0,Bacteroidota,88.1,MAG
TARA_SAMEA2622478_METAG_GCKNGJNH,0,0,0,0,0,0,Marinisomatota,78.26,MAG
TARA_SAMEA2622478_METAG_LKJACLIN,0,0,0,0,0,0,Verrucomicrobiota,80.69,MAG
TARA_SAMEA2622478_METAG_HAEEGDCL,0,0,0,0,0,0,SAR324,83.82,MAG
TARA_SAMEA2622478_METAG_JHFPIJDG,0,0,0,0,0,0,Dadabacteria,85.46,MAG
TARA_SAMEA2622478_METAG_LAAJFJHM,0,0,0,0,0,0,Alpha-Other,79.5,MAG
TARA_SAMEA2622478_METAG_GGJODNPK,0,0,0,0,0,0,Bacteria-Other,75.17,MAG
TARA_SAMEA2621272_METAG_LODNDPBB,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,86.08,MAG
TARA_SAMEA2621272_METAG_EHAEELFH,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,83.58,MAG
TARA_SAMEA2619667_METAG_NGAKALOM,0,0,0,0,0,0,Alpha-Pelagibacter,85.76,MAG
TARA_SAMEA2619667_METAG_OAAABDFI,0,0,0,0,0,0,Dadabacteria,90.21,MAG
TARA_SAMEA2619667_METAG_CACCAJGJ,0,0,1,0,1,1,Gamma-Other,85.85,MAG
TARA_SAMEA2619667_METAG_CEIMOBAF,0,0,0,0,0,0,Marinisomatota,85.82,MAG
TARA_SAMEA2619667_METAG_CMBNKIEI,0,0,0,0,0,0,Bacteroidota,82.12,MAG
TARA_SAMEA2619667_METAG_GIIOCIGA,0,0,0,0,0,0,Gamma-Other,80.93,MAG
TARA_SAMEA2619667_METAG_FDEOHNBF,0,0,0,0,0,0,Marinisomatota,75.43,MAG
TARA_SAMEA2619667_METAG_KOHIGACA,0,0,0,0,0,0,Gamma-Other,83.22,MAG
TARA_SAMEA2619667_METAG_AACMAMMH,0,0,0,0,0,0,Gamma-SAR86,80.04,MAG
TARA_SAMEA2619667_METAG_LKEEHNFA,0,0,0,0,0,0,Gamma-SAR86,76.81,MAG
TARA_SAMEA2619667_METAG_AILLMMLN,0,0,0,0,0,0,Gamma-SAR86,77.6,MAG
TARA_SAMEA2619667_METAG_CGPIMNNL,0,0,0,0,0,0,Gamma-SAR86,75.37,MAG
TARA_SAMEA2623446_METAG_KGJGAAJI,0,0,0,0,0,0,Alpha-Other,87.02,MAG
TARA_SAMEA2623446_METAG_ALAALNDP,1,1,0,1,0,1,Alpha-Rhodobacter,89.35,MAG
TARA_SAMEA2623446_METAG_BDPKAPCH,0,0,0,0,0,0,Alpha-Other,81.65,MAG
TARA_SAMEA2623446_METAG_JCAGGBBN,0,1,0,0.5,0,0.5,Alpha-Rhodobacter-LowGC,82.1,MAG
TARA_SAMEA2623446_METAG_CNPCAJPD,0,0,0,0,0,0,Bacteroidota,80.09,MAG
TARA_SAMEA2623446_METAG_CLPIDPFC,0,0,0,0,0,0,Bacteroidota,76.84,MAG
TARA_SAMEA2621155_METAG_PNDFJIDI,0,1,0,0.5,0,0.5,Alpha-Pelagibacter,83.28,MAG
TARA_SAMEA2621155_METAG_NBLBFJOH,0,0,0,0,0,0,Alpha-Other,88.74,MAG
TARA_SAMEA2621155_METAG_BLPICKFJ,0,0,0,0,0,0,Bacteria-Other,89.6,MAG
TARA_SAMEA2621155_METAG_FLNGPOHE,0,1,0,0.5,0,0.5,Alpha-Other,85.31,MAG
TARA_SAMEA2621155_METAG_GFPMKBCA,0,0,0,0,0,0,Bacteroidota,82.36,MAG
TARA_SAMEA2621155_METAG_HJBFHPEP,0,0,0,0,0,0,Actinobacteriota,80.44,MAG
TARA_SAMEA2621155_METAG_FAEIPIKM,0,1,0,0.5,0,0.5,Actinobacteriota,82.48,MAG
TARA_SAMEA2621155_METAG_CFOMCELO,0,0,0,0,0,0,Gamma-Other,75.26,MAG
TARA_SAMEA2620542_METAG_BNDJIAOH,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,78.18,MAG
TARA_SAMEA2623488_METAG_HFHNMJLM,0,0,0,0,0,0,Bacteroidota,90.69,MAG
TARA_SAMEA2623488_METAG_DFLKNGKI,0,0,0,0,0,0,Marinisomatota,91.38,MAG
TARA_SAMEA2623488_METAG_PGDAPALK,0,0,0,0,0,0,Chloroflexota,88.58,MAG
TARA_SAMEA2623488_METAG_LFMKGOGC,0,0,0,0,0,0,Alpha-Other,76.34,MAG
TARA_SAMEA2623488_METAG_GJIHJEOC,0,0,0,0,0,0,Alpha-Other,89.09,MAG
TARA_SAMEA2623488_METAG_GIHIDHOE,0,0,1,0,1,1,Actinobacteriota,78.44,MAG
TARA_SAMEA2623488_METAG_MLPBMLDA,0,0,0,0,0,0,Bacteroidota,80.63,MAG
TARA_SAMEA2623488_METAG_FCCCELGA,0,0,0,0,0,0,Actinobacteriota,77.76,MAG
TARA_SAMEA2623488_METAG_LHIBGJCF,0,0,0,0,0,0,Marinisomatota,78.01,MAG
TARA_SAMEA2623488_METAG_DOHFKJIJ,0,1,1,0.5,1,1,Gamma-Other,76.03,MAG
TARA_SAMEA2623488_METAG_EANOCOMF,0,0,0,0,0,0,Marinisomatota,76.27,MAG
TARA_SAMEA2623649_METAG_BOJIOIGP,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.41,MAG
TARA_SAMEA2623649_METAG_APLNANDN,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,79.9,MAG
TARA_SAMEA4397278_METAG_KFCICLPM,0,0,1,0,1,1,Gamma-Other,97.36,MAG
TARA_SAMEA4397278_METAG_OBBPFILF,0,0,0,0,0,0,Bacteroidota,96.06,MAG
TARA_SAMEA4397278_METAG_OFKBPLAF,0,0,0,0,0,0,Bacteroidota,92.67,MAG
TARA_SAMEA4397278_METAG_KLBKGHAE,0,0,1,0,1,1,Alpha-Other,84.38,MAG
TARA_SAMEA4397278_METAG_IHJOELLL,0,0,0,0,0,0,Bacteroidota,80.24,MAG
TARA_SAMEA4397278_METAG_GPKKHNOL,1,1,0,1,0,1,Alpha-Rhodobacter-LowGC,86.22,MAG
TARA_SAMEA4397278_METAG_LBEDCLCP,0,0,0,0,0,0,Gamma-SAR92,75.53,MAG
TARA_SAMEA2621401_METAG_GADFMMBD,0,0,0,0,0,0,Bacteroidota,96.05,MAG
TARA_SAMEA2621401_METAG_JHIAHNCD,0,0,0,0,0,0,Bacteroidota,82.02,MAG
TARA_SAMEA2621401_METAG_KKFECFOL,0,0,0,0,0,0,Gamma-SAR86,80.68,MAG
TARA_SAMEA2621401_METAG_FKLCAOJE,1,0,1,0.5,1,1,Alpha-Rhodobacter-LowGC,82.42,MAG
TARA_SAMEA2622710_METAG_DBGJLHNK,0,0,0,0,0,0,Alpha-Other,99.23,MAG
TARA_SAMEA2622710_METAG_JLIMCGGF,0,0,0,0,0,0,Bacteroidota,93.76,MAG
TARA_SAMEA2622710_METAG_DKCPLEAG,0,0,0,0,0,0,Bacteroidota,81.47,MAG
TARA_SAMEA2622710_METAG_KOHPLGIJ,0,0,0,0,0,0,Bacteroidota,86.46,MAG
TARA_SAMEA2622710_METAG_IJJCMKFC,0,0,0,0,0,0,Alpha-Other,84.73,MAG
TARA_SAMEA2622710_METAG_IBPFDOMA,0,0,0,0,0,0,Gamma-Other,89.5,MAG
TARA_SAMEA2622710_METAG_JILOENEK,0,0,0,0,0,0,Alpha-Other,86.35,MAG
TARA_SAMEA2622710_METAG_EMEHNOOJ,0,0,0,0,0,0,Marinisomatota,76.76,MAG
TARA_SAMEA2622710_METAG_CFHPMFJA,0,0,0,0,0,0,Gamma-SAR86,80.66,MAG
TARA_SAMEA2622710_METAG_EANFJCEN,0,0,1,0,1,1,Gamma-SAR86,75.54,MAG
TARA_SAMEA2622362_METAG_JAANLLPJ,1,0,0,0.5,0,0.5,Bacteroidota,89.58,MAG
TARA_SAMEA2622362_METAG_JBEAFIJD,0,0,0,0,0,0,Chloroflexota,89.3,MAG
